Time:,8:05:44.859574,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.05041115670744093,6,8,389,211,0.08064192423412105
0.03973170055324843,10,6,202,197,0.03347436684648108
0.06041055042848132,8,8,157,75,0.0029341447674022508
0.08988462623440376,4,8,240,133,0.048605878610700065
0.07511901130016044,8,4,194,252,0.07270977873486632
0.043148705735653096,2,10,389,65,0.060583999231349536
0.048583133200065944,10,2,43,276,0.020185806377915286
0.08649924410536522,10,6,366,251,0.030757790160119945
0.07146785913069388,6,6,77,42,0.06979800950077969
0.06735365292611929,6,10,221,118,0.06686328542085089
0.04542065731157046,4,8,394,276,0.018810961046816087
1.9963062387558588,4,8,296,22,0.09712336592657626
0.06515394313328624,2,6,193,39,0.09876741241299145
0.11251331671863046,6,6,380,44,0.03610195968586977
0.042746150047774316,4,2,120,88,0.012006459246827077
0.04420558196329569,4,2,133,202,0.009669953007555831
0.05148487594231902,10,4,126,186,0.056077578577088345
0.029122189215863837,6,4,61,253,0.09041360125837512
0.03999987737199994,8,4,136,52,0.09736574659897988
0.08274896990692589,2,4,270,183,0.08714436116424583
0.04602213108982051,6,8,254,155,0.09884880914230898
0.046973070426030425,2,6,86,64,0.03573297491422772
0.09084049486823244,8,6,367,82,0.04645931738342402
0.030780714235160357,4,8,60,87,0.08040175895092692
0.054277426839871884,8,4,251,183,0.06155147659912612
0.0680780904115196,10,6,324,135,0.0692480037350623
0.09266603232861766,10,6,105,153,0.04594197287104473
0.06302135619524735,4,6,260,84,0.0611383794408819
0.0617953616790662,6,6,105,273,0.03282993148972293
0.03225955382888882,6,4,190,10,0.08988712008927235
0.04749049618700654,4,8,274,231,0.0652561515151052
0.07453844837799727,6,6,204,168,0.07909566993167284
0.0378480347223926,6,2,45,197,0.0545702776484065
0.08054887299939435,6,4,102,30,0.06137483481102342
0.06592355592771018,8,10,191,229,0.019160009000861955
0.05845084930434109,4,6,171,174,0.005868339592638942
0.08336653021101313,6,4,212,206,0.05425040912439362
0.06697387720575787,6,8,222,196,0.06662136233211248
0.05340393965579348,6,4,342,31,0.0944655478245442
0.04711165117812507,6,10,224,205,0.05947601575810611
0.057556798447512623,4,10,239,87,0.05434887024431983
0.04065897387142412,4,10,65,165,0.009783913896099674
0.05726747578562331,6,6,215,187,0.04761548789527824
0.06155115276154769,6,6,352,234,0.07670171430563848
0.18867405202594487,8,8,260,68,0.007443501056011269
0.03498597721843272,4,10,333,15,0.0951016739595857
0.0452739498350407,8,4,133,34,0.011330321831596194
0.07104261434517777,10,8,373,175,0.005542946899956124
0.033164319769399826,2,8,245,5,0.009571527268958182
0.028187015355417393,4,6,188,22,0.0643573101648519
0.033612290392893415,4,8,160,261,0.0750834376011717
0.06235195697444969,6,6,59,160,0.018822713023167542
0.022618892996136775,4,8,40,105,0.07821932256033216
0.02320233312836287,2,8,79,1,0.0001
0.037171022695969724,6,8,40,101,0.0001
0.058905266910312976,4,6,304,17,0.0785472419359878
0.029045504052959043,4,10,201,56,0.0775975191854947
0.05403129281542919,4,10,184,134,0.028159269489574226
0.18185015321113,6,8,162,14,0.017097024064996212
0.09072938682381892,4,2,310,86,0.06037699612327361
0.07145961437819255,6,2,70,148,0.03804490646428079
0.04688474587136813,6,2,387,245,0.07136862622514084
0.06075530743854904,8,4,73,114,0.029569700593124425
0.07252878558468505,2,10,227,252,0.07770477649016154
0.04437611500160349,2,10,329,242,0.04322060135420092
0.05279466193160756,4,8,360,140,0.0014543215838031826
0.07700527834278206,2,6,57,82,0.0533747153775785
0.04976191428312872,6,10,83,4,0.0412244830201784
0.04576175679324334,2,6,266,258,0.01805514640577605
0.03653945931137948,10,2,136,298,0.0024492409757148636
0.04207767504477333,2,10,222,74,0.025251659012339053
0.0872894544707973,2,10,348,264,0.007915857393836913
0.03465018399100809,2,6,93,5,0.0001
0.08218898628531301,10,4,126,283,0.03789335749252668
0.09882801195670285,2,8,321,229,0.027743497181304044
0.0644994119060681,10,4,267,278,0.07405078419331539
0.03600470746734196,6,2,215,63,0.08955668302694576
0.07083496658959496,10,2,330,114,0.03863251737244584
0.16795559465862347,6,10,329,294,0.022849572083266347
0.04615102295094777,4,2,181,274,0.03137442629876383
0.06683186105214632,8,4,153,14,0.04707635698896111
0.12904717967999993,4,6,340,263,0.02423656643628182
0.24221892091172212,10,6,379,42,0.08995358569155223
0.3792228451642107,4,10,382,129,0.06653361705925495
0.039741500155371444,10,10,306,159,0.08088769448588444
0.03721130648049541,2,2,329,1,0.1
0.036574694994613806,4,10,261,11,0.08443004615262058
0.033710335969015216,4,10,221,179,0.04474418507604542
0.036121268544019966,4,10,40,129,0.0001
0.042591021570972304,2,2,181,89,0.08580294593375903
0.04986573876182027,2,10,400,1,0.046534727579628524
0.6313035418352243,10,10,203,61,0.0659769731760878
0.03841617216259144,2,10,40,89,0.07723841423805969
0.07538211394195352,2,10,40,1,0.07086493630751824
0.04951459748404653,2,10,241,56,0.08004246794218799
0.053574021080981735,10,10,40,144,0.018636451947422975
0.11340785002823217,10,10,364,261,0.08936299070153796
0.035255871532040794,10,2,58,21,0.0001
0.06390182660946381,2,10,40,1,0.09052665470058034
0.04212620621049219,2,2,299,252,0.06893511938271536
0.041231144595153486,2,2,193,125,0.05294036282591416
0.12567191489803922,4,8,140,300,0.06672530108236087
0.03692384901454125,4,8,400,41,0.05993753185428465
