Time:,1:58:29.020904,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.04537758844016812,2,6,224,41,0.08064192423412103
0.04020291499560264,4,2,179,130,0.007273215059508822
0.040764194244657985,4,10,45,90,0.024808593416913882
0.08146572606139134,2,6,356,147,0.09273606069074071
0.05492024179875015,10,6,42,162,0.0428274181917624
0.04218097288891911,10,2,56,295,0.09682790027813942
0.056279097011006855,10,6,144,239,0.0020710613474879506
0.03801050568147879,10,4,195,95,0.07869205483768324
0.14029678397352718,8,10,230,214,0.056239312813269125
0.035670104952150575,6,4,391,74,0.039154858473409694
0.03622837479428786,8,2,259,182,0.0918360358210653
0.05432649795008513,2,4,369,54,0.09271900346907196
0.033594441236180515,10,8,99,291,0.06650706442900041
0.08499455617347097,10,6,393,172,0.0647102188636915
0.06221006314692972,4,10,225,172,0.07078503380927997
0.0949722293622335,8,8,287,294,0.02917128202799367
0.05883542304027901,8,2,118,153,0.031132724044077346
0.0462284268181037,10,2,98,106,0.019263820659653652
0.07776468272274438,10,8,309,48,0.019758268482958752
0.07212007497050525,6,10,248,98,0.09594806861738564
0.03712742412418397,4,6,192,296,0.01701845950808498
0.038462978361518595,10,10,146,140,0.0568229622306388
0.030753146819986418,4,4,202,173,0.05785016516445345
0.03726777150481109,6,8,52,256,0.05146311125843841
0.10444134122740621,10,8,268,163,0.04262202063245138
0.03841664794424738,4,2,139,200,0.09094373788872283
0.027702020656653965,4,6,242,203,0.09193063320108244
0.05641127879272354,8,8,52,141,0.07206510027954517
0.03708156697934402,4,10,59,184,0.04648073603176681
0.08388636518543857,8,8,142,300,0.007804288449990143
0.047622115891245036,4,10,202,235,0.0912199196237351
0.07780194539721484,10,8,344,146,0.026772041541217317
0.029688852275217222,4,4,320,17,0.04590662423325395
0.12028812098403353,8,2,186,100,0.011056464700712114
0.03930826696238896,8,10,281,1,0.034981229817218525
0.03411374935001832,2,10,203,134,0.08608117610679762
0.03465618878084429,6,4,240,191,0.055809227678689406
0.04347096719531412,6,10,256,82,0.06546496783204049
0.045830327619668924,2,2,385,3,0.045467777392825745
0.052291066061486834,6,6,229,99,0.008155453073350926
0.0646480345455469,10,2,390,138,0.08255764881189866
