Time:,0:10:02.281975
MSE,H1,H2
0.046865987988728576,2,2
0.06342821009330873,2,4
0.05855557452520892,2,6
0.05592734393978622,2,8
0.05586760108911809,2,10
0.059376668851513825,2,12
0.09252009467618794,4,2
0.07651848504153762,4,4
0.044476504916219635,4,6
0.0850494087268045,4,8
0.05844654417729455,4,10
0.046335464585388876,4,12
0.13096291914577826,6,2
0.07221454823711423,6,4
0.10169972628199062,6,6
0.11119005220798062,6,8
0.07371346452670333,6,10
0.0995698491890328,6,12
0.06005477105567937,8,2
0.10366986992766401,8,4
0.04893365365672703,8,6
0.05476153873486758,8,8
0.10638130405531558,8,10
0.20618837837157564,8,12
0.05229108288540027,10,2
0.2195693964363712,10,4
0.2431015273260209,10,6
0.11016503112630242,10,8
0.08610366396697983,10,10
0.11300602297913727,10,12
0.0964277647000174,12,2
0.3660131982726115,12,4
0.1320231516052574,12,6
0.1636436155890754,12,8
0.06605667543719325,12,10
0.1412935740041189,12,12
