Time:,16:47:46.546932
MSE,Epochs,Batch size
0.007493894832178262,1.0,1.0
0.009184853558956799,1.0,16.0
0.010770735603419998,1.0,32.0
0.012727259531849652,1.0,48.0
0.011294891609244512,1.0,64.0
0.0165737153939491,1.0,80.0
0.020077310640801826,1.0,96.0
0.019529721388597248,1.0,112.0
0.017828318694374404,1.0,128.0
0.0172271907206937,1.0,144.0
0.02137528251465465,1.0,160.0
0.02087178602779029,1.0,176.0
0.01936239196455706,1.0,192.0
0.020820133323891116,1.0,208.0
0.023784274931915872,1.0,224.0
0.0216662206308688,1.0,240.0
0.024403066630162628,1.0,256.0
0.026081833398833205,1.0,272.0
0.07872208613505766,1.0,288.0
0.02368198682699367,1.0,304.0
0.024984560671120773,1.0,320.0
0.02687770090480171,1.0,336.0
0.024228038790526246,1.0,352.0
0.02229481583761052,1.0,368.0
0.025482977233648386,1.0,384.0
0.0255758950764141,1.0,400.0
0.006881116201936239,20.0,1.0
0.007691930284833531,20.0,16.0
0.008862926769734998,20.0,32.0
0.00666862611744784,20.0,48.0
0.007560578233246774,20.0,64.0
0.005873609792335528,20.0,80.0
0.00614562720152691,20.0,96.0
0.00657241451002432,20.0,112.0
0.006745945237777559,20.0,128.0
0.007124328757452578,20.0,144.0
0.0065887406449237846,20.0,160.0
0.007443827527549084,20.0,176.0
0.007765035105310738,20.0,192.0
0.008139248714139862,20.0,208.0
0.007665994778570295,20.0,224.0
0.0079920321048713,20.0,240.0
0.008212786329189687,20.0,256.0
0.007581060292886774,20.0,272.0
0.008482023823600178,20.0,288.0
0.008249283221466465,20.0,304.0
0.009173375515616106,20.0,320.0
0.0085865309606042,20.0,336.0
0.009001688863284228,20.0,352.0
0.0100267863436141,20.0,368.0
0.008132231813024674,20.0,384.0
0.00959332358814311,20.0,400.0
0.019707883855746886,40.0,1.0
0.00988094854449866,40.0,16.0
0.006971694254103132,40.0,32.0
0.0059944204803559055,40.0,48.0
0.006885776317332247,40.0,64.0
0.005485280468928371,40.0,80.0
0.005898377629773762,40.0,96.0
0.005764544935369393,40.0,112.0
0.006480525976140538,40.0,128.0
0.006576445256207326,40.0,144.0
0.006426396444554161,40.0,160.0
0.006307862456582725,40.0,176.0
0.005910612403915883,40.0,192.0
0.005729941520817094,40.0,208.0
0.006030477282827453,40.0,224.0
0.006959489739026954,40.0,240.0
0.007397283997013226,40.0,256.0
0.007022776566683655,40.0,272.0
0.0076530047244486804,40.0,288.0
0.006838109908572526,40.0,304.0
0.006172417233901648,40.0,320.0
0.0067354374925332585,40.0,336.0
0.006509789807444756,40.0,352.0
0.007823923328606411,40.0,368.0
0.007614109629662257,40.0,384.0
0.006319227465435563,40.0,400.0
0.014996943101414131,60.0,1.0
0.011647506730715795,60.0,16.0
0.008377797597777915,60.0,32.0
0.008976646058603224,60.0,48.0
0.005096852664957505,60.0,64.0
0.007913162332092103,60.0,80.0
0.006554234847250758,60.0,96.0
0.005446515341585387,60.0,112.0
0.006067461494481553,60.0,128.0
0.006803716939465368,60.0,144.0
0.0053780929636753965,60.0,160.0
0.005062479210891977,60.0,176.0
0.006381341707205958,60.0,192.0
0.005548713520580578,60.0,208.0
0.007029416702816233,60.0,224.0
0.006509313104954174,60.0,240.0
0.006293409535278289,60.0,256.0
0.006208565128660435,60.0,272.0
0.005816048518679585,60.0,288.0
0.005948323728762414,60.0,304.0
0.005884438121498435,60.0,320.0
0.006082157114336046,60.0,336.0
0.005926425547169884,60.0,352.0
0.00782777292480946,60.0,368.0
0.005641350963643093,60.0,384.0
0.0071602105305697385,60.0,400.0
0.17792541448560728,80.0,1.0
0.007930704350174548,80.0,16.0
0.00991785177468486,80.0,32.0
0.006605165072511823,80.0,48.0
0.008412293186780218,80.0,64.0
0.006246140092915367,80.0,80.0
0.006359814611955356,80.0,96.0
0.005545880420507007,80.0,112.0
0.005620737534104906,80.0,128.0
0.005297880432209751,80.0,144.0
0.006629348880028605,80.0,160.0
0.006154765589155113,80.0,176.0
0.005981121829903201,80.0,192.0
0.0064375372065691655,80.0,208.0
0.006397712123351555,80.0,224.0
0.0058533267192610325,80.0,240.0
0.005395801861400156,80.0,256.0
0.006282223076012607,80.0,272.0
0.006642915971061181,80.0,288.0
0.005648826538347216,80.0,304.0
0.005803720799163214,80.0,320.0
0.005223282852995524,80.0,336.0
0.005550144377178705,80.0,352.0
0.006476317578135809,80.0,368.0
0.005400367568957389,80.0,384.0
0.0064767181933334745,80.0,400.0
0.006703189347185484,100.0,1.0
0.014723652507869103,100.0,16.0
0.009999674994505976,100.0,32.0
0.007627166540754653,100.0,48.0
0.00949486501230018,100.0,64.0
0.007795096706830932,100.0,80.0
0.005497164002266782,100.0,96.0
0.007255914760566248,100.0,112.0
0.006742053190496177,100.0,128.0
0.007601906023268989,100.0,144.0
0.006734232516941663,100.0,160.0
0.006469129776137116,100.0,176.0
0.006459939096535037,100.0,192.0
0.005207976043447904,100.0,208.0
0.007457739972571729,100.0,224.0
0.007781341013409766,100.0,240.0
0.0064811125726194916,100.0,256.0
0.006956032668143493,100.0,272.0
0.006397146617556147,100.0,288.0
0.0054370330112515205,100.0,304.0
0.005861160371002411,100.0,320.0
0.005694890936888484,100.0,336.0
0.005753788471414021,100.0,352.0
0.005357727620198587,100.0,368.0
0.005899415918540737,100.0,384.0
0.006490287496024622,100.0,400.0
0.0059748372591082325,120.0,1.0
0.008690452973594139,120.0,16.0
0.009899096269703013,120.0,32.0
0.030961809682520918,120.0,48.0
0.007714384762660853,120.0,64.0
0.007612933798413158,120.0,80.0
0.007679538142384233,120.0,96.0
0.013800472762273126,120.0,112.0
0.006826412651380745,120.0,128.0
0.005903554038538143,120.0,144.0
0.006232805192290484,120.0,160.0
0.006983351293244709,120.0,176.0
0.006676198717750388,120.0,192.0
0.006812231719485068,120.0,208.0
0.005609653181137556,120.0,224.0
0.007139702412224357,120.0,240.0
0.006781875588026974,120.0,256.0
0.006291109470287857,120.0,272.0
0.00521429297414096,120.0,288.0
0.0063533502115244575,120.0,304.0
0.0069421895622965015,120.0,320.0
0.005725330368908138,120.0,336.0
0.0050490352552733115,120.0,352.0
0.005898403389809552,120.0,368.0
0.005855494282559955,120.0,384.0
0.00625688608538907,120.0,400.0
0.010666321037386734,140.0,1.0
0.03877016522974402,140.0,16.0
0.011990647989748705,140.0,32.0
0.017093692855238582,140.0,48.0
0.010095470057836356,140.0,64.0
0.00665318845211538,140.0,80.0
0.008526228766545086,140.0,96.0
0.006036687956839973,140.0,112.0
0.00653496720746142,140.0,128.0
0.013731036264430294,140.0,144.0
0.007340930561403375,140.0,160.0
0.006999393475754907,140.0,176.0
0.006641348879497785,140.0,192.0
0.006511058935514631,140.0,208.0
0.0062800346393251626,140.0,224.0
0.0061737923004326406,140.0,240.0
0.00694236981888461,140.0,256.0
0.006000438257620615,140.0,272.0
0.007576780251484283,140.0,288.0
0.00680980929583977,140.0,304.0
0.006446369028837409,140.0,320.0
0.006842022407291109,140.0,336.0
0.00726633253996162,140.0,352.0
0.006720711756060531,140.0,368.0
0.006205640323763779,140.0,384.0
0.0069487744678384394,140.0,400.0
0.00896550736488058,160.0,1.0
0.027219382861217292,160.0,16.0
0.007807875122658151,160.0,32.0
0.012488588955467844,160.0,48.0
0.012598110740635373,160.0,64.0
0.007530409538911765,160.0,80.0
0.006207336928389501,160.0,96.0
0.00890604236505006,160.0,112.0
0.007121517301652413,160.0,128.0
0.007365014943476886,160.0,144.0
0.006810646440460825,160.0,160.0
0.004597765167499017,160.0,176.0
0.0068509631309526,160.0,192.0
0.006145225266892675,160.0,208.0
0.007153014674033088,160.0,224.0
0.009198308517210348,160.0,240.0
0.007815029819178162,160.0,256.0
0.006398275618307502,160.0,272.0
0.007825500541763357,160.0,288.0
0.006570090154008251,160.0,304.0
0.0073139194489868645,160.0,320.0
0.008602445461303928,160.0,336.0
0.004651452021830663,160.0,352.0
0.006597066462461113,160.0,368.0
0.005172225713134767,160.0,384.0
0.007050926041239734,160.0,400.0
0.16329631424845734,180.0,1.0
0.04975576277327501,180.0,16.0
0.008669944714910402,180.0,32.0
0.007125745946635879,180.0,48.0
0.010095419570485572,180.0,64.0
0.007974849151426454,180.0,80.0
0.008207100132691202,180.0,96.0
0.007306094510224657,180.0,112.0
0.008104452589004269,180.0,128.0
0.007631664232759316,180.0,144.0
0.008692914620352156,180.0,160.0
0.0058093605223665835,180.0,176.0
0.005899112575699605,180.0,192.0
0.005320733763383315,180.0,208.0
0.008897380765567866,180.0,224.0
0.007750914654813396,180.0,240.0
0.007923265458068452,180.0,256.0
0.0064804594042343205,180.0,272.0
0.010131253890843439,180.0,288.0
0.006419930775783944,180.0,304.0
0.00541618929304982,180.0,320.0
0.004878657189080422,180.0,336.0
0.005306375746791271,180.0,352.0
0.0050753924805174615,180.0,368.0
0.0045218227078398275,180.0,384.0
0.005301853918774214,180.0,400.0
0.046520407118020524,200.0,1.0
0.02000938765646517,200.0,16.0
0.03660801714264763,200.0,32.0
0.006322263209646448,200.0,48.0
0.009524189588623846,200.0,64.0
0.009364856204492912,200.0,80.0
0.01129308111206708,200.0,96.0
0.005963716884609709,200.0,112.0
0.006709782024981095,200.0,128.0
0.007579307222879549,200.0,144.0
0.008140399104000683,200.0,160.0
0.007425773111533006,200.0,176.0
0.008257316909232471,200.0,192.0
0.006689889804454223,200.0,208.0
0.008576140060058671,200.0,224.0
0.00630446528921811,200.0,240.0
0.007968839969073983,200.0,256.0
0.007245238168470114,200.0,272.0
0.006386994465473604,200.0,288.0
0.007662339376311986,200.0,304.0
0.006102393985961088,200.0,320.0
0.006630079414069122,200.0,336.0
0.007688514164264732,200.0,352.0
0.005028021829258956,200.0,368.0
0.006460043300918937,200.0,384.0
0.005347707524789772,200.0,400.0
0.010048544667903893,220.0,1.0
0.035322796238550024,220.0,16.0
0.049645959874248434,220.0,32.0
0.011324954388232967,220.0,48.0
0.01069326697082707,220.0,64.0
0.006494340505351204,220.0,80.0
0.013137652405665468,220.0,96.0
0.008787258597564164,220.0,112.0
0.00616914353858573,220.0,128.0
0.009647929735155237,220.0,144.0
0.005156418116382565,220.0,160.0
0.006435179244297696,220.0,176.0
0.00701179944630223,220.0,192.0
0.007869948755119337,220.0,208.0
0.006639516425530848,220.0,224.0
0.0056510613896363195,220.0,240.0
0.007772762560762468,220.0,256.0
0.007376489527914697,220.0,272.0
0.007643785641935136,220.0,288.0
0.007969846145813355,220.0,304.0
0.0060575691185617946,220.0,320.0
0.005258361638394895,220.0,336.0
0.005487168007456789,220.0,352.0
0.005338247889003933,220.0,368.0
0.007692510903009253,220.0,384.0
0.007735372791521189,220.0,400.0
0.031888641392310534,240.0,1.0
0.011994391393610212,240.0,16.0
0.013629686598215673,240.0,32.0
0.010839682339810267,240.0,48.0
0.01304052979336369,240.0,64.0
0.006758924527594867,240.0,80.0
0.005929349168963872,240.0,96.0
0.02339143191076412,240.0,112.0
0.0078103293865033,240.0,128.0
0.00896149637871191,240.0,144.0
0.007074768767000525,240.0,160.0
0.007662668743510904,240.0,176.0
0.007231756439489809,240.0,192.0
0.009146052865841118,240.0,208.0
0.013586775711558544,240.0,224.0
0.00991082895160715,240.0,240.0
0.008394860826636355,240.0,256.0
0.0069437244266637764,240.0,272.0
0.009621296544392232,240.0,288.0
0.0057954643744252314,240.0,304.0
0.007329705148984123,240.0,320.0
0.007501394267754136,240.0,336.0
0.006210067119375553,240.0,352.0
0.006858302867553993,240.0,368.0
0.005332619224222755,240.0,384.0
0.007538293347549088,240.0,400.0
0.008374744143136792,260.0,1.0
0.02621564414001019,260.0,16.0
0.03324404485725982,260.0,32.0
0.02085976666855699,260.0,48.0
0.006782231531710449,260.0,64.0
0.013125314952398411,260.0,80.0
0.01035292579167744,260.0,96.0
0.004812015335350325,260.0,112.0
0.0074068528589137485,260.0,128.0
0.008353233782931967,260.0,144.0
0.009531996557142803,260.0,160.0
0.005422586761151478,260.0,176.0
0.006814881417062169,260.0,192.0
0.013113342402144679,260.0,208.0
0.009337851103783075,260.0,224.0
0.010056004898530178,260.0,240.0
0.007546751958423415,260.0,256.0
0.006508143328605432,260.0,272.0
0.008225355978353664,260.0,288.0
0.008785281390057673,260.0,304.0
0.008460431294845076,260.0,320.0
0.007967705386838806,260.0,336.0
0.007500011346914667,260.0,352.0
0.00595961626688313,260.0,368.0
0.007861320569763573,260.0,384.0
0.006529690757088921,260.0,400.0
0.008981991618120935,280.0,1.0
0.013501685704519368,280.0,16.0
0.037139785697599174,280.0,32.0
0.012792884642696475,280.0,48.0
0.019193918818642654,280.0,64.0
0.008575559980909985,280.0,80.0
0.00791056989936339,280.0,96.0
0.008684410405050573,280.0,112.0
0.012044894833964247,280.0,128.0
0.023225494736138688,280.0,144.0
0.006023274568002608,280.0,160.0
0.015801410515952335,280.0,176.0
0.019347548431312655,280.0,192.0
0.013609189342452392,280.0,208.0
0.01593697443184339,280.0,224.0
0.006702488348950516,280.0,240.0
0.006682479409670303,280.0,256.0
0.005443800547303333,280.0,272.0
0.006998025166650701,280.0,288.0
0.008651697605400197,280.0,304.0
0.008970385837477153,280.0,320.0
0.006508944698434369,280.0,336.0
0.007252232940080719,280.0,352.0
0.005608059431103294,280.0,368.0
0.007210236941205918,280.0,384.0
0.006236795817635234,280.0,400.0
0.038442779700112235,300.0,1.0
0.0711337174546616,300.0,16.0
0.013457152861737343,300.0,32.0
0.005339733617970903,300.0,48.0
0.013501039588455034,300.0,64.0
0.005561129096233197,300.0,80.0
0.010924275013313422,300.0,96.0
0.011517248390714553,300.0,112.0
0.00824055904679292,300.0,128.0
0.009807967860304018,300.0,144.0
0.05649958055234849,300.0,160.0
0.007703935680700248,300.0,176.0
0.009956575404910378,300.0,192.0
0.00990624807236991,300.0,208.0
0.007510932044136033,300.0,224.0
0.005450924363244548,300.0,240.0
0.007489604240646385,300.0,256.0
0.006682407035531809,300.0,272.0
0.008471351792944282,300.0,288.0
0.00795536715507572,300.0,304.0
0.007615739281658779,300.0,320.0
0.006167126340805927,300.0,336.0
0.008284789605776053,300.0,352.0
0.008822405336816339,300.0,368.0
0.008669611210653615,300.0,384.0
0.006055396600153005,300.0,400.0
0.07647011593043972,320.0,1.0
0.02683105361977713,320.0,16.0
0.032778905202528505,320.0,32.0
0.011854636560280156,320.0,48.0
0.019464268643652916,320.0,64.0
0.009193947329835075,320.0,80.0
0.0065987954952640045,320.0,96.0
0.01484494092240027,320.0,112.0
0.010219182534843897,320.0,128.0
0.005913349722372449,320.0,144.0
0.013195193432416463,320.0,160.0
0.005811531669829923,320.0,176.0
0.008940097914125261,320.0,192.0
0.006972018493452997,320.0,208.0
0.007794380169247504,320.0,224.0
0.010856875763419068,320.0,240.0
0.006915806374913996,320.0,256.0
0.009914650782725805,320.0,272.0
0.008751042508375986,320.0,288.0
0.006162382478368593,320.0,304.0
0.007856710741855817,320.0,320.0
0.01005734651534173,320.0,336.0
0.006055880301783854,320.0,352.0
0.006966177622321355,320.0,368.0
0.004739222989893669,320.0,384.0
0.007468510974567494,320.0,400.0
0.4944345104392956,340.0,1.0
0.012489276481480906,340.0,16.0
0.02567493725145958,340.0,32.0
0.018976414086062456,340.0,48.0
0.010702952326377429,340.0,64.0
0.009918029934121364,340.0,80.0
0.007263565837307778,340.0,96.0
0.011405132820017668,340.0,112.0
0.008587592873160098,340.0,128.0
0.008101965866611669,340.0,144.0
0.013813493972109158,340.0,160.0
0.006904524041176481,340.0,176.0
0.009905238095324405,340.0,192.0
0.006520494501887537,340.0,208.0
0.015708513838951912,340.0,224.0
0.008480444651411427,340.0,240.0
0.008204753994861595,340.0,256.0
0.005858745135061548,340.0,272.0
0.0065389258414179745,340.0,288.0
0.006562132837900983,340.0,304.0
0.009460548899222973,340.0,320.0
0.011108063270823518,340.0,336.0
0.007079853521167479,340.0,352.0
0.009212854900127949,340.0,368.0
0.008463280366779473,340.0,384.0
0.008443970347596773,340.0,400.0
0.009406645583963367,360.0,1.0
0.03347827736730224,360.0,16.0
0.013381728814544705,360.0,32.0
0.0196058988927624,360.0,48.0
0.006842001590661217,360.0,64.0
0.00689488758718058,360.0,80.0
0.01636934675383134,360.0,96.0
0.00955252306441474,360.0,112.0
0.007599456392850827,360.0,128.0
0.005058799964634775,360.0,144.0
0.006501867590473051,360.0,160.0
0.014457355009349337,360.0,176.0
0.01720242920520543,360.0,192.0
0.0061743084939552524,360.0,208.0
0.00878777724532998,360.0,224.0
0.009420907509874435,360.0,240.0
0.006753976023886818,360.0,256.0
0.007583123807941909,360.0,272.0
0.007128990342207796,360.0,288.0
0.013170969366940599,360.0,304.0
0.005394965697374671,360.0,320.0
0.008040007665594756,360.0,336.0
0.006213145072224253,360.0,352.0
0.008758283728028202,360.0,368.0
0.007202071812786151,360.0,384.0
0.006696834778865214,360.0,400.0
0.010920952855417736,380.0,1.0
0.02007448778905359,380.0,16.0
0.03604028610713673,380.0,32.0
0.015205412219933193,380.0,48.0
0.00791423634272999,380.0,64.0
0.01571635500572174,380.0,80.0
0.005820834639491252,380.0,96.0
0.010863050006808735,380.0,112.0
0.00883937680708797,380.0,128.0
0.013672874585408881,380.0,144.0
0.011162290166021238,380.0,160.0
0.008716095512692819,380.0,176.0
0.021077407466912595,380.0,192.0
0.008098564003027093,380.0,208.0
0.00733669788975089,380.0,224.0
0.011782817117658327,380.0,240.0
0.009525173547307747,380.0,256.0
0.009068399972726687,380.0,272.0
0.010925547131229738,380.0,288.0
0.005854631994884565,380.0,304.0
0.00691657378816438,380.0,320.0
0.00715231955516435,380.0,336.0
0.007832852377347007,380.0,352.0
0.005914088283950419,380.0,368.0
0.012682051361872263,380.0,384.0
0.005310023816480326,380.0,400.0
0.03517025816354858,400.0,1.0
0.05495040725803066,400.0,16.0
0.009465109422806227,400.0,32.0
0.012456878078223302,400.0,48.0
0.013934202773146028,400.0,64.0
0.010699458285469225,400.0,80.0
0.008130026320602375,400.0,96.0
0.010422498454616602,400.0,112.0
0.010063706322881205,400.0,128.0
0.005971071487563306,400.0,144.0
0.006491946098538648,400.0,160.0
0.0077406876385922585,400.0,176.0
0.009740630433089183,400.0,192.0
0.008010003562913504,400.0,208.0
0.007481534336968565,400.0,224.0
0.00740541933277467,400.0,240.0
0.0065200090723627506,400.0,256.0
0.005406297208601284,400.0,272.0
0.007021331505396123,400.0,288.0
0.006682788878462891,400.0,304.0
0.007332049664096486,400.0,320.0
0.00731870022748828,400.0,336.0
0.00541263550896155,400.0,352.0
0.008272144354487409,400.0,368.0
0.00869706056111563,400.0,384.0
0.006341501705537223,400.0,400.0
0.19166946528174852,420.0,1.0
0.03405335816448301,420.0,16.0
0.0176889654984427,420.0,32.0
0.009968631619467974,420.0,48.0
0.01152038070933996,420.0,64.0
0.016591384390358108,420.0,80.0
0.006957432104521715,420.0,96.0
0.008966969010934404,420.0,112.0
0.008540608522609515,420.0,128.0
0.007065748888832715,420.0,144.0
0.0070845364215659686,420.0,160.0
0.006341186991032514,420.0,176.0
0.011097861325671908,420.0,192.0
0.0118966598354526,420.0,208.0
0.012826025886491612,420.0,224.0
0.004974857639358424,420.0,240.0
0.011035143891049473,420.0,256.0
0.005987313524174202,420.0,272.0
0.008390060546741662,420.0,288.0
0.011185339200726127,420.0,304.0
0.008907364658571735,420.0,320.0
0.008662688493772238,420.0,336.0
0.007505712740661609,420.0,352.0
0.007813764757351876,420.0,368.0
0.008690408148350329,420.0,384.0
0.006786164252133534,420.0,400.0
0.011292475199723276,440.0,1.0
0.14941704590330163,440.0,16.0
0.009735375923948165,440.0,32.0
0.015466570129286096,440.0,48.0
0.007409818763577406,440.0,64.0
0.015497813963399526,440.0,80.0
0.005821150064994368,440.0,96.0
0.009756697621961423,440.0,112.0
0.005918214264112521,440.0,128.0
0.009235603590689891,440.0,144.0
0.012021650134859662,440.0,160.0
0.012795525199461727,440.0,176.0
0.011010573339781657,440.0,192.0
0.010463711687223392,440.0,208.0
0.005927531370321353,440.0,224.0
0.0074839735176846596,440.0,240.0
0.006759680427660075,440.0,256.0
0.0074322278499092615,440.0,272.0
0.007674497457156422,440.0,288.0
0.008554465860859088,440.0,304.0
0.00765160767381148,440.0,320.0
0.00713221254395659,440.0,336.0
0.007992000179796356,440.0,352.0
0.0068306543451133175,440.0,368.0
0.009803846951507112,440.0,384.0
0.0064799716377664796,440.0,400.0
0.007877583840264756,460.0,1.0
0.00908695490500954,460.0,16.0
0.00736536613333046,460.0,32.0
0.005690355596531783,460.0,48.0
0.008568855055388921,460.0,64.0
0.014048382041181048,460.0,80.0
0.0044551090530272125,460.0,96.0
0.014415880970793825,460.0,112.0
0.007713160269112778,460.0,128.0
0.012608217988387292,460.0,144.0
0.011930303149039333,460.0,160.0
0.0073489232781147286,460.0,176.0
0.00794049387007153,460.0,192.0
0.00595112810206377,460.0,208.0
0.0069972942436369754,460.0,224.0
0.008556133643396831,460.0,240.0
0.005900651656289082,460.0,256.0
0.011969104645937078,460.0,272.0
0.007254396653064099,460.0,288.0
0.0075170292063281826,460.0,304.0
0.01847643295528135,460.0,320.0
0.009179277649515573,460.0,336.0
0.006400362627981562,460.0,352.0
0.007636308913756458,460.0,368.0
0.009006781497992727,460.0,384.0
0.0064963604207379415,460.0,400.0
0.00957113634395163,480.0,1.0
0.010634144349085647,480.0,16.0
0.010308035047499754,480.0,32.0
0.03650878384784406,480.0,48.0
0.014496670745570801,480.0,64.0
0.009880835108105826,480.0,80.0
0.016885432747046472,480.0,96.0
0.04280848174237279,480.0,112.0
0.011293159307968028,480.0,128.0
0.013206960062056234,480.0,144.0
0.007307255178235556,480.0,160.0
0.009827151870846108,480.0,176.0
0.0063885851536441066,480.0,192.0
0.01226422862475744,480.0,208.0
0.008548114366504404,480.0,224.0
0.005590326862753264,480.0,240.0
0.012899678496062163,480.0,256.0
0.009846916009384787,480.0,272.0
0.009220974713056078,480.0,288.0
0.015537997147718453,480.0,304.0
0.008004623409331611,480.0,320.0
0.008870773382303574,480.0,336.0
0.010359725054978883,480.0,352.0
0.0109116120307885,480.0,368.0
0.009269037272916407,480.0,384.0
0.008390494102213143,480.0,400.0
0.014683182828686336,500.0,1.0
0.14866985763197682,500.0,16.0
0.039691431236433324,500.0,32.0
0.0309571976407146,500.0,48.0
0.00809939604791643,500.0,64.0
0.021162056307638125,500.0,80.0
0.0098227838039476,500.0,96.0
0.016092609177376226,500.0,112.0
0.01904680800362901,500.0,128.0
0.009059367258486483,500.0,144.0
0.007423555787786532,500.0,160.0
0.005456526512090081,500.0,176.0
0.005650894157620778,500.0,192.0
0.013826843375040941,500.0,208.0
0.00855083546016184,500.0,224.0
0.008087235264330235,500.0,240.0
0.009685167102435761,500.0,256.0
0.013913434460044498,500.0,272.0
0.007037243596519121,500.0,288.0
0.010287047875459629,500.0,304.0
0.010413352668854717,500.0,320.0
0.007771916906128921,500.0,336.0
0.0095799160910657,500.0,352.0
0.0051730142241479555,500.0,368.0
0.004741646330810929,500.0,384.0
0.004856051823720577,500.0,400.0
