Time:,0:35:43.792584
MSE,Epochs,Batch Size
0.019621584165189988,229,351
0.01249595739049245,52,292
0.05667220589043889,182,23
0.03243379096464841,155,42
0.011398876557576107,366,155
0.059537806790773876,341,394
0.01983496603160697,246,366
0.020231500662339197,103,68
0.04765901084225006,455,277
0.04408920847920529,479,188
0.06448578015264944,286,322
0.06413490351514002,472,97
0.020022248219577644,354,205
0.01308630368774229,109,255
0.02497987818992383,81,31
0.03864259392495071,91,348
0.013569115413331827,28,95
0.019894415118884227,493,77
0.023476522465696245,70,223
0.013544971198207606,217,247
0.018033841031282298,397,371
0.02021908944748843,142,129
0.019052793058734342,371,372
0.01382090682305636,20,375
0.04056142108157899,290,69
0.01295855983094293,139,329
0.0312674889072884,366,16
0.020576859079837983,227,232
0.08827648159427295,255,324
0.07325856156720825,211,29
0.03385954893972757,366,155
0.038857246581187194,211,246
0.018015165566541067,52,292
0.01426242672499791,52,292
0.013646554347350019,38,254
0.014649587590612124,37,253
0.01056352975306101,37,253
0.01175175485438799,57,254
0.023331601799168294,61,254
0.01603564452589468,37,245
0.01242920412832229,35,252
0.017837171757103067,33,252
0.016585757320644025,36,252
0.01497369277092973,36,253
0.013218311883330896,35,253
0.013156088924535719,34,253
0.014166101199688613,33,253
0.015230751172449004,32,253
0.018918904313563162,219,394
0.015300437868833857,240,396
0.021632695696081165,55,212
0.012488264316009079,54,400
0.011451871179625532,54,400
0.014262966266272548,54,400
0.011894509533339186,118,237
0.019031917750415447,114,239
0.012221657506885374,128,316
0.011418802122108686,126,280
0.015789079117814762,126,275
0.021681698547946923,133,400
0.018661938417350338,124,212
0.012033020256633678,120,400
0.018119849324441155,120,382
0.01367012007682715,44,400
0.011368061470275794,13,24
0.01566107226472731,16,88
0.022192533436097867,10,10
0.01966227615701575,21,10
0.016889866242840675,51,400
0.013450620285214598,500,400
0.010528202743291198,54,400
0.012853818674037565,55,400
0.0112364987750916,55,400
0.02362943991398008,55,400
0.09279248566064038,414,10
0.022284571162866175,19,50
0.01934973096528596,388,400
0.021743413823445207,10,400
0.04983761245098833,500,242
0.020354097419011008,236,400
0.017224137416750034,31,400
0.018569164128409827,24,319
0.04004141614962062,137,275
0.017999697374339665,120,312
0.011322332254740632,47,347
0.013418302320082561,46,345
0.017309320318855032,47,346
0.015705403548095707,49,368
0.12356837530960299,500,10
0.014174132283292035,104,281
0.01720953391666461,216,367
0.017981999060437272,113,278
0.018637131286963246,23,133
0.012191066900191411,492,400
0.012213850040425092,452,400
0.01809835933853155,26,354
0.043127098045250445,472,400
0.03928735942340176,435,400
0.03659010355949252,500,110
0.012867479189723696,45,267
0.012958674123376271,45,264
0.045832649037695974,133,333
0.020799310668511456,89,400
0.012688479603169916,93,286
0.016805967517535755,94,286
0.01759176715597412,281,190
0.012979438853934374,29,269
0.013119935362282814,32,268
0.013060478153867766,33,268
0.015566222979781903,33,268
0.02040482445532587,69,110
0.014492251504941184,34,267
0.014123053604499036,35,266
0.016941726733463426,35,266
0.026140840402940874,106,292
0.031971458828830075,91,267
0.019873348924371446,32,264
0.029549503303561164,209,173
0.014085002811004622,41,382
0.01265324981584999,41,383
0.014982168752461935,41,382
0.01742432459010182,42,383
0.03999817834352212,284,223
0.018453045483902808,500,400
0.014449771298195219,307,161
0.01087514988662428,319,171
0.02220017543449715,320,171
0.012232116244130186,223,376
0.02386281697392979,223,376
0.011056103404958415,36,264
0.013202846006934728,37,266
0.013690221460489479,38,266
0.014883372787206622,39,266
0.014642855435884741,39,266
0.01965288772979472,148,317
0.013155456341896785,39,265
0.020110646461202433,128,302
0.01665215706988036,39,266
0.05560888695072917,283,161
0.013177595572750523,228,255
0.035251153380487024,117,261
0.012479158745207726,10,107
0.018029489127304205,12,105
0.032433018926517926,500,363
0.017623994236614038,41,262
0.019291424941593166,226,250
0.017127401404134466,10,192
0.016591648553237432,39,263
0.018615806465341996,384,338
0.01779858312799333,10,230
0.015979055587794114,50,399
0.012307600311930863,39,265
0.0158199431877589,40,267
0.02885067459419783,100,162
0.021529047661835655,39,261
0.015669215878918775,39,280
0.018553202362549075,37,369
0.013986410146609035,50,398
0.04693214544205705,331,152
0.01304027055156939,310,182
0.024575900313362757,311,175
0.050399798559706804,391,185
0.015379944307608796,114,400
0.012037522929921348,110,224
0.011684800337342066,111,225
0.01119904067950082,111,225
0.039371451318138365,111,225
0.02179863251230288,324,189
0.018802192692171944,50,398
0.013975645363144013,33,264
0.021110303351791194,33,264
0.012505660980743887,51,400
0.014320045385232853,51,400
0.01347046752041636,51,400
0.01223843870825218,51,400
0.013232654294101635,50,400
0.01522741615836826,50,400
0.015613963420435452,50,400
0.015150420908724458,51,400
0.014579373431640612,48,320
0.05383828893809038,186,345
0.01845675876360467,234,377
0.012056901795773123,37,101
0.012507213469012346,36,101
0.020083117410677188,36,101
0.04749479185298951,325,10
0.013883710468513014,116,400
0.012708650235591423,116,400
0.02189151373120874,116,400
0.012574768370393698,46,333
0.01980612681157941,46,332
0.018978145446290718,10,281
0.011890064409851672,52,400
0.015797240295163394,53,400
0.019836860575983023,52,400
0.01763643180711094,44,255
0.017950295396084677,360,273
0.013706124538531345,143,392
0.013208284658478064,275,209
0.012661663084374863,256,208
0.019020797299875825,259,207
0.021062911077509884,27,100
0.013081618692188017,53,79
0.012628097604027076,49,86
0.02142581256261212,49,86
0.015066890010085498,44,277
0.0121355485229111,51,400
0.013785809106412642,51,400
0.01530785762960715,51,400
0.01931546150638147,51,400
0.016994252131162665,44,274
0.01521479853487748,66,302
0.011139568992676065,54,303
0.020954575211931534,54,305
0.01977174405511291,10,157
0.014618239351373866,52,400
0.018252683457508023,52,400
0.02588098336254941,51,400
0.03592994657268056,241,233
0.01295045722102901,273,265
0.013050287300013907,201,203
0.02118567580602772,10,342
0.01684107453926244,259,263
0.03508784341746399,224,202
0.01225968049260796,294,200
0.02593186823438956,294,200
0.017187749659258962,391,356
0.01554496092383897,10,28
0.020151860277488862,165,209
0.02036628445115417,10,252
