Time:,0:32:31.281950,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,HN,Epochs,Batch Size,Learning rate
0.05570748448371887,20,334,54,0.04382900112681075
0.04156813770532608,16,217,280,0.015148632864048921
0.03544911742210388,12,198,237,0.01596565378312521
0.12286866456270218,17,365,247,0.009915368361499147
0.040362801402807236,19,280,252,0.0014754681141091561
0.0363428108394146,3,235,232,0.0738548481246686
0.08320392668247223,10,371,4,0.011832594630276383
0.04605245590209961,13,147,15,0.04663705065885973
0.052870381623506546,11,147,82,0.0041515592616968265
0.03847355768084526,1,237,114,0.03285841721143034
0.03875976428389549,14,56,42,0.06895464072622949
0.07188078761100769,13,366,87,0.09753264224512642
0.0612923763692379,20,343,178,0.05618716469833346
0.045160990208387375,15,333,295,0.008186600967188552
0.04915831238031387,4,278,48,0.0033316995872737895
0.08206921815872192,16,74,11,0.09920893847221733
0.042092371731996536,19,143,236,0.07645442232362315
0.059135593473911285,19,289,63,0.019647950348723235
0.05903849005699158,10,296,122,0.061969591748861054
0.07002690434455872,2,317,197,0.06715052838304367
0.06359017640352249,18,290,115,0.07303258530746162
0.04799685627222061,15,299,287,0.000720230807054227
0.07106111198663712,10,315,27,0.06125368480686919
0.04562685638666153,5,360,151,0.07062915675166916
0.06695328652858734,9,212,242,0.07185462916059494
0.05038672313094139,10,55,108,0.017229658546925486
0.05687065050005913,16,235,47,0.09514773349898398
0.054703786969184875,5,128,162,0.053734131473148546
0.051055148243904114,3,252,292,0.042983641796074445
0.06055309623479843,6,157,82,0.07970703165414715
0.053639814257621765,14,115,16,0.09434392988309992
0.039293739944696426,1,101,127,0.011495163304391983
0.07038507610559464,18,358,212,0.019442507146362344
0.05457048490643501,10,204,85,0.08791900923531612
0.07086147367954254,2,307,191,0.0503443305249558
0.06591790169477463,7,138,57,0.07269318031005788
0.056235477328300476,13,392,9,0.059955562582368824
0.10033577680587769,14,317,151,0.03358394844902855
0.05656873807311058,10,79,296,0.06262572013802181
0.04854806885123253,6,138,88,0.04781939454517824
0.06186281517148018,9,222,146,0.09946591748156504
0.0449126772582531,20,75,283,0.043003209884276965
0.03723077103495598,3,272,66,0.05694659443996033
0.044094014912843704,15,108,260,0.019757370795247302
0.03819230943918228,1,352,49,0.025639763314770553
0.05476913973689079,4,356,84,0.03774231393474513
0.04990120232105255,10,100,179,0.04019500525504292
0.1099822074174881,11,239,210,0.06985980791762096
0.050322189927101135,4,167,89,0.04042079440919594
0.06078694760799408,16,103,85,0.06274533634394618
0.044258225709199905,17,297,242,0.00931768247201966
0.048031989485025406,16,334,251,0.001850797671743212
0.04253310337662697,17,348,268,0.007095495663230788
0.05533716827630997,20,353,276,0.013101409526544497
0.054430823773145676,17,309,242,0.0126036803982737
0.04323218762874603,17,354,249,0.0012300721415833828
0.03795695677399635,16,365,276,0.004086470142366679
0.05471112206578255,17,399,245,0.004020029410106499
0.09842066466808319,17,360,251,0.007710104488858997
0.04709017649292946,17,398,258,0.001366193748024644
0.04877357557415962,16,375,285,0.01568200305882706
0.05644921213388443,16,360,260,0.00923006823761378
0.0402400940656662,1,365,240,0.008921762132739828
0.04314231872558594,14,269,248,0.03190910456905192
0.04220116510987282,1,359,246,0.012170923474302183
0.05560602620244026,17,363,295,0.010525948947395123
0.07705217599868774,17,330,250,0.0075034628617403456
0.06316565722227097,16,368,247,0.002226811877263589
0.043882206082344055,12,238,225,0.019599776334273077
0.08978039771318436,12,232,206,0.02392234806098488
0.10064145177602768,12,244,226,0.01543031015549155
0.0696403756737709,12,185,234,0.020187094025448438
0.04331407696008682,13,239,250,0.013394117784951745
0.06860813498497009,13,245,248,0.034319002147562595
0.0510123111307621,12,230,238,0.011855335807583517
0.061540376394987106,16,370,261,0.006456721483105921
0.04316028580069542,1,242,210,0.016171611540570063
0.047231126576662064,12,244,230,0.009597671879077516
0.07553724199533463,18,270,217,0.013601856181484823
0.04566708207130432,17,379,271,0.008411285958878868
0.05807001143693924,20,398,247,0.0178864739747455
0.04932128265500069,12,191,229,0.014565361383331202
0.041080623865127563,17,355,231,0.000869600442686399
0.04115072265267372,12,234,232,0.016783110007496372
0.04769513010978699,17,355,251,0.004283298267678998
0.05975542962551117,14,355,250,0.009858756779887585
0.05484423041343689,14,221,226,0.018499002286239626
0.03973933681845665,17,380,254,0.012449657419121742
0.07727933675050735,17,376,241,0.01413035872184322
0.04631250351667404,15,381,249,0.009814362176342033
0.06365346908569336,17,378,251,0.009553064095971455
0.035790055990219116,17,372,245,0.0006816966507612806
0.05636781081557274,12,258,240,0.016429635278711163
0.04793117940425873,14,362,187,0.0007725322157458556
0.060266152024269104,17,357,255,0.013510824360412597
0.045589517802000046,19,366,243,0.006450294232059198
0.03845260292291641,1,237,189,0.07168252627553498
0.043474506586790085,13,235,227,0.015382126854413605
0.05102860927581787,3,247,189,0.08206623368289816
0.05101748928427696,17,362,226,0.003912642181011171
0.0682525560259819,11,242,223,0.016266265813512013
0.06577002257108688,17,313,247,0.010171942401515354
0.03960740938782692,12,296,218,0.0005935826329245385
0.0698990747332573,17,384,251,0.010364087125457085
0.03971061855554581,13,272,206,0.00023021286781844166
0.0542127750813961,12,236,276,0.06798293569652909
0.0521373376250267,5,240,220,0.07266902055178896
0.04538595676422119,12,250,177,0.008318391756657004
0.07366221398115158,20,363,240,0.008103882692262384
0.044292137026786804,11,232,197,0.01700279774633081
0.05662935599684715,14,240,181,0.015409947227958729
0.04590187966823578,1,311,1,0.03041571925908464
0.06837423145771027,12,218,207,0.015666332206373566
0.049096837639808655,13,55,209,0.06910551566367602
0.05223420634865761,11,329,87,0.0008687516707492838
0.06386411935091019,16,363,226,0.00966073961185764
0.1268211156129837,13,363,239,0.009474889353606852
0.05099787563085556,12,386,249,0.0009863366966077736
0.04198826849460602,13,366,217,0.001154921277598116
0.06282897293567657,9,365,283,0.011945066405597823
0.04725088179111481,3,363,231,0.009319924762068218
0.05335421487689018,12,347,226,0.006145559946255307
0.05244159698486328,13,352,237,0.005469712378156055
0.05274665355682373,13,370,286,0.00972555271456234
0.058661073446273804,13,363,231,0.007890871537412188
0.0614498108625412,13,360,254,0.011049684482378547
0.05710497498512268,13,366,244,0.010675470739538864
0.06295467913150787,17,369,232,0.009651630791851681
0.06708087027072906,18,365,260,0.011788025093772327
0.03963001072406769,18,365,234,0.00025526632209679295
