Time:,0:55:02.089275,Samples,20,Size:,41,Cores:,4,CPU:,Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate
0.044079004182422034,0.024215534795199476,0.11561972349882126,0.10296577749577829,4,2,10.0,300,0.001
0.03573537246908946,0.014610475139599732,0.08527691420167685,0.09344038997628225,4,2,25.0,300,0.001
0.031203452645145173,0.001313326856024299,0.06477655693888665,0.03388436477897676,4,2,50.0,300,0.001
0.029351020718526948,0.003779215377657431,0.05782973226159811,0.05002296728084834,4,2,75.0,300,0.001
0.027760752642819873,0.005022147439486451,0.050564085319638255,0.023606103198935163,4,2,100.0,300,0.001
0.02814952411630988,0.005741048766903533,0.05937115959823132,0.034580692170167286,4,2,125.0,300,0.001
0.028497663638486402,0.004106077311321543,0.04536195360124111,0.010319476181409756,4,2,150.0,300,0.001
0.027407369801791655,0.004836402405415929,0.04105423875153065,0.013449744966397788,4,2,175.0,300,0.001
0.02806474747295052,0.004399705703564199,0.04523176718503237,0.01653702616233163,4,2,200.0,300,0.001
0.029409409702231448,0.005916017259916656,0.04690522346645594,0.027755721950686426,4,2,225.0,300,0.001
0.028843496177791344,0.0054908406790769035,0.042181131709367034,0.022006458400370344,4,2,250.0,300,0.001
0.029308617362135303,0.006592344298877466,0.03493107678368688,0.006710255585461649,4,2,275.0,300,0.001
0.02903454778131373,0.00683658845592234,0.03363317102193832,0.006319721751613503,4,2,300.0,300,0.001
0.03317910989998588,0.005848741795667367,0.03204006990417838,0.006051823713622916,4,2,325.0,300,0.001
0.030369488627366235,0.00557137506376993,0.03557021310552955,0.007757802652275995,4,2,350.0,300,0.001
0.03480714245001905,0.007523325033655715,0.03295387523248792,0.009464849562317988,4,2,375.0,300,0.001
0.03261167373035554,0.006847242481403013,0.03069478366523981,0.004106108980757868,4,2,400.0,300,0.001
0.03167543218144887,0.006549268648787408,0.032706635911017655,0.007671966830242086,4,2,425.0,300,0.001
0.032780267163811265,0.004480201212363586,0.0313963764347136,0.007547212542362349,4,2,450.0,300,0.001
0.035588937527740686,0.008294377409223022,0.02930833362042904,0.003531369571133226,4,2,475.0,300,0.001
0.03670392906530649,0.010839421976259419,0.028822423331439494,0.00366172745208708,4,2,500.0,300,0.001
0.033516100345201735,0.00613549178248376,0.03126125074923038,0.006497914646366921,4,2,525.0,300,0.001
0.03524316145406893,0.006606006373203357,0.029638417158275844,0.007504091980569142,4,2,550.0,300,0.001
0.035907108253623796,0.00823135806103863,0.03198973815888166,0.009353918883603712,4,2,575.0,300,0.001
0.03730436280157827,0.007629560618240892,0.026812278013676406,0.004501473923513807,4,2,600.0,300,0.001
0.03425697712400936,0.005507063851711423,0.02772385673597455,0.0037985782898102196,4,2,625.0,300,0.001
0.03600668350116811,0.005580162515367799,0.030660627875477076,0.006750397651914741,4,2,650.0,300,0.001
0.036456869679308765,0.010080424198300759,0.027254406735301016,0.0034573550184798904,4,2,675.0,300,0.001
0.03943015351770086,0.006889941950033923,0.0262738767080009,0.003981490342884457,4,2,700.0,300,0.001
0.03479648233440408,0.006779868416720294,0.026749457884579896,0.0032676582275383338,4,2,725.0,300,0.001
0.036306892488972314,0.006065688842154764,0.027604734990745783,0.006209531830432104,4,2,750.0,300,0.001
0.04380783533458317,0.011160842448473504,0.026993662398308516,0.0047991367145117265,4,2,775.0,300,0.001
0.03698874576641957,0.006666668246264817,0.025171759910881518,0.002905154904350558,4,2,800.0,300,0.001
0.04252149093383169,0.013050960619605164,0.025267366040498018,0.00463327786005449,4,2,825.0,300,0.001
0.03862689513606243,0.008773756938748762,0.025727865844964982,0.0029676116276140187,4,2,850.0,300,0.001
0.03840404399392087,0.005374103641742551,0.02551869647577405,0.0027412735317620058,4,2,875.0,300,0.001
0.03690461480548192,0.00713513950348944,0.025976610276848076,0.002847037223391818,4,2,900.0,300,0.001
0.0399384209508757,0.011514743378028738,0.026389585342258215,0.004001137876388714,4,2,925.0,300,0.001
0.037176047211915544,0.00963811541830916,0.02573137218132615,0.004148500060669941,4,2,950.0,300,0.001
0.03856103577418925,0.007530410518861722,0.02432110421359539,0.0014669507172043437,4,2,975.0,300,0.001
0.035966905614137776,0.00789203673936169,0.025366708729416133,0.0029499514474848358,4,2,1000.0,300,0.001
