Time:,1:05:02.563729,Samples,16,Size:,250,Cores:,16,CPU:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate
0.06514266223203113,0.05082049354955075,0.018712851335294545,0.0008752561291611545,4,8,528,395,0.02899026099155052
0.03555721113014569,0.016041943885815032,0.03218555252533406,0.0015748651587465007,2,2,671,113,0.0015751237702003582
0.028999291329739593,0.008399675903490257,0.037980464519932866,0.00569174292722126,2,4,332,409,0.0014686796974540857
0.02866889121158733,0.008625425677466613,0.03483674279414117,0.0028610569859234118,2,4,116,174,0.0026219038925178978
0.09160322402882413,0.058034642516366065,0.01567922957474366,0.0011205053054619764,6,8,791,94,0.004666856045513463
0.041287482712339965,0.010843728133325249,0.02032641868572682,0.0008384040278202629,4,6,653,254,0.005490557437087452
0.06582023869643742,0.02023540416528146,0.022105372161604464,0.0012402120235492885,6,8,128,292,0.00610806673668331
0.039116593023848026,0.006167299297963895,0.027161989361047745,0.004302553027090422,4,4,669,337,0.0012038604936665611
0.21872804031742,0.2703985806417153,0.01297727262135595,0.0009446951513928666,8,6,751,462,0.04539503701438701
0.040056457598301246,0.011100131663467728,0.02107649575918913,0.0016482158073008715,4,4,401,392,0.010445390043557247
0.029838557752136532,0.011166983266865374,0.030856378725729883,0.0012198844642515164,2,6,215,55,0.0036100866035039133
0.04205711551045917,0.009065643732939952,0.020418998086825013,0.0013103889416805612,4,2,368,95,0.03332999640699188
0.06118814345731165,0.025965216493361046,0.01974351448006928,0.0017061595731176253,8,4,118,457,0.02168204411408227
0.06448058489663812,0.0413794231083572,0.018267972278408706,0.001350694599683902,6,2,305,344,0.03204282632053193
0.06702259306323632,0.01557200478478465,0.0206184652633965,0.0007844004302205338,6,4,245,45,0.0013229704150034365
0.07613538097555944,0.038286963530008315,0.017336915945634246,0.0011420711868976433,6,8,583,496,0.014900371462006193
0.08480183382106257,0.047092040284077985,0.01789644092787057,0.00035166646676382127,8,6,472,118,0.0018612709022652186
0.11114975805630113,0.04667978274250313,0.01860134198796004,0.0009858817735168518,8,6,434,446,0.004861022218120758
0.046068150888166126,0.01773676673073494,0.031392706208862364,0.001400153852505467,2,2,388,51,0.009067193551328855
0.09672428041372326,0.035588208267548285,0.017255087033845484,0.0007632040394869945,8,4,250,122,0.005361786543264391
0.08411359791286246,0.05639834112926623,0.01430342608364299,0.0012552624169601479,8,2,742,113,0.040066266785957594
0.10452318860380141,0.07527199465828104,0.018192967283539474,0.0037201172661289984,8,2,278,467,0.02656232574628164
