Time:,0:57:40.941287,Samples,20,Size:,28,Cores:,4,CPU:,Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate
0.026697363318630686,0.004111181703380451,0.04126206077635288,0.006621748534992276,8,4,510,200,0.0001
0.02581630795344589,0.0034413623260789367,0.034570793807506564,0.004712301036835695,8,4,510,200,0.0002
0.03554831240844731,0.008079445978644155,0.032624262385070324,0.011127832947300405,8,4,510,200,0.0003
0.04800077822051162,0.013997861955886594,0.027545891329646112,0.0021558148230152495,8,4,510,200,0.0004
0.05184483503208322,0.014617467806298478,0.025246998760849237,0.0022976255799515726,8,4,510,200,0.0005
0.05154359979047329,0.009491654105516627,0.02528687184676528,0.003463456449692331,8,4,510,200,0.0006
0.06654522457058425,0.02016128622568335,0.023454382177442314,0.0025275203230591477,8,4,510,200,0.0007
0.06599733985856415,0.01904269385677876,0.022045863792300224,0.0014806626164276953,8,4,510,200,0.0008
0.06996965691896281,0.031098956484549148,0.021549700293689966,0.0014945583577330452,8,4,510,200,0.0009
0.05892294641060279,0.025575673155038916,0.02196140382438898,0.0017445457055200377,8,4,510,200,0.001
0.08158118983048787,0.024919344866947617,0.018826193641871214,0.0007716843281981166,8,4,510,200,0.002
0.07212232909594626,0.03192267568325498,0.01759049566462636,0.00066844850406522,8,4,510,200,0.003
0.09124277293092245,0.05005397166283505,0.01689664926379919,0.000827189237248453,8,4,510,200,0.004
0.1213897575751702,0.07358093053861724,0.016682940116152168,0.0007027902535023178,8,4,510,200,0.005
0.09348575596128253,0.035661575705264875,0.015941264946013688,0.0006338280936856876,8,4,510,200,0.006
0.09563072618425152,0.037937468847589,0.015552551159635187,0.0005802411638713461,8,4,510,200,0.007
0.13129847069313597,0.05558953100477951,0.015585189871490001,0.0006511268896528874,8,4,510,200,0.008
0.10735684330639142,0.07208769774666739,0.015023563243448734,0.0004592927539109914,8,4,510,200,0.009
0.09413486818677283,0.036567224402213945,0.01483064740896225,0.0006176448410068086,8,4,510,200,0.01
0.13624679383140442,0.12354819036349873,0.013886572048068046,0.0006690748447080679,8,4,510,200,0.02
0.1274350791607299,0.0723058601197265,0.013415176328271628,0.0005757688190329606,8,4,510,200,0.03
0.11900685132043684,0.10946298756726744,0.013215888943523168,0.0007450470908428517,8,4,510,200,0.04
0.10355289887371064,0.05612093704626591,0.012874068692326546,0.0005711914301690072,8,4,510,200,0.05
0.1065430958390616,0.07578750288478536,0.013633384043350816,0.0013606619353524984,8,4,510,200,0.06
0.12425642172792402,0.1085233156315217,0.01383915487676859,0.0007661965009317489,8,4,510,200,0.07
0.07763353997539492,0.03032752651716724,0.013605175167322158,0.0007835327793100348,8,4,510,200,0.08
0.09096013452229632,0.039841309968883125,0.013995013572275639,0.0014624233497174373,8,4,510,200,0.09
0.15280047087134696,0.23604486060072014,0.014360577752813696,0.0013645492825019984,8,4,510,200,0.1
