Time:,11:54:30.127792,Samples,12,Size:,250,Cores:,4,CPU:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate
0.08675736658557132,0.05049554911009665,0.017651233822107315,0.0003348930503261111,6,8,528,467,0.00955931912754886
0.03015312859028127,0.007260400108434101,0.03727631146709124,0.0024676168056397356,2,2,671,112,0.00018502764659600546
0.031466127465887894,0.0015190708837518718,0.05598539082954327,0.02601481468758174,2,4,332,486,0.00016829865717596381
0.03100036229365428,0.0011145461267550699,0.04274420409152905,0.0035002810044330954,2,4,116,189,0.0003689444695466026
0.1003717954555546,0.052241205892851486,0.01802726850534479,0.0005015753149105584,8,8,791,88,0.0008055731903862196
0.0792397712451089,0.036825326180282364,0.02241284353658557,0.001536915079044215,6,6,653,290,0.0010039511263760118
0.029454157021312887,0.004909206880616708,0.038111951823035874,0.0013784700643380097,6,8,128,338,0.0011598521695866744
0.029136519998935507,0.0030400353671282032,0.04780371145655712,0.012005487268594402,4,4,669,395,0.00012856707022799833
0.15631934671249245,0.11667019104321348,0.013529954866195718,0.0002948361901479977,10,6,751,553,0.017546824086941488
0.03955631479026859,0.008330436826624906,0.02678468745822708,0.003949783015342613,4,4,401,463,0.002398825129130558
0.023051207536396032,0.008254274672052295,0.03249684550488988,0.0014219731789363588,2,6,215,39,0.0005689627368590969
0.06901771733860197,0.024642651391716862,0.016407796880230308,0.0007239353792416307,6,2,368,89,0.011547256338912945
0.049538047013617144,0.020903166981425716,0.02589730949451526,0.004839765201226787,8,4,118,546,0.006450166229494741
0.06307677565573032,0.013415002095797558,0.019363301806151867,0.0021600066159493283,8,2,305,404,0.010947453064570234
0.026902357270351267,0.00548925907308612,0.03135131159797311,0.0018364592061120928,8,4,245,27,0.0001460910350130985
0.11314450805191306,0.050510725110458586,0.01885415551563104,0.001199486830504424,8,8,583,595,0.0038809690706627788
0.04249499358428882,0.007209280963508841,0.026909733346352976,0.0008524304685470353,10,6,472,118,0.00023196441972475208
0.051114992877380895,0.02067731012456625,0.028279592903951805,0.0035411745032012548,10,6,434,533,0.0008512980672223285
0.03305170206455015,0.014316590474452643,0.03083776729181409,0.001596167326280252,2,2,388,34,0.001980479237512499
0.06014580100165184,0.022018870300009506,0.02512181969359517,0.0037211257983045015,8,4,250,123,0.000972194621700371
0.1191782651438677,0.05907162047308557,0.012900369086613258,0.0006603365324849163,10,2,742,112,0.014816712279438439
0.057468194050669746,0.022524519444659784,0.020910346880555153,0.0029920816284379937,8,2,278,558,0.00849141203035963
0.025924751423084296,0.008076763483426305,0.03329697484150529,0.0017834944851314186,2,6,357,564,0.0025785220142582254
0.1428174587611514,0.1071022159841745,0.013198828247065345,0.00046343401771033443,8,6,598,98,0.008079737652734871
0.0747950485572444,0.03002414849785615,0.017396328349908192,0.0009426748946926915,8,4,155,236,0.014071010000522988
0.04255461015916673,0.011265074566338339,0.029361993695298832,0.006068435481882706,6,2,501,352,0.000910506912566484
0.11097634314777083,0.10747415791600212,0.014970174835373959,0.00036069969467394957,8,2,535,297,0.017457833602536787
0.024042633552307038,0.0020819720589495294,0.039598289877176285,0.006270508537607358,8,2,255,90,0.00025311081157219456
0.07442082517231012,0.033776976583481916,0.020463450346142054,0.0033886615631469465,6,6,496,350,0.0032012872545786673
0.03535334571870336,0.008952847046698248,0.02204562785724799,0.001312143322104505,4,8,238,513,0.01621971962205814
0.030798801465744468,0.0011316729346253283,0.04279010960211357,0.004525077032655069,4,4,283,406,0.00026200932064031183
0.029848768436792832,0.005658939025922798,0.03193501057103276,0.004265538736401806,4,2,337,253,0.0011909705760463822
0.023717180028691356,0.003157706026297713,0.03988975969453653,0.004946973922300062,8,8,462,254,0.00013629745800971567
0.03363599474072368,0.001343541558459408,0.04599270007262627,0.0050408632721835565,2,6,106,262,0.0001034174677695484
0.031208314901904583,0.0003916473379684819,0.042096554301679134,0.0019619483886539417,6,4,533,263,0.00010753511517965682
0.04791751615423042,0.016535278789155974,0.0288224706115822,0.005791129475957704,6,2,471,472,0.0015867562387692406
0.0671269481138393,0.0377067359575097,0.020288908078024786,0.0021961064915253688,6,2,386,428,0.013401117566145853
