Time:,3:37:17.104408,Samples,16,Size:,250,Cores:,16,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate
0.07603153428837331,0.027069586660588053,0.01776381116360426,0.001031916950561202,6,4,567,400,0.00955931912754886
0.02817599802461773,0.00803009690127524,0.037474708864465356,0.002268674844294185,2,2,689,100,0.00018502764659600546
0.030899696037733262,0.0004318263319543418,0.04985849466174841,0.012958009360467586,2,2,399,400,0.00016829865717596381
0.03145011841161613,0.0033939075798296698,0.05778305232524872,0.025925542765179957,2,2,213,200,0.0003689444695466026
0.09170970882859712,0.028901762577328207,0.018834612448699772,0.0005431110636177348,8,4,792,100,0.0008055731903862196
0.0683411961199904,0.02511887008248185,0.022211745148524642,0.0020651136775773375,6,4,674,200,0.0010039511263760118
0.034058420593806406,0.007587540347759444,0.03254291624762118,0.004701016765178098,6,4,224,300,0.0011598521695866744
0.02857018407645079,0.004461280417296654,0.050520150223746896,0.01688119079941637,4,2,688,300,0.00012856707022799833
0.15983170146191913,0.10252017165597031,0.01284230058081448,0.00046185205832870695,10,4,758,400,0.017546824086941488
0.037756528442371075,0.007883185966554252,0.025289589539170265,0.0021648186890517638,4,2,458,400,0.002398825129130558
0.027651763128666032,0.008866605397238825,0.035069507313892245,0.0023196367434551585,2,4,298,100,0.0005689627368590969
0.06347678955885211,0.03982789765308944,0.017106694518588483,0.0008007759928634924,6,2,430,100,0.011547256338912945
0.05435170560418241,0.017970628752901476,0.023138650110922754,0.0042475176701834965,8,2,215,400,0.006450166229494741
0.08429348056843258,0.029746566227004008,0.016750236740335822,0.000894371720535771,8,2,375,300,0.010947453064570234
0.023410200666681057,0.00485749331132606,0.04556889180094004,0.022421476466634907,8,2,324,100,0.0001460910350130985
0.09772271009329886,0.06987679905875252,0.018150914926081896,0.0009827664998440745,8,4,614,400,0.0038809690706627788
0.04530877951526012,0.00906501713399544,0.026845204178243876,0.0015858921620078889,10,4,519,100,0.00023196441972475208
0.05494307138704649,0.019556555070014688,0.026451021782122552,0.004593599668017514,10,4,486,400,0.0008512980672223285
0.0347947368167987,0.010379391387238422,0.032874783501029015,0.0017680517228466633,2,2,447,100,0.001980479237512499
0.06611795414305288,0.024421048168275235,0.022235715063288808,0.0015722371765556247,8,2,329,100,0.000972194621700371
0.1248702981977357,0.09877152811479142,0.01301421137759462,0.00045020722581207666,10,2,750,100,0.014816712279438439
0.08920333359203084,0.040586537499827186,0.01860632363241166,0.0022026278980345837,8,2,352,400,0.00849141203035963
0.027100785221731892,0.008005956582076337,0.03427424398250878,0.0020053613607123257,2,4,420,400,0.0025785220142582254
0.11404077286234768,0.05642084415579239,0.014213326503522694,0.0005407220151352329,8,4,627,100,0.008079737652734871
0.08063623372764354,0.03357453417640391,0.016952782403677702,0.0007255171168744622,8,2,247,200,0.014071010000522988
0.05358851160134111,0.0251271734513007,0.029779991135001183,0.008572646005338972,6,2,543,300,0.000910506912566484
0.08058408343088089,0.043781862731452244,0.015083904145285487,0.0005744070989852138,8,2,573,200,0.017457833602536787
0.027233533625309985,0.003949541539107247,0.03424256353173405,0.0046797109266170376,8,2,333,100,0.00025311081157219456
0.07617993916884888,0.04144501899504029,0.02014661766588688,0.0016337148149531472,6,4,540,300,0.0032012872545786673
0.03982613394130183,0.00813151399590018,0.020833294722251594,0.0013896345991219485,4,4,318,400,0.01621971962205814
0.030324760445128204,0.0033007560594326044,0.05182429798878729,0.01833743579551118,4,2,357,300,0.00026200932064031183
0.03642320696424492,0.006734075205894058,0.028421728522516787,0.004371673926679289,4,2,403,200,0.0011909705760463822
0.021555523239122246,0.0023144849641641464,0.04219131055288017,0.011643369281745876,8,4,510,200,0.00013629745800971567
0.031596083640063395,0.0008676223636352444,0.0588531403336674,0.03965998902851935,2,4,205,200,0.0001034174677695484
0.027831035057765532,0.0035905854591551482,0.0506335748359561,0.013338595572353012,6,2,571,200,0.00010753511517965682
0.04756061793258716,0.011228824032658812,0.02909611095674336,0.005612694254688647,6,2,518,400,0.0015867562387692406
0.07456754850384482,0.0378212999792966,0.017505434225313365,0.0005643675146508584,6,2,445,300,0.013401117566145853
0.02309043169716788,0.003837199013632094,0.04905606061220169,0.018564336599142,6,2,586,400,0.00031144742881803166
0.11530216676064681,0.04958031585245679,0.017855497892014682,0.000819607239653118,10,4,655,300,0.00233332560038599
0.03110248000439739,0.0016760845231998584,0.08442402142100036,0.09265072827082864,4,2,518,400,0.00010987729389514493
0.04193717282627518,0.02044023147359688,0.031692368909716606,0.0018009520537365271,2,4,443,200,0.006322206908834693
0.07367152348844463,0.030444709420287534,0.017486839438788593,0.0004991017273784982,6,4,416,200,0.008292301980657018
0.032197132647360224,0.008410323184546169,0.03485996392555535,0.0021374380902299,2,4,675,200,0.0008143473281337307
0.04478999355597159,0.012309931314942879,0.03096111211925745,0.001768322802411283,2,2,313,100,0.012351823666405061
0.04108283014876993,0.008855595742158742,0.02784142957534641,0.002638086566838488,6,4,461,100,0.0003288961129973476
0.09343460146419139,0.06335848218330664,0.016705603920854628,0.0011035573639704933,8,2,503,300,0.0104330266215934
0.029820601134066513,0.0050207708882081415,0.04446708247996867,0.007798780358591544,4,2,796,400,0.00017801478229791936
