Time:,3:50:37.070367,Samples,16,Size:,250,Cores:,4,CPU:,Intel(R) Core(TM) i7-8700K CPU @ 3.70GHz
MSE,std,Train MSE,Train std,HN,Epochs,Batch Size,Learning rate
0.03906920806157288,0.006061250737877561,0.29954977706074715,0.030702649597928726,15,164,368,0.005955555973833074
0.027617301805388923,0.002342250444695677,0.35664223320782185,0.018296799946271442,26,31,120,0.007511287108585775
0.024158721054434326,0.005363591033766021,0.39233858697116375,0.04702512645647174,6,24,9,0.0013189197029000728
0.03156724513694059,0.0022221861409806518,0.5077055506408215,0.10033211417334599,11,161,60,0.00013453726838938207
0.15472440098128315,0.09905304213663295,1.8266978971660137,1.1595645340795528,14,5,175,0.0003689444695466026
0.03176694662585035,0.0023448607384115422,0.7158403974026442,0.21051467191957254,22,178,592,0.00018631197194335489
0.029860483182802662,0.0060516971154022945,0.35077986121177673,0.033709068347029296,12,91,323,0.00659546125322029
0.04020066739039203,0.008391193530510682,0.2874869033694267,0.01836569360980067,15,88,342,0.016993938107329822
0.05193650416212209,0.015449285409817435,1.475146682932973,0.7466822431238889,2,110,278,0.0007349772412304717
0.03974874522619763,0.005168822472730605,0.8471492901444435,0.320109094625366,11,163,388,0.00012856707022799833
0.046523120268902325,0.008600769681997862,0.2859038133174181,0.014040845220148222,30,138,558,0.012960260316222985
0.029084903034008614,0.002307503704546664,0.42071737349033356,0.030237586513317607,29,80,158,0.000976767461232582
0.0482494696010739,0.010975393003250346,0.2272282624617219,0.003960050263715604,23,120,49,0.004180016227636683
0.10828096308344869,0.0881963539191187,1.6047353446483612,1.0419759161620024,6,7,198,0.0012313062309039654
0.03349319618997369,0.006341404892908233,0.30872983671724796,0.03853832785253748,3,77,72,0.011547256338912945
0.06648367872897726,0.014103012207206238,0.21206893306225538,0.007381181865470662,23,76,16,0.012188629394106884
0.02932668355013654,0.002751902162732781,0.4294341392815113,0.03327665672326913,24,124,128,0.0004705440411581136
0.031714576640380784,0.001711690146325381,0.49304942786693573,0.04714823977742939,20,177,403,0.0005735950365157129
0.03390022332201227,0.0024874167048044627,0.7197930663824081,0.2152142010845673,7,3,44,0.004784984607731768
0.030950174905231487,0.00697622178103408,0.35780732706189156,0.027102356524542317,29,138,594,0.0038809690706627788
0.03324844270737924,0.0014866573237329094,0.49168287217617035,0.050035401822812416,28,117,319,0.0002443912167106891
0.03169543702657151,0.0032564494854349303,0.5686762183904648,0.11303665619603402,6,188,431,0.0012489323916602226
0.03261665335008436,0.001062858186086178,0.5166302267462015,0.09513830353977053,27,81,104,0.00020107100007631538
0.03542571017694027,0.0012877741415916327,0.5392158664762974,0.09805699312390967,13,6,339,0.006296867269712682
0.032399627335541414,0.001956747196188098,0.5618650037795305,0.0962466283949305,9,44,107,0.000972194621700371
0.10589464480052371,0.06287708081419878,1.403977394104004,0.7255936571010526,29,10,550,0.00023211483258245272
0.03127909649251738,0.003450319003592603,0.3211829178035259,0.012921577972081301,28,153,33,0.00038428147777035934
0.05125992651836847,0.008090873182259744,0.23772245179861784,0.007639270618776513,28,168,95,0.003885940793576492
0.03851295101935731,0.005640389345376924,0.3190304823219776,0.026802352020855978,12,188,368,0.004066538802605202
0.0615697940624834,0.03029118413886047,0.2221715897321701,0.007287875992561711,16,143,81,0.008079737652734871
0.028251592613589557,0.002938014671683981,0.34753053449094296,0.01855153387796395,23,92,48,0.0007217576615726729
0.02751792884255362,0.003586667018671917,0.3511727713048458,0.024494264869743418,28,84,141,0.0020763700876495054
0.03226555436758027,0.0017405056337965216,0.6825912054628134,0.17621756003891692,18,84,376,0.000321410606351311
0.027408671937105535,0.005271854239677349,0.386068532243371,0.03536604404092958,19,96,585,0.006007045084123213
0.1633952964767289,0.1770358849450339,2.8599094934761524,2.434816171082801,2,45,73,0.00025311081157219456
0.025515881958578335,0.0037632596600235624,0.4045282993465662,0.04567519006633385,13,132,340,0.0020387621213626564
0.03421437327570359,0.0026780542994094174,0.6935387812554836,0.24621976899207837,20,74,571,0.0002836447653754661
0.025715065536573666,0.002830835982109108,0.4041717201471329,0.01928949885289735,26,192,229,0.0005774230672374153
0.02583694099703721,0.002760339778394328,0.4213978946208954,0.042437328398221646,9,133,110,0.0007362545007537877
0.18450478595832454,0.19022219826155068,3.529374621808529,2.9747754074265913,1,68,241,0.0011909705760463822
0.026915046694776578,0.002615103160479614,0.4150553625077009,0.032301376704194855,20,199,311,0.000848637651390258
0.32796586777219683,0.3269963240616875,3.3763262405991554,3.279423984046762,3,10,377,0.0001043675905554963
0.1385307779721216,0.06823566377333572,1.6735429875552654,0.6606189493704555,13,2,255,0.0006835559579093636
0.048262216404971914,0.012264305496389157,0.24621356651186943,0.0070748987737699,19,84,9,0.000893572540230821
0.032667114827610644,0.002018042693430941,0.6321393791586161,0.18755196539274324,7,106,468,0.0015867562387692406
0.03371251196349494,0.0010719487716291155,0.5815467815846205,0.13034279431944376,16,14,246,0.0041508300815723065
0.03772660401741914,0.00513352807743732,0.3139885850250721,0.019852507598050257,28,110,200,0.0030198776704101747
0.03316677858257554,0.000877097760633036,0.5381962563842535,0.07840191326650617,29,44,543,0.0016455482578720184
0.03257008393901492,0.0011590707940172136,0.476298239082098,0.06245793935455402,23,105,357,0.0007132944246863715
0.20954550509913414,0.15044246641263856,2.3145556896924973,1.534994600288169,3,106,456,0.00010987729389514493
0.03791226916651108,0.0018292622788794713,0.6732935030013323,0.28373504404741334,1,136,217,0.01210444237630416
0.03406405663641099,0.017550542606004044,0.34859394282102585,0.0026677133816047777,2,24,1,0.02
0.04888286028245413,0.008367664334551541,0.2283071205019951,0.006449687908392715,13,33,1,0.0019339581143814498
0.032228750640479524,0.002049362022573484,0.4798216260969639,0.028824861103634022,20,21,483,0.02
0.050949151255664266,0.01169848243389426,0.2283919546753168,0.010528499624762417,8,47,1,0.006104591226751896
