Time:,05:02.6,Samples,16,Size:,250,Cores:,16,CPU:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
MSE,std,Train MSE,Train std,H1,H2,Epochs,Batch Size,Learning rate,
0.023462028,0.003283516,0.037999712,0.003885036,8,4,139,456,0.001,
0.023550778,0.003583255,0.038844973,0.005018327,8,4,105,373,0.001,
0.023740765,0.002098296,0.036448704,0.003521199,8,4,141,456,0.001,
0.023844676,0.003481081,0.038345057,0.004311983,8,4,125,364,0.001,
0.024012359,0.004086899,0.037778402,0.005553401,8,4,123,330,0.001,
0.024246083,0.007850359,0.035944053,0.002677557,2,8,238,293,0.001,
0.024266599,0.008121416,0.035843909,0.003426592,2,8,212,259,0.001,
0.024424492,0.004346836,0.038322988,0.004035038,8,4,140,456,0.001,
0.024691967,0.00389307,0.039430117,0.007607357,8,4,147,463,0.001,
0.024711979,0.003914491,0.040742407,0.009626199,8,2,148,347,0.001,
0.024740295,0.004260044,0.038990953,0.005475806,8,4,142,458,0.001,
0.024782918,0.004522998,0.04055155,0.005996569,8,4,140,456,0.001,
0.024829533,0.004044955,0.040966904,0.00518036,8,4,104,377,0.001,
0.024877063,0.00323935,0.039085832,0.007045317,8,4,124,349,0.001,
0.024898165,0.00325872,0.039271163,0.005955992,8,4,149,456,0.001,
0.024938025,0.003967133,0.046178285,0.019460684,8,4,142,456,0.001,
0.024953846,0.004184594,0.044754239,0.020674125,8,4,146,467,0.001,
0.024996152,0.003982108,0.041251145,0.014308558,8,4,151,456,0.001,
0.025039723,0.004109879,0.040737823,0.011660769,8,4,147,462,0.001,
0.025101087,0.008229764,0.036656792,0.002550258,2,8,260,384,0.001,
0.02511015,0.008131981,0.037328401,0.002648989,2,8,156,213,0.001,
0.025151456,0.004502081,0.038770432,0.008099462,8,4,143,456,0.001,
0.025153351,0.004989083,0.038391811,0.003958722,8,4,146,460,0.001,
0.025230174,0.008094624,0.038223916,0.002065674,2,8,227,500,0.001,
0.025273213,0.003489392,0.037974184,0.005295312,8,4,124,342,0.001,
0.025300711,0.003502847,0.038272142,0.007752359,8,4,123,325,0.001,
