Time:,33:21.3,Size:,10000,Cores:,32,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch size,Learning rate,,,,,
0.048397094,6,2,25,50,0.0004,,,,,
0.048397631,2,4,400,50,0.0002,,,,,
0.048399535,6,2,10,200,0.004,,,,,
0.048404568,8,2,150,10,0.002,,,,,
0.048408832,8,4,50,300,0.0001,,,,,
0.048409097,6,4,10,80,0.0004,,,,,
0.048413591,4,4,100,200,0.0002,,,,,
0.048413631,4,4,25,80,0.0004,,,,,
0.048416359,10,2,400,250,0.002,,,,,
0.048416769,4,4,300,1,0.01,,,,,
0.048418496,6,4,50,80,0.0002,,,,,
0.048425185,8,4,200,150,0.0002,,,,,
0.048426708,8,2,50,200,0.0002,,,,,
0.048429253,6,4,350,100,0.001,,,,,
0.04843381,4,4,100,50,0.002,,,,,
0.048434446,4,4,350,50,0.0002,,,,,
0.048436701,10,4,100,150,0.0001,,,,,
0.048437474,4,2,300,300,0.01,,,,,
0.048438983,6,2,350,100,0.01,,,,,
0.048439554,8,2,200,1,0.0001,,,,,
0.048442074,6,2,150,300,0.02,,,,,
0.048442821,10,2,25,300,0.02,,,,,
0.048443484,8,2,400,100,0.0001,,,,,
0.048444141,2,4,300,80,0.1,,,,,
0.048445878,4,2,350,100,0.002,,,,,
0.048451463,10,4,10,1,0.02,,,,,
0.048454998,2,2,10,100,0.0002,,,,,
0.048459391,2,4,300,1,0.02,,,,,
0.048462757,2,4,350,250,0.0002,,,,,
0.048466754,4,4,10,80,0.0004,,,,,
0.048470924,2,2,50,10,0.0002,,,,,
0.048474657,4,2,100,50,0.0002,,,,,
0.048474754,6,2,25,150,0.002,,,,,
0.048477293,10,2,300,250,0.0001,,,,,
0.048478231,10,2,350,100,0.004,,,,,
0.048478883,2,2,150,25,0.001,,,,,
0.048479187,6,2,400,250,0.04,,,,,
0.04847949,2,2,10,150,0.001,,,,,
0.04848212,2,4,100,200,0.0004,,,,,
0.04848622,10,2,200,250,0.04,,,,,
0.048486789,8,4,10,80,0.001,,,,,
0.048487585,6,2,350,200,0.0001,,,,,
0.048487911,6,4,350,80,0.04,,,,,
0.048491527,6,2,25,10,0.0001,,,,,
0.04849325,10,2,100,200,0.0001,,,,,
0.048494701,10,4,200,200,0.1,,,,,
0.048494759,6,2,50,10,0.004,,,,,
0.048497452,6,4,350,300,0.0001,,,,,
0.048500592,8,4,300,50,0.1,,,,,
0.048500768,8,4,10,250,0.002,,,,,
0.048507129,2,2,100,1,0.04,,,,,
0.048508997,2,4,150,150,0.0001,,,,,
0.048509219,10,2,10,1,0.004,,,,,
0.048509587,10,2,25,25,0.0002,,,,,
0.048515893,10,4,10,300,0.002,,,,,
0.048516683,8,2,250,200,0.0002,,,,,
0.048518182,6,2,100,200,0.0004,,,,,
0.048518463,2,2,25,100,0.0002,,,,,
0.048527597,10,4,150,200,0.0001,,,,,
0.048528468,2,2,250,300,0.001,,,,,
0.048531767,6,4,350,25,0.004,,,,,
0.04853248,6,2,300,300,0.02,,,,,
0.048533939,2,2,300,80,0.0001,,,,,
0.048535319,8,2,300,300,0.0001,,,,,
0.048542028,6,4,25,150,0.0004,,,,,
0.048544489,10,2,25,200,0.002,,,,,
0.04854585,8,4,25,300,0.001,,,,,
0.048545885,6,2,10,200,0.001,,,,,
0.048546748,6,2,10,1,0.002,,,,,
0.048549492,10,2,100,100,0.0002,,,,,
0.048552248,6,2,250,200,0.0001,,,,,
0.048557856,2,4,300,100,0.0002,,,,,
0.048558849,6,4,50,250,0.0002,,,,,
0.048559403,4,2,250,250,0.004,,,,,
0.048566393,4,4,250,150,0.0002,,,,,
0.048566899,8,4,100,150,0.0004,,,,,
0.048567511,6,4,50,25,0.004,,,,,
0.04856764,2,4,25,25,0.0002,,,,,
0.048567828,8,2,350,300,0.0004,,,,,
0.048568433,2,4,50,100,0.004,,,,,
0.04857074,6,4,200,250,0.0001,,,,,
0.048572544,10,2,150,150,0.002,,,,,
0.048572917,8,4,100,300,0.0001,,,,,
0.048577036,4,4,150,250,0.0004,,,,,
0.048578809,6,2,150,100,0.0001,,,,,
0.048581443,2,4,200,100,0.0001,,,,,
0.048583297,10,2,25,150,0.001,,,,,
0.048583388,2,2,25,80,0.0001,,,,,
0.048585857,2,4,25,200,0.01,,,,,
0.048591021,2,4,25,300,0.002,,,,,
0.048592926,2,4,250,300,0.0002,,,,,
0.04859547,6,4,200,200,0.0001,,,,,
0.048595692,8,4,10,100,0.0004,,,,,
0.048596403,4,2,25,200,0.1,,,,,
0.048597779,4,2,25,50,0.0004,,,,,
0.048604614,10,2,350,200,0.0001,,,,,
0.048607475,4,2,150,300,0.0002,,,,,
0.048608415,2,4,300,80,0.0004,,,,,
0.048611863,4,4,250,80,0.02,,,,,
0.048614315,6,2,200,10,0.01,,,,,
0.048614916,4,2,25,250,0.001,,,,,
0.04861657,4,4,400,250,0.001,,,,,
0.048618438,2,2,50,250,0.004,,,,,
0.048619883,8,2,50,150,0.0002,,,,,
0.048620335,6,4,200,300,0.01,,,,,
0.048620461,2,2,50,250,0.1,,,,,
0.048622858,4,2,300,300,0.0001,,,,,
0.048623466,8,2,200,300,0.0002,,,,,
0.048626459,2,2,100,25,0.0001,,,,,
0.048627807,8,4,300,300,0.0001,,,,,
0.048628747,6,4,200,100,0.0004,,,,,
0.048628907,2,2,25,100,0.0001,,,,,
0.0486301,2,2,10,150,0.0004,,,,,
0.048632477,6,4,100,300,0.0001,,,,,
0.0486326,10,4,200,150,0.04,,,,,
0.048635579,6,4,10,80,0.0001,,,,,
0.048638367,6,2,350,10,0.002,,,,,
0.048639049,2,4,350,10,0.0002,,,,,
0.048640468,6,4,10,250,0.002,,,,,
0.048641495,10,2,350,25,0.0004,,,,,
0.048642427,8,2,300,150,0.1,,,,,
0.048644334,4,2,50,80,0.0004,,,,,
0.048645725,8,4,100,300,0.0002,,,,,
0.048646776,6,4,100,200,0.0002,,,,,
0.048647861,2,4,10,100,0.002,,,,,
0.04865027,2,4,200,10,0.0002,,,,,
0.04865746,6,4,25,250,0.001,,,,,
0.048660476,8,2,150,200,0.04,,,,,
0.048660971,2,4,25,100,0.001,,,,,
0.04866152,2,2,300,25,0.1,,,,,
0.0486617,4,2,200,10,0.02,,,,,
0.048662509,6,2,100,200,0.0001,,,,,
0.048664624,6,4,350,25,0.0001,,,,,
0.048665539,8,4,10,25,0.02,,,,,
0.048665577,10,2,350,300,0.0001,,,,,
0.048667538,10,2,50,25,0.0002,,,,,
0.048669441,2,4,300,1,0.01,,,,,
0.048669659,4,2,50,300,0.1,,,,,
0.048670004,10,2,300,100,0.02,,,,,
0.048670613,10,2,10,250,0.002,,,,,
0.04867272,6,2,250,300,0.04,,,,,
0.0486756,4,4,200,300,0.0002,,,,,
0.048679397,6,2,50,50,0.004,,,,,
0.048682719,8,2,400,25,0.0001,,,,,
0.048683516,8,2,250,10,0.0001,,,,,
0.048688774,4,4,200,100,0.002,,,,,
0.048690513,4,2,50,250,0.0002,,,,,
0.048698107,2,4,100,300,0.0004,,,,,
0.048700204,10,2,350,150,0.02,,,,,
0.048701442,4,4,400,100,0.001,,,,,
0.048702037,10,2,50,150,0.001,,,,,
0.048705741,10,4,200,300,0.0004,,,,,
0.048706078,2,4,10,1,0.0001,,,,,
0.048708392,2,2,250,300,0.0001,,,,,
0.048708473,2,4,250,300,0.001,,,,,
0.048708603,8,2,300,10,0.0002,,,,,
0.048708907,8,4,10,150,0.0004,,,,,
0.048709908,6,4,400,80,0.002,,,,,
0.048711053,2,4,400,100,0.0001,,,,,
0.0487161,10,2,25,150,0.1,,,,,
0.048717791,2,4,200,200,0.001,,,,,
0.048721192,6,4,50,25,0.0001,,,,,
0.048723085,8,4,100,200,0.0002,,,,,
0.048723968,4,4,50,10,0.0001,,,,,
0.048726841,6,2,10,80,0.001,,,,,
0.048727728,10,4,50,1,0.02,,,,,
0.048732503,2,4,350,200,0.0002,,,,,
0.048732808,2,4,50,50,0.004,,,,,
0.048734432,10,2,150,50,0.0001,,,,,
0.048736741,2,4,350,150,0.0001,,,,,
0.048741482,10,2,50,300,0.002,,,,,
0.048743147,2,2,400,1,0.04,,,,,
0.048743343,8,2,300,50,0.02,,,,,
0.048743383,8,4,200,250,0.0001,,,,,
0.048744633,2,4,100,25,0.0002,,,,,
0.04874613,2,4,10,200,0.04,,,,,
0.048748781,10,2,50,200,0.0004,,,,,
0.048753614,10,4,150,250,0.004,,,,,
0.048757661,8,2,50,250,0.0004,,,,,
0.04875993,4,2,10,80,0.0002,,,,,
0.048764525,4,4,250,300,0.0002,,,,,
0.048765472,4,4,200,250,0.0001,,,,,
0.048766443,10,4,10,250,0.004,,,,,
0.048769496,4,2,100,10,0.002,,,,,
0.048771847,8,2,25,80,0.1,,,,,
0.048775187,10,4,100,200,0.004,,,,,
0.048776593,2,4,400,250,0.0001,,,,,
0.048782136,4,2,250,150,0.002,,,,,
0.048782326,4,2,250,250,0.002,,,,,
0.048783822,2,4,50,200,0.001,,,,,
0.048788719,6,2,50,200,0.02,,,,,
0.048788759,2,4,10,50,0.01,,,,,
0.048788857,10,4,100,250,0.0002,,,,,
0.048789796,8,2,400,10,0.04,,,,,
0.048790261,8,4,200,1,0.1,,,,,
0.048790798,2,2,200,200,0.001,,,,,
0.048791395,4,2,300,200,0.0001,,,,,
0.048791876,8,2,10,1,0.001,,,,,
0.048792191,8,4,100,80,0.1,,,,,
0.04879236,4,2,25,300,0.02,,,,,
0.048792744,10,4,50,150,0.0001,,,,,
0.048793004,2,4,150,50,0.0001,,,,,
0.048795194,2,4,50,50,0.0004,,,,,
0.048797751,4,2,250,150,0.001,,,,,
0.048799776,6,4,350,200,0.0001,,,,,
0.048803014,6,4,250,300,0.004,,,,,
0.048804016,8,4,10,80,0.002,,,,,
0.048815191,4,2,350,200,0.0002,,,,,
0.048816877,2,4,50,10,0.04,,,,,
0.048820167,8,4,25,1,0.02,,,,,
0.048820562,6,4,25,10,0.0002,,,,,
0.048825816,10,2,300,200,0.0001,,,,,
0.048826447,8,4,200,1,0.0001,,,,,
0.048827402,6,4,10,200,0.004,,,,,
0.048828953,10,4,100,250,0.0004,,,,,
0.048829238,2,4,10,250,0.004,,,,,
0.048829802,10,2,150,50,0.004,,,,,
0.048833827,10,2,150,250,0.0002,,,,,
0.048834272,2,4,250,100,0.02,,,,,
0.048834535,2,4,100,50,0.002,,,,,
0.048835862,4,2,50,1,0.01,,,,,
0.048837661,10,2,250,100,0.0002,,,,,
0.048839276,4,2,50,10,0.0001,,,,,
0.048841247,2,4,25,200,0.001,,,,,
0.048842891,2,2,100,200,0.002,,,,,
0.048844199,2,2,100,10,0.0001,,,,,
0.048844754,2,2,25,50,0.004,,,,,
0.048845031,4,4,400,150,0.004,,,,,
0.048851203,10,4,100,300,0.002,,,,,
0.048851328,2,4,10,150,0.02,,,,,
0.04885356,8,4,50,300,0.004,,,,,
0.048854826,2,4,350,1,0.0002,,,,,
0.048856318,6,4,400,80,0.004,,,,,
0.048856357,8,4,10,50,0.0004,,,,,
0.048858366,2,4,300,1,0.0001,,,,,
0.048860344,4,2,10,300,0.0004,,,,,
0.048862248,2,2,150,25,0.0001,,,,,
0.048868205,8,2,300,300,0.1,,,,,
0.048870043,2,4,400,250,0.001,,,,,
0.048870349,2,4,100,200,0.002,,,,,
0.04887233,4,2,400,200,0.001,,,,,
0.04887277,2,2,350,300,0.001,,,,,
0.048873615,4,2,250,50,0.001,,,,,
0.048874832,2,2,10,150,0.04,,,,,
0.048875283,6,2,100,250,0.0004,,,,,
0.04887732,2,2,250,150,0.0002,,,,,
0.048878876,6,4,150,200,0.0001,,,,,
0.048880856,6,4,200,200,0.1,,,,,
0.048881727,2,4,50,25,0.04,,,,,
0.048885583,4,4,10,100,0.001,,,,,
0.04888781,10,4,25,300,0.0002,,,,,
0.048891781,10,4,200,1,0.0001,,,,,
0.048892983,6,4,350,250,0.002,,,,,
0.048896316,4,2,150,100,0.0001,,,,,
0.048897068,6,2,10,250,0.004,,,,,
0.04889873,8,2,200,300,0.0004,,,,,
0.048899521,6,4,150,300,0.0002,,,,,
0.048900818,4,4,150,250,0.1,,,,,
0.048901271,2,4,300,150,0.001,,,,,
0.048904084,6,4,350,100,0.0002,,,,,
0.048906933,2,4,250,80,0.001,,,,,
0.048907018,4,2,150,10,0.001,,,,,
0.048908926,4,2,150,200,0.0002,,,,,
0.048910046,6,2,10,150,0.004,,,,,
0.048910949,2,4,150,250,0.0004,,,,,
0.048911642,2,4,100,150,0.0002,,,,,
0.048913602,10,2,400,200,0.0004,,,,,
0.048915077,8,4,100,100,0.0002,,,,,
0.048918181,4,4,10,250,0.002,,,,,
0.048918229,10,4,150,80,0.001,,,,,
0.048918281,8,4,100,50,0.0004,,,,,
0.048921386,10,2,100,25,0.0004,,,,,
0.048930345,2,4,25,80,0.01,,,,,
0.048930883,4,4,200,300,0.001,,,,,
0.04893158,2,2,25,10,0.0002,,,,,
0.048933837,10,2,150,250,0.04,,,,,
0.04893518,6,4,350,200,0.0004,,,,,
0.048940657,2,4,100,100,0.0001,,,,,
0.048943205,10,2,50,80,0.004,,,,,
0.048945305,10,4,300,50,0.004,,,,,
0.048947791,8,2,10,250,0.004,,,,,
0.048949454,2,2,25,150,0.02,,,,,
0.048951091,8,2,250,25,0.0004,,,,,
0.048956554,2,4,100,1,0.0002,,,,,
0.048957955,10,4,150,150,0.0001,,,,,
0.048958555,10,2,50,250,0.004,,,,,
0.048959873,8,4,200,200,0.0001,,,,,
0.048959949,2,4,10,1,0.0002,,,,,
0.048960769,8,2,250,100,0.0001,,,,,
0.048963767,10,2,100,250,0.0004,,,,,
0.048969565,2,2,100,50,0.0001,,,,,
0.048977079,6,2,300,300,0.04,,,,,
0.048983235,2,4,100,250,0.0001,,,,,
0.048987263,6,2,300,250,0.0001,,,,,
0.048993001,2,2,150,50,0.0001,,,,,
0.04899794,2,4,150,150,0.0002,,,,,
0.048999597,4,2,100,50,0.04,,,,,
0.048999617,6,2,150,10,0.0004,,,,,
0.049000476,4,2,400,200,0.004,,,,,
0.049006966,4,2,100,80,0.0004,,,,,
0.049008718,4,2,250,80,0.02,,,,,
0.049008808,10,2,10,150,0.0002,,,,,
0.049009077,4,2,25,25,0.001,,,,,
0.049009199,4,4,10,150,0.002,,,,,
0.049010698,8,4,100,100,0.002,,,,,
0.049014571,2,4,50,50,0.01,,,,,
0.049016406,2,2,250,100,0.0001,,,,,
0.049016564,10,4,200,25,0.0002,,,,,
0.049019446,6,2,250,300,0.0002,,,,,
0.049019455,6,2,50,100,0.0004,,,,,
0.049024804,4,4,300,300,0.0001,,,,,
0.049026507,2,2,50,10,0.0001,,,,,
0.049027948,2,2,250,200,0.002,,,,,
0.049029002,6,4,50,300,0.0004,,,,,
0.049031075,8,2,200,10,0.04,,,,,
0.049032254,2,4,50,25,0.0001,,,,,
0.0490333,6,2,300,250,0.04,,,,,
0.04903634,2,4,50,25,0.002,,,,,
0.049036433,2,4,400,300,0.0001,,,,,
0.049040844,10,2,350,50,0.1,,,,,
0.049041215,2,2,50,1,0.0004,,,,,
0.049041365,4,2,150,100,0.0004,,,,,
0.049046162,4,2,300,100,0.0002,,,,,
0.049046802,2,2,300,200,0.0001,,,,,
0.049047818,2,4,200,50,0.001,,,,,
0.049047863,4,4,100,1,0.0002,,,,,
0.049053134,4,2,400,25,0.002,,,,,
0.049055668,6,2,350,150,0.0001,,,,,
0.049055821,4,2,10,300,0.1,,,,,
0.049062303,8,2,100,80,0.004,,,,,
0.049073467,6,2,10,250,0.001,,,,,
0.04907516,4,4,250,300,0.0001,,,,,
0.049075863,10,2,350,50,0.001,,,,,
0.049079415,10,2,25,1,0.04,,,,,
0.049079463,4,4,25,10,0.002,,,,,
0.049089063,10,2,350,300,0.001,,,,,
0.049092366,2,2,250,80,0.0001,,,,,
0.049094007,8,2,10,300,0.04,,,,,
0.049098138,2,4,150,1,0.0002,,,,,
0.049102569,2,2,250,150,0.0001,,,,,
0.049104403,10,2,10,50,0.04,,,,,
0.04910523,2,2,50,50,0.01,,,,,
0.049106209,6,2,25,250,0.1,,,,,
0.049113728,2,2,150,150,0.002,,,,,
0.049114143,2,4,10,25,0.001,,,,,
0.049118209,2,4,10,300,0.04,,,,,
0.049118641,6,2,10,200,0.002,,,,,
0.049120923,4,2,150,300,0.002,,,,,
0.049120999,4,4,200,80,0.0001,,,,,
0.049121886,8,4,300,150,0.0001,,,,,
0.04912288,2,4,300,300,0.0002,,,,,
0.049123218,2,4,150,200,0.0002,,,,,
0.049123678,8,2,200,250,0.002,,,,,
0.049123745,6,2,150,80,0.0002,,,,,
0.049124296,10,2,100,80,0.1,,,,,
0.049125763,2,4,25,1,0.04,,,,,
0.049127988,6,2,250,200,0.001,,,,,
0.049132614,8,2,300,80,0.0002,,,,,
0.049136381,2,4,150,80,0.0001,,,,,
0.049141927,2,4,10,250,0.0004,,,,,
0.049142185,2,2,300,100,0.0004,,,,,
0.049142432,4,4,400,50,0.0004,,,,,
0.049149827,2,2,10,10,0.004,,,,,
0.049152648,4,4,25,50,0.004,,,,,
0.049158638,2,2,100,10,0.001,,,,,
0.04916285,2,2,150,100,0.01,,,,,
0.049166022,4,4,10,300,0.04,,,,,
0.04916735,2,2,100,50,0.001,,,,,
0.049167479,8,4,300,100,0.0004,,,,,
0.049169201,4,4,10,200,0.0002,,,,,
0.049173897,4,2,250,150,0.0001,,,,,
0.049174579,2,4,400,300,0.001,,,,,
0.049180538,2,2,10,80,0.02,,,,,
0.049184635,10,2,400,25,0.0002,,,,,
0.049189326,4,4,150,80,0.0001,,,,,
0.049197248,4,2,200,250,0.0001,,,,,
0.049197995,6,4,100,50,0.0001,,,,,
0.049201593,6,2,200,150,0.0002,,,,,
0.049205475,6,2,25,200,0.0002,,,,,
0.049209257,4,2,50,200,0.001,,,,,
0.049218909,2,2,25,1,0.001,,,,,
0.049223846,2,4,400,80,0.0004,,,,,
0.049228954,6,2,50,250,0.01,,,,,
0.049231441,8,2,100,50,0.0004,,,,,
0.049233762,10,4,250,80,0.02,,,,,
0.049234788,10,2,150,200,0.001,,,,,
0.049237036,2,2,25,300,0.01,,,,,
0.049238113,6,2,100,300,0.0002,,,,,
0.049238457,2,2,200,200,0.0002,,,,,
0.049238948,10,2,150,10,0.1,,,,,
0.049245571,6,4,150,80,0.0002,,,,,
0.049247123,4,4,350,100,0.0001,,,,,
0.04924992,10,2,100,50,0.002,,,,,
0.049258491,6,2,25,250,0.002,,,,,
0.049259018,2,4,400,200,0.0001,,,,,
0.049262808,4,4,25,50,0.002,,,,,
0.049268498,2,4,50,300,0.001,,,,,
0.049270023,8,2,200,25,0.0004,,,,,
0.049270112,2,2,50,50,0.004,,,,,
0.049279163,4,2,25,10,0.1,,,,,
0.049281753,2,4,300,250,0.0001,,,,,
0.049284384,2,4,250,250,0.0002,,,,,
0.049285157,6,2,100,250,0.0001,,,,,
0.049286542,10,2,400,25,0.0001,,,,,
0.049288434,4,4,200,300,0.01,,,,,
0.049289478,8,4,100,200,0.001,,,,,
0.049292204,4,4,10,100,0.0004,,,,,
0.049298918,4,2,25,100,0.001,,,,,
0.049303452,2,4,300,150,0.04,,,,,
0.049307478,2,4,10,80,0.02,,,,,
0.04931045,6,4,25,200,0.0001,,,,,
0.049310877,8,4,25,200,0.0004,,,,,
0.049312501,6,2,300,300,0.001,,,,,
0.049317345,2,2,250,50,0.001,,,,,
0.049318212,6,2,350,300,0.0004,,,,,
0.049318242,2,4,100,50,0.0001,,,,,
0.049327659,10,4,150,1,0.004,,,,,
0.049328993,4,2,150,1,0.01,,,,,
0.049329325,4,4,400,50,0.001,,,,,
0.049335875,6,4,150,10,0.001,,,,,
0.04934395,2,4,200,300,0.1,,,,,
0.049349656,6,2,150,200,0.0001,,,,,
0.049352702,10,2,50,200,0.02,,,,,
0.049354695,2,4,150,250,0.002,,,,,
0.049355849,6,2,300,80,0.04,,,,,
0.049356681,2,4,10,50,0.002,,,,,
0.049359842,10,2,350,250,0.0004,,,,,
0.049360925,2,2,250,50,0.0001,,,,,
0.049365413,6,4,10,50,0.0002,,,,,
0.049368141,2,4,50,25,0.0002,,,,,
0.049375013,4,2,300,10,0.1,,,,,
0.049384538,2,2,200,200,0.0004,,,,,
0.049394819,8,2,400,100,0.0004,,,,,
0.049401127,8,2,400,250,0.0002,,,,,
0.049401566,6,2,25,10,0.02,,,,,
0.049403092,8,4,400,100,0.004,,,,,
0.049405127,4,4,50,250,0.0001,,,,,
0.049417619,2,4,200,25,0.004,,,,,
0.049418171,2,4,50,200,0.0004,,,,,
0.049421253,6,4,25,250,0.0004,,,,,
0.049427976,8,2,150,100,0.002,,,,,
0.049428644,2,2,150,80,0.0002,,,,,
0.049429705,2,2,300,100,0.001,,,,,
0.049436321,6,2,400,100,0.01,,,,,
0.049436569,2,4,10,100,0.001,,,,,
0.049436627,10,2,200,100,0.02,,,,,
0.049437551,2,2,50,25,0.004,,,,,
0.049441768,2,4,300,1,0.001,,,,,
0.049441966,2,2,25,200,0.1,,,,,
0.049446554,6,4,350,1,0.02,,,,,
0.049449705,6,2,400,1,0.01,,,,,
0.049449933,10,4,50,1,0.004,,,,,
0.049450654,6,4,250,1,0.0001,,,,,
0.049452625,4,2,250,250,0.0001,,,,,
0.049454626,2,4,25,250,0.02,,,,,
0.049457539,6,2,200,10,0.004,,,,,
0.049462195,10,2,10,25,0.02,,,,,
0.049463553,8,2,25,1,0.0004,,,,,
0.049465202,2,4,10,150,0.04,,,,,
0.049476658,8,4,350,10,0.002,,,,,
0.049480176,2,4,25,1,0.0001,,,,,
0.049485146,10,4,50,1,0.001,,,,,
0.049485383,4,2,100,300,0.0002,,,,,
0.049485995,2,4,150,250,0.0002,,,,,
0.049486059,4,2,100,10,0.0004,,,,,
0.049487839,10,2,25,250,0.0004,,,,,
0.049492275,6,4,350,150,0.001,,,,,
0.049492616,8,2,300,200,0.001,,,,,
0.04949522,10,2,200,150,0.001,,,,,
0.049496374,4,4,250,50,0.002,,,,,
0.049509076,8,4,250,1,0.0002,,,,,
0.049510121,2,4,400,80,0.004,,,,,
0.049510648,4,4,10,100,0.1,,,,,
0.049511868,2,4,300,100,0.0001,,,,,
0.049515708,6,4,25,25,0.04,,,,,
0.049516652,6,2,350,80,0.0002,,,,,
0.049521143,6,4,200,1,0.02,,,,,
0.049528155,2,2,200,200,0.002,,,,,
0.049528295,2,2,350,1,0.04,,,,,
0.049529373,2,2,50,10,0.001,,,,,
0.049530019,4,4,10,25,0.02,,,,,
0.049538608,2,4,10,250,0.1,,,,,
0.049543201,2,4,250,80,0.0001,,,,,
0.049546817,8,4,350,50,0.001,,,,,
0.049548705,4,2,150,25,0.1,,,,,
0.049548711,8,2,100,50,0.04,,,,,
0.049555025,4,2,200,80,0.002,,,,,
0.049557081,2,2,25,50,0.01,,,,,
0.049557419,8,2,100,200,0.002,,,,,
0.049561942,6,4,350,100,0.0001,,,,,
0.049565647,2,4,300,200,0.001,,,,,
0.049577557,8,4,25,1,0.04,,,,,
0.049580947,10,4,300,80,0.0004,,,,,
0.049582482,8,2,350,100,0.02,,,,,
0.049583749,8,4,250,25,0.04,,,,,
0.049586828,8,2,200,1,0.04,,,,,
0.049587038,8,2,250,200,0.002,,,,,
0.049589053,6,4,150,50,0.1,,,,,
0.049593935,2,4,150,300,0.002,,,,,
0.049609927,4,4,10,150,0.04,,,,,
0.049610228,2,4,100,150,0.004,,,,,
0.049614053,8,4,250,300,0.0001,,,,,
0.04961742,2,4,400,250,0.04,,,,,
0.049619555,2,4,50,150,0.01,,,,,
0.049624953,2,4,200,300,0.002,,,,,
0.049626595,8,2,50,10,0.004,,,,,
0.049628839,2,4,50,80,0.004,,,,,
0.049630213,2,4,100,200,0.0001,,,,,
0.049635294,4,2,250,1,0.0002,,,,,
0.049637497,6,2,200,10,0.0002,,,,,
0.049640277,2,4,350,25,0.04,,,,,
0.049646692,2,2,350,100,0.0001,,,,,
0.04964771,2,4,50,150,0.001,,,,,
0.049649487,6,4,300,100,0.0002,,,,,
0.04965084,10,2,50,25,0.04,,,,,
0.049656748,8,4,10,10,0.001,,,,,
0.049657173,2,4,400,150,0.001,,,,,
0.049657319,8,2,300,50,0.0004,,,,,
0.049666415,8,2,100,300,0.02,,,,,
0.049667584,2,4,350,1,0.0001,,,,,
0.049678508,2,4,100,200,0.004,,,,,
0.049679313,10,2,250,25,0.001,,,,,
0.049683014,2,4,100,25,0.002,,,,,
0.049684474,8,4,100,50,0.1,,,,,
0.049684598,6,4,10,80,0.004,,,,,
0.049696201,2,2,400,200,0.0001,,,,,
0.049696238,10,2,400,300,0.001,,,,,
0.049697548,2,4,200,250,0.002,,,,,
0.049698616,2,2,25,10,0.002,,,,,
0.049704512,10,4,400,300,0.04,,,,,
0.049715327,10,4,25,200,0.002,,,,,
0.04971539,2,4,50,200,0.01,,,,,
0.049723979,8,4,250,300,0.001,,,,,
0.049724755,10,2,100,300,0.004,,,,,
0.049727316,4,2,200,100,0.004,,,,,
0.049730781,2,2,10,50,0.01,,,,,
0.049731285,10,2,350,10,0.0001,,,,,
0.049733673,4,4,350,1,0.001,,,,,
0.049738239,2,2,250,250,0.001,,,,,
0.049740886,10,4,250,150,0.004,,,,,
0.049745183,4,2,300,1,0.001,,,,,
0.049745509,6,4,25,50,0.04,,,,,
0.04974593,8,2,150,100,0.001,,,,,
0.049753077,6,4,400,50,0.0004,,,,,
0.049754042,8,4,350,300,0.1,,,,,
0.049754778,2,4,400,250,0.1,,,,,
0.049757567,2,2,200,80,0.0001,,,,,
0.049759218,10,2,50,300,0.1,,,,,
0.04976176,10,2,300,1,0.02,,,,,
0.049763317,2,2,100,300,0.004,,,,,
0.049765297,4,2,250,100,0.001,,,,,
0.049768579,4,2,100,10,0.004,,,,,
0.049769194,2,4,100,300,0.004,,,,,
0.049770613,10,2,50,300,0.04,,,,,
0.049783073,8,4,400,100,0.04,,,,,
0.049786641,8,4,100,1,0.1,,,,,
0.049790048,4,4,25,250,0.02,,,,,
0.049791368,2,2,400,50,0.002,,,,,
0.049793762,10,2,50,150,0.1,,,,,
0.04979616,2,2,300,250,0.002,,,,,
0.04979909,10,4,400,150,0.02,,,,,
0.049799396,2,2,300,150,0.001,,,,,
0.049799783,2,2,50,200,0.01,,,,,
0.049806704,2,4,10,80,0.002,,,,,
0.04980779,2,2,250,25,0.001,,,,,
0.04981288,4,2,250,25,0.0004,,,,,
0.049813288,8,2,300,250,0.002,,,,,
0.049817092,2,2,10,100,0.04,,,,,
0.049817373,8,2,50,300,0.0002,,,,,
0.049818061,2,2,50,25,0.0004,,,,,
0.049819707,4,4,50,50,0.0004,,,,,
0.049820978,10,2,10,80,0.0001,,,,,
0.049826549,2,2,100,150,0.002,,,,,
0.049828274,10,4,350,200,0.04,,,,,
0.04983143,8,2,350,80,0.0004,,,,,
0.049837729,6,2,10,150,0.001,,,,,
0.049840376,2,2,150,80,0.001,,,,,
0.049846276,2,2,200,100,0.0001,,,,,
0.049858603,6,2,25,300,0.02,,,,,
0.049861384,2,2,300,300,0.0001,,,,,
0.049865894,10,4,400,80,0.0002,,,,,
0.04986806,2,2,50,80,0.01,,,,,
0.04986902,2,4,10,1,0.04,,,,,
0.049871459,2,4,25,150,0.001,,,,,
0.049887109,4,2,400,80,0.0002,,,,,
0.049890529,6,4,350,80,0.0004,,,,,
0.049897355,2,4,25,25,0.004,,,,,
0.049904219,4,4,400,80,0.1,,,,,
0.049905247,2,4,150,150,0.002,,,,,
0.049907885,4,4,10,10,0.1,,,,,
0.04990899,2,4,100,1,0.001,,,,,
0.049916387,2,4,250,10,0.002,,,,,
0.04991718,2,2,400,100,0.001,,,,,
