Time:,33:21.3,Size:,10000,Cores:,32,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch size,Learning rate,,,,,
0.042218503,8,4,350,10,0.02,,,,,
0.04222255,6,2,400,10,0.0004,,,,,
0.042222987,4,2,25,100,0.02,,,,,
0.042223146,10,4,50,10,0.01,,,,,
0.04222762,4,4,100,250,0.04,,,,,
0.042232759,6,4,25,50,0.01,,,,,
0.042232936,6,2,150,100,0.0004,,,,,
0.042234498,8,2,400,50,0.002,,,,,
0.042237586,4,4,350,300,0.1,,,,,
0.042244244,10,4,300,300,0.0002,,,,,
0.042245835,6,4,400,300,0.02,,,,,
0.042246522,4,2,350,200,0.1,,,,,
0.04224748,2,4,300,100,0.04,,,,,
0.042247739,10,2,25,150,0.04,,,,,
0.042253263,10,2,250,10,0.0002,,,,,
0.042257636,10,2,200,250,0.001,,,,,
0.042265419,8,2,150,1,0.002,,,,,
0.042265576,6,2,200,200,0.0004,,,,,
0.042270796,6,4,300,80,0.004,,,,,
0.042272598,6,4,250,100,0.004,,,,,
0.042274738,6,4,50,100,0.1,,,,,
0.04229039,10,4,200,50,0.0004,,,,,
0.04229395,6,2,300,100,0.01,,,,,
0.04229755,6,2,25,150,0.004,,,,,
0.042301606,10,4,10,1,0.0002,,,,,
0.042301843,6,4,150,100,0.0004,,,,,
0.042302694,10,2,250,100,0.001,,,,,
0.04230322,8,4,10,50,0.004,,,,,
0.04230498,4,4,400,200,0.001,,,,,
0.042307297,6,2,150,200,0.0004,,,,,
0.042307647,6,4,400,25,0.01,,,,,
0.042310806,4,2,200,25,0.1,,,,,
0.042318161,6,4,50,250,0.001,,,,,
0.042318168,4,4,200,10,0.01,,,,,
0.042322394,4,4,300,25,0.002,,,,,
0.042322585,4,2,300,300,0.0004,,,,,
0.042324004,6,2,200,80,0.02,,,,,
0.042327393,4,2,100,50,0.002,,,,,
0.042331106,10,2,400,25,0.1,,,,,
0.042332593,8,4,10,80,0.02,,,,,
0.042338991,10,4,50,250,0.001,,,,,
0.042339572,4,2,50,80,0.1,,,,,
0.042344083,4,2,50,1,0.02,,,,,
0.042347407,4,4,100,200,0.1,,,,,
0.042364016,6,2,300,150,0.1,,,,,
0.04236768,10,4,100,250,0.001,,,,,
0.042369267,4,2,25,1,0.04,,,,,
0.042370484,8,2,100,200,0.004,,,,,
0.042376337,10,4,300,25,0.0001,,,,,
0.042379051,10,2,400,80,0.0004,,,,,
0.042381413,2,4,10,200,0.01,,,,,
0.042385102,6,2,250,10,0.02,,,,,
0.042391661,4,4,300,250,0.1,,,,,
0.042399441,4,4,10,200,0.04,,,,,
0.042399499,4,2,10,80,0.1,,,,,
0.042401096,4,2,200,50,0.001,,,,,
0.042402092,4,4,400,25,0.0001,,,,,
0.042406741,4,4,200,80,0.04,,,,,
0.042406768,6,2,100,50,0.0004,,,,,
0.042407039,6,4,250,100,0.1,,,,,
0.042414694,8,4,10,150,0.01,,,,,
0.042415854,8,2,250,10,0.0004,,,,,
0.042416575,8,2,350,200,0.02,,,,,
0.042420643,4,4,400,1,0.04,,,,,
0.042422532,6,2,250,50,0.002,,,,,
0.042427753,6,4,300,80,0.1,,,,,
0.04243039,10,2,400,250,0.0004,,,,,
0.042431698,4,4,250,50,0.1,,,,,
0.042432805,10,2,50,1,0.0002,,,,,
0.042433823,8,2,50,300,0.002,,,,,
0.042435562,10,2,400,200,0.0001,,,,,
0.042436466,6,2,250,10,0.002,,,,,
0.04244095,6,2,100,25,0.0002,,,,,
0.042443339,6,4,250,100,0.0002,,,,,
0.042444229,10,2,300,150,0.0002,,,,,
0.042445794,10,4,50,250,0.1,,,,,
0.042450291,10,2,250,80,0.001,,,,,
0.042451163,8,4,300,80,0.0004,,,,,
0.042451817,6,2,50,1,0.01,,,,,
0.042459038,8,4,100,10,0.04,,,,,
0.042462518,6,2,300,25,0.001,,,,,
0.042471753,4,2,100,200,0.02,,,,,
0.04247932,8,4,10,200,0.01,,,,,
0.04248506,4,2,100,1,0.0004,,,,,
0.042485082,6,4,150,250,0.001,,,,,
0.042495149,4,2,300,80,0.0001,,,,,
0.042495484,8,4,50,50,0.0004,,,,,
0.042497615,10,2,10,50,0.004,,,,,
0.042509433,4,2,150,200,0.02,,,,,
0.042513493,8,4,350,150,0.0004,,,,,
0.042515829,4,2,300,80,0.002,,,,,
0.042521739,10,4,25,25,0.01,,,,,
0.042524654,4,2,200,10,0.002,,,,,
0.042530933,6,2,100,1,0.0004,,,,,
0.042533132,4,2,150,100,0.01,,,,,
0.042541746,10,2,300,300,0.002,,,,,
0.042542761,4,2,250,300,0.002,,,,,
0.042542972,10,4,25,25,0.001,,,,,
0.042543356,6,2,150,80,0.001,,,,,
0.042544239,6,2,150,300,0.001,,,,,
0.042544623,4,2,50,1,0.0001,,,,,
0.042549146,6,2,50,10,0.0004,,,,,
0.042549659,10,4,100,50,0.1,,,,,
0.042551692,8,4,50,200,0.02,,,,,
0.042556655,8,4,200,50,0.0001,,,,,
0.042565008,10,4,300,150,0.0004,,,,,
0.042566695,10,4,200,25,0.01,,,,,
0.042569683,4,2,50,25,0.0004,,,,,
0.042574276,6,4,250,1,0.02,,,,,
0.042574527,8,2,150,150,0.001,,,,,
0.042578381,4,2,50,50,0.001,,,,,
0.042582545,4,2,150,1,0.0001,,,,,
0.042582914,10,4,400,300,0.1,,,,,
0.042587353,2,4,400,10,0.0002,,,,,
0.042590309,6,2,200,25,0.1,,,,,
0.042591879,8,2,350,100,0.0004,,,,,
0.04259533,2,4,50,150,0.1,,,,,
0.042597702,8,4,250,50,0.004,,,,,
0.042598151,10,2,400,250,0.001,,,,,
0.042598166,4,2,350,150,0.01,,,,,
0.042599091,10,2,100,80,0.0004,,,,,
0.0425991,4,4,100,50,0.001,,,,,
0.042600707,4,2,300,200,0.0002,,,,,
0.042604429,4,2,300,50,0.0002,,,,,
0.042613619,10,4,300,200,0.002,,,,,
0.042614726,4,2,350,100,0.04,,,,,
0.042615401,6,4,150,10,0.04,,,,,
0.042619021,6,2,100,100,0.0004,,,,,
0.042620242,6,4,300,1,0.0002,,,,,
0.042621107,4,4,25,1,0.04,,,,,
0.042625537,8,2,400,10,0.0004,,,,,
0.04262593,8,4,25,50,0.001,,,,,
0.042627286,8,2,200,50,0.0002,,,,,
0.042629552,8,2,400,200,0.0004,,,,,
0.042639909,6,2,300,50,0.0001,,,,,
0.04264175,4,4,50,150,0.01,,,,,
0.042642165,6,4,100,150,0.01,,,,,
0.04264226,10,2,25,100,0.004,,,,,
0.042644863,4,4,200,150,0.1,,,,,
0.042646124,8,4,250,150,0.04,,,,,
0.042657205,10,2,10,150,0.004,,,,,
0.04266403,4,4,200,250,0.02,,,,,
0.042664184,6,2,150,300,0.004,,,,,
0.042665134,6,2,350,150,0.0004,,,,,
0.042667934,10,2,250,250,0.0004,,,,,
0.042669527,4,4,250,100,0.004,,,,,
0.042677259,10,4,300,50,0.0001,,,,,
0.042678738,4,4,25,150,0.004,,,,,
0.0426795,10,4,400,100,0.0001,,,,,
0.042679771,8,2,200,10,0.0001,,,,,
0.042681326,8,2,350,150,0.0002,,,,,
0.042682748,10,2,10,25,0.002,,,,,
0.042683646,10,4,400,200,0.0001,,,,,
0.042697967,4,4,300,300,0.001,,,,,
0.042710202,4,4,250,100,0.0001,,,,,
0.042712145,8,4,400,300,0.001,,,,,
0.042712491,4,2,100,150,0.004,,,,,
0.04271538,10,4,350,250,0.0002,,,,,
0.04271583,4,2,250,200,0.004,,,,,
0.042717573,4,4,350,150,0.004,,,,,
0.042719183,8,2,250,1,0.0004,,,,,
0.042719915,6,4,10,25,0.1,,,,,
0.042720151,8,2,100,25,0.0004,,,,,
0.042728521,8,2,150,1,0.0002,,,,,
0.042732454,4,4,25,25,0.04,,,,,
0.042735138,8,2,100,150,0.01,,,,,
0.042737282,2,2,50,200,0.002,,,,,
0.042755252,8,4,200,200,0.02,,,,,
0.042760096,8,4,300,1,0.04,,,,,
0.04277069,6,4,50,200,0.004,,,,,
0.042771952,6,2,250,200,0.002,,,,,
0.042783279,10,2,10,50,0.1,,,,,
0.042784911,10,2,400,100,0.002,,,,,
0.042785902,2,4,25,100,0.002,,,,,
0.042785942,8,4,150,50,0.02,,,,,
0.042792317,6,4,100,200,0.001,,,,,
0.042797407,10,4,10,150,0.01,,,,,
0.04279909,4,4,300,300,0.0004,,,,,
0.042802089,2,2,10,300,0.02,,,,,
0.042806703,6,4,200,25,0.0001,,,,,
0.0428101,10,4,150,10,0.0001,,,,,
0.042812265,4,2,250,1,0.001,,,,,
0.042814959,6,4,200,10,0.0001,,,,,
0.042824902,6,2,400,250,0.0002,,,,,
0.042825499,10,2,250,50,0.1,,,,,
0.042833445,6,4,350,300,0.01,,,,,
0.042835774,10,2,250,10,0.0004,,,,,
0.042837673,8,2,100,100,0.04,,,,,
0.042839054,6,4,300,200,0.001,,,,,
0.042843001,6,4,250,10,0.0004,,,,,
0.042843956,8,2,10,200,0.01,,,,,
0.042844629,6,2,100,150,0.004,,,,,
0.042845934,10,4,300,25,0.0004,,,,,
0.042846304,8,2,350,100,0.0001,,,,,
0.04284867,6,2,200,50,0.01,,,,,
0.042850623,4,4,300,25,0.04,,,,,
0.042850814,10,4,150,300,0.002,,,,,
0.042855489,10,2,150,300,0.02,,,,,
0.042856204,8,4,25,100,0.02,,,,,
0.042872741,2,2,200,25,0.0004,,,,,
0.042872956,10,2,300,100,0.001,,,,,
0.042877284,10,2,10,100,0.01,,,,,
0.042877439,4,2,350,50,0.0002,,,,,
0.042886438,4,4,200,200,0.04,,,,,
0.04288944,10,4,25,100,0.001,,,,,
0.042891554,2,2,25,200,0.004,,,,,
0.042894371,10,4,10,1,0.0004,,,,,
0.042896068,10,4,25,100,0.1,,,,,
0.042899078,4,2,350,200,0.0004,,,,,
0.04289914,4,2,150,200,0.0004,,,,,
0.042904543,2,4,25,150,0.04,,,,,
0.042905383,8,4,25,80,0.004,,,,,
0.042906041,2,2,400,250,0.001,,,,,
0.04290736,6,4,300,250,0.001,,,,,
0.042909572,4,4,250,1,0.0001,,,,,
0.042915673,6,4,250,250,0.0004,,,,,
0.042918525,8,4,100,250,0.01,,,,,
0.042919984,8,4,150,80,0.0002,,,,,
0.042920899,2,2,350,300,0.1,,,,,
0.042925521,6,2,300,100,0.02,,,,,
0.042930007,8,4,250,250,0.002,,,,,
0.042930025,4,2,150,50,0.001,,,,,
0.042930199,4,2,25,80,0.002,,,,,
0.042941814,4,2,100,250,0.001,,,,,
0.042943531,4,4,300,80,0.04,,,,,
0.042944623,6,2,200,150,0.0004,,,,,
0.04294609,6,2,150,250,0.001,,,,,
0.042951422,6,4,25,250,0.01,,,,,
0.042954956,8,2,200,25,0.02,,,,,
0.04295501,10,2,300,300,0.04,,,,,
0.042965462,2,4,350,25,0.001,,,,,
0.042968779,4,4,150,80,0.01,,,,,
0.042969572,10,4,200,250,0.0002,,,,,
0.042971334,2,2,400,80,0.0002,,,,,
0.0429745,6,2,10,25,0.1,,,,,
0.042974661,8,2,250,250,0.04,,,,,
0.042984705,4,4,250,10,0.0004,,,,,
0.042994219,10,4,400,25,0.002,,,,,
0.043001208,8,2,100,10,0.01,,,,,
0.043010199,6,4,50,150,0.002,,,,,
0.043013614,4,4,200,300,0.002,,,,,
0.043020403,4,4,25,250,0.1,,,,,
0.043020958,4,2,100,100,0.02,,,,,
0.043023331,4,4,350,80,0.1,,,,,
0.043027072,10,2,50,50,0.001,,,,,
0.043033439,8,4,300,25,0.0001,,,,,
0.04304328,4,4,50,100,0.04,,,,,
0.043049628,4,2,100,200,0.002,,,,,
0.043051173,8,2,200,300,0.001,,,,,
0.043051915,6,2,25,100,0.001,,,,,
0.043052454,8,2,10,250,0.1,,,,,
0.043056239,6,2,400,150,0.1,,,,,
0.043064063,10,2,300,200,0.002,,,,,
0.04306801,4,4,250,1,0.0004,,,,,
0.043068405,6,4,200,50,0.0001,,,,,
0.043070245,4,4,250,80,0.001,,,,,
0.043070488,6,4,150,80,0.1,,,,,
0.043073003,10,4,10,1,0.004,,,,,
0.043077521,6,2,300,100,0.0002,,,,,
0.043080035,4,4,150,100,0.04,,,,,
0.04308175,4,4,25,250,0.01,,,,,
0.043087981,6,2,10,10,0.01,,,,,
0.043088795,2,2,250,250,0.0004,,,,,
0.043090472,2,2,300,300,0.0004,,,,,
0.043091849,4,2,10,100,0.01,,,,,
0.043093454,4,4,200,10,0.002,,,,,
0.043098911,4,2,50,10,0.04,,,,,
0.043101768,4,4,50,100,0.004,,,,,
0.043107566,8,2,350,250,0.04,,,,,
0.043115524,4,2,300,250,0.0002,,,,,
0.043120482,10,4,10,200,0.02,,,,,
0.043121036,8,2,300,10,0.001,,,,,
0.043121353,6,4,150,25,0.0001,,,,,
0.043124563,6,4,300,250,0.01,,,,,
0.043133556,8,4,10,250,0.01,,,,,
0.0431343,4,4,100,250,0.1,,,,,
0.043141065,10,2,50,1,0.04,,,,,
0.043143024,4,2,100,100,0.002,,,,,
0.043147018,8,2,50,250,0.004,,,,,
0.043147711,4,2,150,80,0.01,,,,,
0.043149573,8,2,350,1,0.004,,,,,
0.043151117,8,4,50,150,0.001,,,,,
0.043153475,10,4,400,250,0.0004,,,,,
0.043157671,10,2,100,250,0.001,,,,,
0.043158473,8,4,350,100,0.02,,,,,
0.043158505,4,2,200,25,0.002,,,,,
0.043161871,4,4,10,1,0.02,,,,,
0.043164919,8,2,100,200,0.1,,,,,
0.043166384,4,4,150,100,0.1,,,,,
0.043166972,2,2,10,250,0.02,,,,,
0.043176638,4,4,300,150,0.1,,,,,
0.04317699,8,4,400,80,0.0004,,,,,
0.043179362,4,4,100,100,0.04,,,,,
0.043180701,8,2,300,300,0.0004,,,,,
0.043188914,4,2,350,300,0.04,,,,,
0.043191052,10,2,25,10,0.004,,,,,
0.043191554,8,2,400,80,0.0001,,,,,
0.04319227,4,2,400,10,0.0004,,,,,
0.043201781,4,2,50,25,0.004,,,,,
0.043204538,2,2,400,10,0.01,,,,,
0.043206259,4,4,200,150,0.01,,,,,
0.04320791,6,2,10,80,0.04,,,,,
0.043208174,2,2,400,10,0.0002,,,,,
0.043209244,8,4,200,100,0.002,,,,,
0.043211753,8,2,25,300,0.02,,,,,
0.043219811,10,4,350,250,0.1,,,,,
0.04322339,6,4,25,50,0.002,,,,,
0.043224782,8,2,100,300,0.004,,,,,
0.043226154,10,4,250,25,0.0002,,,,,
0.043232299,10,4,100,10,0.0004,,,,,
0.043246616,4,2,25,50,0.004,,,,,
0.043248801,8,4,400,250,0.0004,,,,,
0.043249223,8,4,350,200,0.001,,,,,
0.043253578,10,2,10,150,0.01,,,,,
0.043256588,6,4,25,250,0.004,,,,,
0.043258444,10,4,25,250,0.04,,,,,
0.043259348,4,2,50,100,0.004,,,,,
0.043259574,10,4,300,300,0.0004,,,,,
0.04326077,6,2,100,1,0.04,,,,,
0.043262624,6,4,250,150,0.0004,,,,,
0.043266055,6,2,50,80,0.001,,,,,
0.043271298,8,4,25,300,0.004,,,,,
0.043272394,6,4,150,300,0.01,,,,,
0.043274368,10,4,50,1,0.0004,,,,,
0.043275302,10,4,300,300,0.002,,,,,
0.043278256,6,2,300,300,0.01,,,,,
0.043281741,4,2,100,50,0.1,,,,,
0.043286445,8,4,300,50,0.001,,,,,
0.043290789,4,2,25,80,0.02,,,,,
0.043297282,4,4,400,100,0.04,,,,,
0.043299636,8,2,300,50,0.1,,,,,
0.043300257,6,4,400,10,0.0001,,,,,
0.043300839,4,4,50,200,0.02,,,,,
0.043301567,6,2,400,150,0.04,,,,,
0.043308494,10,2,200,100,0.0001,,,,,
0.043320349,8,4,350,200,0.0002,,,,,
0.043324862,8,2,250,250,0.1,,,,,
0.043327014,10,2,200,80,0.002,,,,,
0.043328541,8,4,25,10,0.02,,,,,
0.043331201,4,4,350,250,0.001,,,,,
0.04333148,6,4,200,80,0.0002,,,,,
0.043333013,6,4,10,300,0.1,,,,,
0.043339788,8,4,25,250,0.002,,,,,
0.043342222,6,2,300,150,0.01,,,,,
0.043359953,6,4,350,200,0.002,,,,,
0.043365161,8,2,100,10,0.001,,,,,
0.043365921,10,4,350,200,0.0004,,,,,
0.043376811,6,4,350,300,0.04,,,,,
0.043377687,6,2,50,150,0.001,,,,,
0.043378862,4,4,150,80,0.0002,,,,,
0.043381281,2,4,300,100,0.002,,,,,
0.043381461,10,2,200,150,0.002,,,,,
0.043384217,10,2,400,250,0.0001,,,,,
0.043384306,10,2,400,50,0.0001,,,,,
0.04338502,10,4,25,250,0.004,,,,,
0.043385774,10,4,50,200,0.01,,,,,
0.043387055,10,2,250,100,0.04,,,,,
0.043390274,10,2,300,80,0.02,,,,,
0.043392594,4,2,150,10,0.002,,,,,
0.043393109,8,4,10,25,0.01,,,,,
0.043406811,8,4,100,200,0.02,,,,,
0.043409965,10,4,25,150,0.001,,,,,
0.043412174,10,2,25,50,0.001,,,,,
0.043412235,8,2,10,100,0.004,,,,,
0.043419518,10,2,400,50,0.004,,,,,
0.043420726,6,2,150,10,0.0002,,,,,
0.043423343,8,4,300,10,0.04,,,,,
0.043425302,2,2,50,250,0.002,,,,,
0.043426918,2,4,300,200,0.0002,,,,,
0.043434137,10,4,250,200,0.004,,,,,
0.043442002,6,4,350,250,0.1,,,,,
0.043443246,6,2,300,1,0.001,,,,,
0.043447238,8,2,10,300,0.1,,,,,
0.043447332,8,2,50,10,0.02,,,,,
0.043447926,8,2,100,50,0.02,,,,,
0.043450961,6,4,100,50,0.0002,,,,,
0.04345303,8,4,350,100,0.0004,,,,,
0.043453333,10,2,25,100,0.002,,,,,
0.043454328,8,2,150,150,0.04,,,,,
0.043456435,4,2,100,50,0.004,,,,,
0.043460814,4,2,150,10,0.0004,,,,,
0.043469637,2,2,200,150,0.0004,,,,,
0.043473405,6,2,100,200,0.002,,,,,
0.043477659,8,4,350,80,0.004,,,,,
0.043486219,8,2,10,100,0.02,,,,,
0.043488268,6,2,25,300,0.004,,,,,
0.043490761,10,4,350,80,0.001,,,,,
0.043501101,6,4,50,200,0.002,,,,,
0.043501508,4,4,400,80,0.0002,,,,,
0.043501532,8,2,100,100,0.0004,,,,,
0.043506984,10,4,250,50,0.0001,,,,,
0.043509336,4,4,25,80,0.01,,,,,
0.043511426,4,2,400,150,0.0002,,,,,
0.043513479,10,2,200,100,0.1,,,,,
0.043516475,8,4,300,150,0.1,,,,,
0.043518778,6,4,300,250,0.0004,,,,,
0.043525793,10,2,200,25,0.0004,,,,,
0.043533185,8,2,200,250,0.0004,,,,,
0.043538376,10,2,300,200,0.0002,,,,,
0.043545526,2,2,25,250,0.004,,,,,
0.043548845,8,2,350,50,0.0002,,,,,
0.043549071,4,4,100,250,0.002,,,,,
0.043549753,4,2,200,150,0.02,,,,,
0.04355984,10,2,25,200,0.004,,,,,
0.043569229,10,4,50,250,0.002,,,,,
0.043571611,4,2,200,150,0.01,,,,,
0.043571915,6,4,350,150,0.01,,,,,
0.043572389,6,2,300,80,0.01,,,,,
0.043574486,8,4,250,250,0.0002,,,,,
0.043575603,10,4,400,25,0.0002,,,,,
0.043578038,6,2,50,10,0.0002,,,,,
0.043582959,10,4,300,1,0.02,,,,,
0.043602626,4,4,350,25,0.04,,,,,
0.04360322,8,4,25,250,0.02,,,,,
0.043605466,8,4,100,25,0.0002,,,,,
0.043606425,4,4,50,250,0.02,,,,,
0.043607384,6,2,150,10,0.004,,,,,
0.043608246,10,4,10,80,0.004,,,,,
0.043609087,8,2,25,150,0.002,,,,,
0.043613407,10,2,350,100,0.001,,,,,
0.043614324,6,2,100,25,0.0001,,,,,
0.043622704,4,2,350,300,0.0002,,,,,
0.043626091,10,4,350,25,0.0004,,,,,
0.043628515,4,2,50,1,0.0004,,,,,
0.043630195,2,2,10,250,0.01,,,,,
0.043635269,8,4,200,200,0.04,,,,,
0.043646454,10,2,100,50,0.001,,,,,
0.043647314,8,4,300,80,0.0001,,,,,
0.043653714,8,2,25,250,0.1,,,,,
0.043657454,4,4,25,10,0.004,,,,,
0.043665819,6,4,350,50,0.001,,,,,
0.043671392,6,2,100,250,0.004,,,,,
0.043675704,8,2,50,10,0.1,,,,,
0.043680492,8,4,400,80,0.1,,,,,
0.043684221,6,4,10,1,0.0002,,,,,
0.043687167,6,2,50,1,0.04,,,,,
0.043689633,10,2,150,300,0.04,,,,,
0.043691633,4,4,200,300,0.02,,,,,
0.043693602,10,4,50,50,0.0004,,,,,
0.043702731,4,2,250,10,0.04,,,,,
0.043703319,10,2,50,150,0.004,,,,,
0.043704603,8,4,250,1,0.04,,,,,
0.043707037,4,2,100,150,0.04,,,,,
0.04371028,10,4,150,50,0.0002,,,,,
0.043713936,10,2,10,10,0.002,,,,,
0.043714563,4,4,300,150,0.02,,,,,
0.043718773,6,4,250,80,0.0004,,,,,
0.043719868,8,2,400,250,0.0004,,,,,
0.043723195,10,2,25,10,0.0004,,,,,
0.043723883,4,2,100,10,0.02,,,,,
0.043724648,4,4,350,150,0.04,,,,,
0.043727317,4,4,300,80,0.002,,,,,
0.04372924,6,2,250,10,0.0001,,,,,
0.043734868,8,2,350,50,0.001,,,,,
0.043746668,4,2,100,10,0.0002,,,,,
0.043747297,6,4,200,200,0.0004,,,,,
0.043751205,4,4,50,10,0.01,,,,,
0.043755736,8,2,50,250,0.002,,,,,
0.043755814,6,4,10,250,0.01,,,,,
0.043756571,8,2,250,80,0.004,,,,,
0.043758472,4,2,300,250,0.04,,,,,
0.043758793,8,2,25,10,0.0002,,,,,
0.043763392,4,2,100,50,0.0004,,,,,
0.04376576,8,2,150,80,0.001,,,,,
0.043766013,10,4,350,150,0.1,,,,,
0.043767292,6,4,100,50,0.02,,,,,
0.043767412,8,4,300,25,0.04,,,,,
0.043767719,4,4,400,150,0.02,,,,,
0.043774082,10,2,300,50,0.0001,,,,,
0.043782808,8,2,400,80,0.001,,,,,
0.043786978,6,2,400,100,0.0001,,,,,
0.04378987,8,4,50,100,0.001,,,,,
0.043790214,4,2,300,10,0.0002,,,,,
0.043790608,8,2,150,10,0.0001,,,,,
0.043791047,2,2,25,1,0.0001,,,,,
0.043792035,8,4,350,100,0.0001,,,,,
0.043799613,6,2,400,1,0.001,,,,,
0.04379992,4,4,200,150,0.04,,,,,
0.043803604,10,2,50,80,0.02,,,,,
0.043805362,8,4,50,200,0.004,,,,,
0.043814958,2,4,150,250,0.02,,,,,
0.043816163,10,4,150,250,0.0004,,,,,
0.043821508,8,2,50,10,0.001,,,,,
0.043825432,2,4,300,80,0.001,,,,,
0.043828389,6,2,50,250,0.02,,,,,
0.043831224,4,4,150,150,0.02,,,,,
0.043831438,6,2,400,25,0.0004,,,,,
0.043836974,8,4,100,25,0.002,,,,,
0.0438393,4,4,150,1,0.04,,,,,
0.04384041,4,4,25,300,0.004,,,,,
0.043841196,8,2,300,50,0.0001,,,,,
0.043841323,4,4,25,250,0.004,,,,,
0.04384401,4,2,25,1,0.004,,,,,
0.043857593,8,4,400,25,0.0002,,,,,
0.043858463,4,4,100,25,0.0004,,,,,
0.043860447,4,4,100,100,0.004,,,,,
0.043861383,4,4,25,100,0.1,,,,,
0.043863973,6,2,50,25,0.0004,,,,,
0.043867021,10,4,10,10,0.04,,,,,
0.043869931,8,4,25,200,0.002,,,,,
0.043871211,6,2,100,150,0.04,,,,,
0.04388116,6,4,50,250,0.002,,,,,
0.043882406,4,4,10,1,0.002,,,,,
0.043884824,4,2,250,250,0.0004,,,,,
0.043887337,4,4,200,250,0.0004,,,,,
0.04388745,8,4,300,250,0.001,,,,,
0.04389407,10,2,150,1,0.01,,,,,
0.043896538,4,2,300,250,0.1,,,,,
0.043900268,8,2,100,100,0.0002,,,,,
0.043900647,8,4,300,25,0.02,,,,,
0.04390283,8,4,25,1,0.002,,,,,
0.043903451,8,4,50,300,0.01,,,,,
0.043906306,4,2,25,150,0.02,,,,,
0.043906896,10,2,10,10,0.004,,,,,
0.043908594,4,4,350,300,0.002,,,,,
0.043909813,8,4,350,200,0.0001,,,,,
0.04391146,6,2,25,300,0.1,,,,,
0.04391293,6,2,10,80,0.004,,,,,
0.043913809,8,2,50,300,0.02,,,,,
0.04391511,2,4,100,80,0.04,,,,,
0.043924331,8,2,350,25,0.0001,,,,,
0.043929931,4,2,10,10,0.001,,,,,
0.043931605,6,4,10,150,0.02,,,,,
0.04393229,4,2,300,80,0.04,,,,,
0.043936026,8,4,10,1,0.001,,,,,
0.04393926,8,2,25,200,0.004,,,,,
0.043944221,10,4,300,1,0.0004,,,,,
0.043946927,10,2,100,150,0.002,,,,,
0.043948388,8,2,50,50,0.0004,,,,,
0.043948673,6,2,25,1,0.0001,,,,,
0.043950797,2,2,200,10,0.0001,,,,,
0.043961928,6,4,100,10,0.01,,,,,
0.043967309,6,4,150,50,0.0004,,,,,
0.043968054,8,2,350,80,0.02,,,,,
0.04397493,4,4,150,300,0.01,,,,,
0.043981397,8,2,200,1,0.0004,,,,,
0.043985733,8,4,25,10,0.002,,,,,
0.043985743,10,2,200,10,0.0002,,,,,
0.043988113,10,2,10,50,0.002,,,,,
0.04399023,4,2,50,25,0.04,,,,,
0.043990768,4,4,100,300,0.004,,,,,
0.043993674,8,4,100,25,0.001,,,,,
0.043994983,10,2,10,1,0.0002,,,,,
0.04399795,6,2,10,50,0.0004,,,,,
0.044000747,4,2,200,300,0.02,,,,,
0.044001305,8,4,400,250,0.0002,,,,,
0.044003099,10,2,10,200,0.1,,,,,
0.04400319,10,2,250,150,0.0002,,,,,
0.044004229,8,2,150,300,0.0004,,,,,
0.044006868,8,4,50,250,0.002,,,,,
0.044007682,2,4,350,50,0.0001,,,,,
0.044007987,10,4,10,150,0.004,,,,,
0.044020221,10,4,25,250,0.01,,,,,
0.044021463,10,4,200,10,0.0002,,,,,
0.044022896,4,2,200,300,0.0004,,,,,
0.044023367,8,4,200,50,0.04,,,,,
0.044025671,4,2,300,100,0.0001,,,,,
0.044026389,10,2,350,80,0.04,,,,,
0.044027104,6,2,150,50,0.0004,,,,,
0.044029173,8,2,250,10,0.04,,,,,
0.044031062,10,2,10,150,0.02,,,,,
0.044035432,6,2,200,250,0.02,,,,,
0.044036198,10,4,250,80,0.0001,,,,,
0.044036832,2,4,100,1,0.04,,,,,
0.044039218,10,2,25,300,0.01,,,,,
0.04404082,8,2,100,25,0.1,,,,,
0.044045041,4,2,150,250,0.0004,,,,,
0.044055045,2,2,250,50,0.0002,,,,,
0.044065893,8,4,250,80,0.0001,,,,,
0.044068851,6,4,50,300,0.002,,,,,
0.044069904,4,2,50,150,0.001,,,,,
0.044073686,6,2,250,200,0.004,,,,,
0.044075592,10,2,300,300,0.0002,,,,,
0.044079343,4,2,250,200,0.002,,,,,
0.04408113,6,4,250,50,0.0001,,,,,
0.044082027,6,4,10,200,0.01,,,,,
0.044087889,4,2,150,50,0.0002,,,,,
0.044092488,6,4,50,50,0.04,,,,,
0.044101793,10,4,200,100,0.004,,,,,
0.044102913,8,2,25,80,0.001,,,,,
0.044110675,6,2,350,100,0.0001,,,,,
0.044112994,10,2,100,25,0.0001,,,,,
0.044115975,4,4,100,250,0.02,,,,,
0.044118187,4,4,200,50,0.002,,,,,
0.044118964,4,2,300,25,0.0001,,,,,
0.044120284,4,2,50,250,0.02,,,,,
0.044123349,10,2,50,1,0.0001,,,,,
0.044123455,8,2,10,25,0.002,,,,,
0.044124931,6,2,400,10,0.0001,,,,,
0.044132525,8,4,350,80,0.0001,,,,,
0.044133409,6,2,100,80,0.002,,,,,
0.044136745,6,2,250,50,0.004,,,,,
0.044139542,10,4,100,50,0.0002,,,,,
0.044142376,2,2,25,250,0.01,,,,,
0.044145811,10,2,50,200,0.01,,,,,
0.044146057,10,2,50,80,0.0004,,,,,
