Time:,53:21.6,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,,
MSE,H1,H2,Epochs,Batch Size,Learning rate,,,,
0.053319561,4,4,115,218,0.016813236,,,,
0.053610073,4,2,40,165,0.033388842,,,,
0.053660561,4,2,40,72,0.024147636,,,,
0.05380447,4,4,154,1,0.022550595,,,,
0.053908438,6,10,221,118,0.066863285,,,,
0.054021729,6,6,279,93,0.065193607,,,,
0.055134291,4,2,132,230,0.008938307,,,,
0.056411927,4,2,120,31,0.018363179,,,,
0.056707046,4,10,281,267,0.066765325,,,,
0.056747553,4,2,40,29,0.03561119,,,,
0.056896375,4,2,141,291,0.035608165,,,,
0.056900108,6,8,254,155,0.098848809,,,,
0.057131844,6,8,97,1,0.063032425,,,,
0.057255896,2,6,205,183,0.092983945,,,,
0.057617458,4,6,275,253,0.04529413,,,,
0.057699022,6,2,45,197,0.054570278,,,,
0.057727122,4,8,274,274,0.062695185,,,,
0.057915755,2,10,389,65,0.060583999,,,,
0.057933713,4,2,40,48,0.020064311,,,,
0.05830303,4,10,287,88,0.066113331,,,,
0.059156247,4,8,275,180,0.02905417,,,,
0.059453225,4,2,40,215,0.033972298,,,,
0.059705467,6,4,102,1,0.041029305,,,,
0.059712544,8,10,191,229,0.019160009,,,,
0.059720701,6,6,49,48,0.062818602,,,,
0.059957482,4,2,40,300,0.034290335,,,,
0.060090599,2,4,97,175,0.06876253,,,,
0.060136757,6,4,66,1,0.060186518,,,,
0.060149297,8,6,204,167,0.09847689,,,,
0.060277543,2,8,245,5,0.009571527,,,,
0.060808736,4,10,279,286,0.059787641,,,,
0.060866547,2,2,57,35,0.074809181,,,,
0.060911921,6,4,221,259,0.092311242,,,,
0.060917638,6,6,215,187,0.047615488,,,,
0.060993353,4,2,40,300,0.02488875,,,,
0.061039881,4,2,40,8,0.023909226,,,,
0.061131502,6,4,212,206,0.054250409,,,,
0.061583252,2,10,40,103,0.082999578,,,,
0.062385814,4,6,157,10,0.027210814,,,,
0.062563936,6,6,206,153,0.080670378,,,,
0.062797205,2,6,86,64,0.035732975,,,,
0.062849496,4,2,269,29,0.024671326,,,,
0.063398042,2,8,275,151,0.090933947,,,,
0.06348724,4,6,264,71,0.073071773,,,,
0.064081945,4,6,256,1,0.059075082,,,,
0.064264437,6,2,205,242,0.1,,,,
0.064365972,2,6,193,39,0.098767412,,,,
0.064884623,4,8,274,138,0.096092681,,,,
0.065251832,6,2,212,172,0.084371465,,,,
0.065510284,2,10,276,293,0.066741657,,,,
0.065978545,10,6,366,251,0.03075779,,,,
0.066064396,4,8,96,1,0.064010457,,,,
0.066305505,2,10,357,300,0.024659365,,,,
0.06650006,4,2,136,34,0.033836214,,,,
0.066792859,4,10,136,288,0.009392689,,,,
0.0671369,8,4,136,52,0.097365747,,,,
0.067745664,6,8,100,1,0.086130426,,,,
0.06816638,2,8,41,103,0.04838249,,,,
0.06984326,6,6,204,140,0.1,,,,
0.070783714,2,8,400,197,0.012946901,,,,
0.070904456,10,4,126,186,0.056077579,,,,
0.071313912,6,6,87,98,0.065705901,,,,
0.072802755,4,6,225,1,0.079017461,,,,
0.072915928,6,4,110,1,0.038089146,,,,
0.077100759,6,10,238,213,0.079957921,,,,
0.0771439,6,8,103,91,0.055814589,,,,
0.079633837,6,4,208,273,0.1,,,,
0.080176482,4,6,131,50,0.005232111,,,,
0.080234057,6,2,174,115,0.06250705,,,,
0.08053502,8,4,40,222,0.009078834,,,,
0.080536324,2,10,263,279,0.065387129,,,,
0.080601927,4,4,275,57,0.003452252,,,,
0.081726618,8,4,194,252,0.072709779,,,,
0.082662711,10,6,324,135,0.069248004,,,,
0.082884728,4,10,266,300,0.063301271,,,,
0.089043087,10,2,43,276,0.020185806,,,,
0.089131598,4,10,269,247,0.062359105,,,,
0.091666084,10,6,202,197,0.033474367,,,,
0.0955763,6,6,200,183,0.072868932,,,,
0.096301342,6,2,61,245,0.037155588,,,,
0.096705001,6,8,163,300,0.078477965,,,,
0.103461909,6,6,67,109,0.073180363,,,,
0.104845835,4,4,115,220,0.044473251,,,,
0.105360292,4,8,274,216,0.067012552,,,,
0.107203966,8,6,367,82,0.046459317,,,,
0.107589009,6,4,190,10,0.08988712,,,,
0.108423347,4,2,262,275,0.068832393,,,,
0.117962303,6,10,40,199,0.04582965,,,,
0.121320603,6,4,206,180,0.015560438,,,,
0.132352882,6,2,97,300,0.015838976,,,,
0.14354977,6,6,400,300,0.033581871,,,,
0.147749299,6,2,95,218,0.054011406,,,,
0.180437437,4,10,275,168,0.064276535,,,,
0.199014688,6,6,380,44,0.03610196,,,,
0.232061956,10,8,373,175,0.005542947,,,,
0.056787861,,,,,,,,,
