Time:,53:07.4,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
0.039502828,4,4,301,23,0.098375004,,,
0.039508885,4,8,54,108,0.076068239,,,
0.039625038,4,2,53,6,0.067545955,,,
0.039738388,4,8,66,105,0.084676154,,,
0.039900556,4,2,317,245,0.085214802,,,
0.039981925,4,10,54,258,0.066343395,,,
0.04000063,4,6,76,123,0.076001962,,,
0.040041828,4,6,188,22,0.06434129,,,
0.04005472,6,6,188,123,0.087916269,,,
0.040085339,4,6,186,38,0.062574572,,,
0.040271213,4,6,60,87,0.080401759,,,
0.040353652,4,8,72,277,0.073373841,,,
0.040574884,4,6,62,99,0.081873029,,,
0.040663068,6,6,204,168,0.07909567,,,
0.040723581,4,10,52,209,0.070912714,,,
0.040815549,4,10,239,87,0.05434887,,,
0.040858991,4,8,60,87,0.080401759,,,
0.041036763,4,6,64,91,0.083445493,,,
0.041050359,4,4,187,17,0.063799656,,,
0.041055202,4,2,329,23,0.097388328,,,
0.041069554,4,2,325,192,0.085833234,,,
0.041081332,4,8,296,22,0.097123366,,,
0.041133581,4,4,190,30,0.058574492,,,
0.04131712,4,4,300,23,0.098290201,,,
0.041333949,4,2,55,52,0.075345144,,,
0.041402528,4,4,332,15,0.096315897,,,
0.041412233,4,8,69,185,0.080174107,,,
0.041594324,4,2,314,106,0.076816113,,,
0.0415989,4,8,299,18,0.1,,,
0.041646849,6,10,343,33,0.090137267,,,
0.041787684,4,6,299,20,0.099714441,,,
0.041958395,4,6,62,104,0.073659926,,,
0.041978895,4,4,52,142,0.066610683,,,
0.042140165,4,8,188,22,0.0643238,,,
0.042180597,6,8,254,155,0.098848809,,,
0.042352917,4,4,68,59,0.067904147,,,
0.042356847,4,8,383,17,0.095455312,,,
0.042402827,2,6,86,64,0.035732975,,,
0.042670633,4,4,317,79,0.093449916,,,
0.042711728,4,8,56,105,0.079914501,,,
0.042723831,4,2,81,73,0.076901259,,,
0.042726724,6,8,253,112,0.089873599,,,
0.042951047,4,8,301,24,0.099636399,,,
0.043054767,4,6,188,22,0.064353481,,,
0.043159716,4,6,67,41,0.07827478,,,
0.043211026,4,6,141,219,0.00812346,,,
0.043257274,6,4,190,10,0.08988712,,,
0.043428897,4,6,188,22,0.064322649,,,
0.043581996,4,4,55,250,0.074561583,,,
0.043621624,4,8,67,116,0.077434394,,,
0.043819269,6,2,219,12,0.090495424,,,
0.043887709,6,6,188,22,0.064304999,,,
0.044024246,4,10,50,185,0.067582943,,,
0.044644754,10,6,105,153,0.045941973,,,
0.044717153,4,8,323,128,0.099768915,,,
0.044911261,4,8,188,22,0.06432622,,,
0.044918529,4,2,133,202,0.009669953,,,
0.045045519,6,6,380,44,0.03610196,,,
0.04526953,4,6,301,21,0.097132692,,,
0.045333976,6,6,204,168,0.074425645,,,
0.045353706,4,4,63,178,0.083517297,,,
0.045408532,4,8,320,35,0.094703426,,,
0.045531734,4,4,192,215,0.050117193,,,
0.04564739,4,10,333,15,0.093120017,,,
0.045829747,4,2,62,227,0.065811558,,,
0.046003304,4,4,55,188,0.075428917,,,
0.046110642,4,4,312,40,0.098006083,,,
0.046229349,6,4,102,30,0.061374835,,,
0.04627674,4,6,326,15,0.094304077,,,
0.046454817,4,6,51,114,0.061316825,,,
0.046461209,4,2,186,37,0.069428889,,,
0.0467477,4,4,66,17,0.076793758,,,
0.047175174,4,10,55,45,0.071617745,,,
0.047480144,4,6,188,22,0.064319037,,,
0.047649509,8,6,201,54,0.078616425,,,
0.047688155,4,4,296,26,0.097969244,,,
0.047850138,4,8,78,226,0.075677349,,,
0.047882712,6,2,45,197,0.054570278,,,
0.04791611,4,8,296,12,0.098084395,,,
0.047939411,4,8,328,15,0.1,,,
0.048093518,4,2,299,24,0.098461255,,,
0.048450978,6,10,343,36,0.092129409,,,
0.048543822,8,6,260,47,0.039052621,,,
0.048608186,4,4,319,116,0.079754886,,,
0.048637878,4,10,53,174,0.06696594,,,
0.048666484,4,6,63,99,0.080785136,,,
0.048705985,8,4,213,33,0.094705342,,,
0.048924477,10,4,136,52,0.063818712,,,
0.048955782,4,8,326,1,0.094602228,,,
0.048965027,4,8,64,104,0.081831696,,,
0.049140994,6,8,389,211,0.080641924,,,
0.049248146,4,8,183,254,0.065385028,,,
0.049341737,4,4,304,31,0.097512129,,,
0.049358409,10,6,324,135,0.069248004,,,
0.050110489,4,4,70,218,0.075551665,,,
0.050361524,4,6,187,229,0.063967803,,,
0.050573632,6,4,342,31,0.094465545,,,
0.050677876,4,6,386,249,0.089568814,,,
0.050856998,4,10,74,278,0.075295673,,,
0.050977038,6,8,251,156,0.099636848,,,
0.051012676,4,8,187,49,0.063797447,,,
0.051482664,6,8,189,73,0.088402181,,,
0.051547184,4,4,332,35,0.099980675,,,
0.051609725,4,4,383,17,0.095455346,,,
0.051728239,4,8,53,93,0.07894293,,,
0.052009614,4,2,64,54,0.079143908,,,
0.052264781,4,10,188,22,0.064323037,,,
0.052538287,8,4,136,52,0.097365747,,,
0.052871868,4,4,325,34,0.088476108,,,
0.052961856,4,10,176,1,0.070700369,,,
0.0529916,6,10,189,2,0.087824091,,,
0.053128193,4,4,300,23,0.097977482,,,
0.053155093,6,6,249,235,0.091176614,,,
0.053198067,6,8,188,115,0.087661003,,,
0.053312997,8,4,133,34,0.011330322,,,
0.053338868,4,8,55,103,0.085886439,,,
0.053555244,2,2,84,163,0.044558818,,,
0.053619701,8,6,260,47,0.091409043,,,
0.053632479,10,8,373,175,0.005542947,,,
0.054083753,6,6,345,251,0.099741804,,,
0.054202845,4,10,72,100,0.058852319,,,
0.054344449,2,8,79,246,0.033309436,,,
0.054841182,10,6,106,153,0.043725505,,,
0.056218745,8,4,251,183,0.061551477,,,
0.056473609,6,6,352,234,0.076701714,,,
0.056476629,4,4,141,260,0.002413264,,,
0.057083953,4,10,188,115,0.059157085,,,
0.057226403,6,10,350,83,0.090033114,,,
0.057323982,6,8,217,33,0.094724651,,,
0.05737315,6,4,61,253,0.090413601,,,
0.057942224,4,8,330,272,0.084201569,,,
0.058048286,4,6,187,27,0.066924222,,,
0.058166715,6,6,259,47,0.09138744,,,
0.058552053,4,8,183,5,0.07001031,,,
0.05896051,4,6,300,104,0.098269004,,,
0.059119363,8,6,269,108,0.09183418,,,
0.060152628,2,8,245,5,0.009571527,,,
0.060409705,6,4,216,33,0.094643307,,,
0.060435086,6,6,77,42,0.06979801,,,
0.060747816,10,6,261,48,0.092205748,,,
0.061077439,6,10,202,153,0.081504409,,,
0.061491997,10,2,43,276,0.020185806,,,
0.061591077,4,2,74,88,0.066307654,,,
0.06230041,8,8,254,277,0.091116402,,,
0.062351059,6,6,213,33,0.094703917,,,
0.063356743,8,10,191,229,0.019160009,,,
0.063614026,8,8,157,75,0.002934145,,,
0.0636963,4,2,314,127,0.081887713,,,
0.06387234,2,8,91,67,0.029408511,,,
0.065278508,6,10,184,131,0.08610825,,,
0.06533747,4,10,317,140,0.091050913,,,
0.065352096,6,4,341,21,0.091267202,,,
0.067329878,6,4,214,74,0.087326458,,,
0.067661607,6,6,105,273,0.032829931,,,
0.067675172,4,8,60,87,0.08040176,,,
0.067812723,4,8,332,15,0.095928727,,,
0.068568733,8,4,194,252,0.072709779,,,
0.069958152,4,10,206,16,0.095321756,,,
0.070019312,4,8,240,133,0.048605879,,,
0.070858597,6,8,219,186,0.074315069,,,
0.073358911,4,4,317,213,0.068927082,,,
0.073929461,4,8,274,231,0.065256152,,,
0.074024932,2,10,389,65,0.060583999,,,
0.074097936,6,4,212,206,0.054250409,,,
0.074503376,6,8,204,168,0.074921735,,,
0.074559228,2,4,270,183,0.087144361,,,
0.075710197,6,10,221,118,0.066863285,,,
0.076240921,4,10,338,14,0.094931536,,,
0.076745355,2,10,332,15,0.020647091,,,
0.077825261,8,8,260,68,0.007443501,,,
0.079201791,2,6,193,39,0.098767412,,,
0.082484173,4,10,70,296,0.085551917,,,
0.082573417,6,4,136,52,0.097365747,,,
0.082789323,6,4,224,240,0.09101357,,,
0.084966035,4,6,171,174,0.00586834,,,
0.085423538,4,2,120,88,0.012006459,,,
0.08592688,10,8,101,162,0.05360571,,,
0.086043922,4,8,330,18,0.095595916,,,
0.086171446,6,8,222,196,0.066621362,,,
0.08618614,8,4,135,97,0.081003991,,,
0.086960384,6,4,261,153,0.097006501,,,
0.088638273,6,6,215,187,0.047615488,,,
0.092035134,4,6,260,84,0.061138379,,,
0.093927981,4,8,394,276,0.018810961,,,
0.095518454,10,6,202,197,0.033474367,,,
0.097399105,10,8,144,252,0.066901727,,,
0.10645474,4,8,139,107,0.01548979,,,
0.114569975,4,10,65,165,0.009783914,,,
0.116793141,10,4,126,186,0.056077579,,,
0.129145883,4,10,239,87,0.054347252,,,
0.167316631,4,2,191,1,0.066832489,,,
0.170643725,8,6,367,82,0.046459317,,,
0.183014946,6,6,204,168,0.094778766,,,
0.187294866,10,6,366,251,0.03075779,,,
0.228282605,6,4,194,35,0.094905761,,,
0.235828247,8,6,188,22,0.064256599,,,
0.27693443,6,10,224,205,0.059476016,,,
0.055681233,,,,,,,,
