Time:,53:07.4,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch Size,Learning rate,,,
0.027051138,4,4,301,23,0.098345973,,,
0.027806601,4,10,53,274,0.06733301,,,0.027051138
0.028073648,4,4,300,23,0.098297799,,,0.027806601
0.029974099,4,6,188,22,0.064327881,,,0.028073648
0.030634322,4,10,331,15,0.096239969,,,0.029974099
0.030927372,4,4,326,254,0.088317952,,,0.030634322
0.031501168,4,8,55,105,0.079949245,,,0.030927372
0.031611437,4,10,54,109,0.07551046,,,0.031501168
0.03231729,4,4,74,92,0.065474253,,,0.031611437
0.032494878,4,6,62,100,0.081676262,,,0.03231729
0.033067699,4,4,298,22,0.098090246,,,0.032494878
0.033398152,4,10,333,15,0.095101674,,,0.302391953
0.033616972,4,4,299,18,0.1,,,
0.033719586,4,4,51,254,0.066105223,,,
0.034962266,4,6,188,22,0.064321511,,,
0.035104513,4,10,65,100,0.079799944,,,
0.035225331,4,6,317,82,0.091499642,,,
0.035235695,4,8,186,118,0.064054742,,,
0.035662272,4,2,318,117,0.076983949,,,
0.035732075,4,4,327,298,0.086258728,,,
0.035826847,4,4,68,108,0.076197474,,,
0.03598243,6,4,342,31,0.094465548,,,
0.036104876,4,6,188,22,0.06435731,,,
0.036293619,4,6,188,22,0.064322995,,,
0.036480992,4,8,63,99,0.080820282,,,
0.036614727,4,10,333,15,0.09626869,,,
0.036748561,6,4,213,33,0.09470368,,,
0.036752502,4,4,52,277,0.066680979,,,
0.036946618,4,6,188,22,0.068586347,,,
0.037198782,4,2,319,270,0.092123228,,,
0.03731167,4,8,56,223,0.073717493,,,
0.037338737,4,10,188,22,0.064323547,,,
0.037814341,4,4,298,29,0.09821829,,,
0.037861841,6,4,213,33,0.094705536,,,
0.037933732,4,6,188,22,0.064315659,,,
0.038035805,6,4,213,33,0.094705307,,,
0.038056996,8,4,136,52,0.097365747,,,
0.038219155,4,8,71,290,0.080378332,,,
0.038233522,4,10,330,16,0.096501462,,,
0.038292012,4,4,321,33,0.098687097,,,
0.038506337,4,10,60,87,0.080401759,,,
0.038510628,4,2,315,209,0.092502101,,,
0.038574057,4,6,330,211,0.088826068,,,
0.038601026,4,6,53,29,0.069187797,,,
0.038688144,4,8,188,22,0.064323035,,,
0.038908371,4,2,316,139,0.1,,,
0.038913787,8,6,260,47,0.091409049,,,
0.039072678,4,8,62,110,0.080128806,,,
0.039186173,4,6,64,100,0.080712849,,,
0.039212225,4,10,383,17,0.095455333,,,
0.039264286,4,2,135,254,0.005526387,,,
0.039285476,4,6,188,22,0.064274776,,,
0.039455727,4,10,188,22,0.064325444,,,
