Time:,9:47:54.402323,Size:,250,CPU:,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.10076639872960974,6,8,389,211,0.08064192423412105
0.05212270244637701,10,6,202,197,0.03347436684648108
0.09325383196400447,8,8,157,75,0.0029341447674022508
0.0399632491880763,4,8,240,133,0.048605878610700065
0.23569327753688885,8,4,194,252,0.07270977873486632
0.060649785159238384,2,10,389,65,0.060583999231349536
0.05693590278256338,10,2,43,276,0.020185806377915286
1.260861616300183,10,6,366,251,0.030757790160119945
0.08931191655001944,6,6,77,42,0.06979800950077969
0.05114863894925359,6,10,221,118,0.06686328542085089
0.06599658543023078,4,8,394,276,0.018810961046816087
0.05879438634060628,4,8,296,22,0.09712336592657626
0.04417010305208426,2,6,193,39,0.09876741241299145
0.0653736484708906,6,6,380,44,0.03610195968586977
0.051583364923413186,4,2,120,88,0.012006459246827077
0.08455437651880746,4,2,133,202,0.009669953007555831
0.34887595557348233,10,4,126,186,0.056077578577088345
0.059991154386760503,6,4,61,253,0.09041360125837512
0.05363514151394316,8,4,136,52,0.09736574659897988
0.042319999662651146,2,4,270,183,0.08714436116424583
0.06573346698649353,6,8,254,155,0.09884880914230898
0.04665894300693115,2,6,86,64,0.03573297491422772
0.04990693734489275,8,6,367,82,0.04645931738342402
0.052743289153239156,4,8,60,87,0.08040175895092692
0.06430229832952084,8,4,251,183,0.06155147659912612
0.14096442024544356,10,6,324,135,0.0692480037350623
0.07449203590869935,10,6,105,153,0.04594197287104473
0.08629974650648542,4,6,260,84,0.0611383794408819
0.07687944979240298,6,6,105,273,0.03282993148972293
0.04836995673500374,6,4,190,10,0.08988712008927235
0.05315737218797762,4,8,274,231,0.0652561515151052
0.03696203768258424,6,6,204,168,0.07909566993167284
0.03945955980924554,6,2,45,197,0.0545702776484065
0.05046820591855175,6,4,102,30,0.06137483481102342
0.05071663558139453,8,10,191,229,0.019160009000861955
0.08712725568069889,4,6,171,174,0.005868339592638942
0.04647875787542097,6,4,212,206,0.05425040912439362
0.0872865376066472,6,8,222,196,0.06662136233211248
0.05129933098338918,6,4,342,31,0.0944655478245442
0.0646575220703215,6,10,224,205,0.05947601575810611
0.04966011247868201,4,10,239,87,0.05434887024431983
0.033865968506255346,4,10,65,165,0.009783913896099674
0.04800099820954781,6,6,215,187,0.04761548789527824
0.04192316789750386,6,6,352,234,0.07670171430563848
0.0802007394688577,8,8,260,68,0.007443501056011269
0.036944881915501,4,10,333,15,0.0951016739595857
0.3747027486058049,8,4,133,34,0.011330321831596194
0.08822802388150948,10,8,373,175,0.005542946899956124
0.04597391771665007,2,8,245,5,0.009571527268958182
0.04876379160538463,4,6,188,22,0.0643573101648519
0.053045770756114406,10,8,291,206,0.0036085935480671045
0.04290449968696643,2,4,40,114,0.013020020329259691
0.04351619635081546,10,2,122,287,0.000710249164419783
0.05800458160226726,6,2,397,58,0.029869168013852636
0.04647049174663786,4,2,242,11,0.02963983711021364
0.06321282286291788,4,10,82,32,0.09448749640153492
0.07887254885984363,10,6,154,114,0.03456207781789484
0.04097756666185712,6,10,259,67,0.0679008447322167
