Time:,7:34:07.066500,Size:,250,CPU:,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.050776111785230504,6,8,389,211,0.08064192423412105
0.13572691703747025,10,6,202,197,0.03347436684648108
0.051600439224513635,8,8,157,75,0.0029341447674022508
0.03424580833234954,4,8,240,133,0.048605878610700065
0.08227326199256063,8,4,194,252,0.07270977873486632
0.039636673450405405,2,10,389,65,0.060583999231349536
0.07262968841581052,10,2,43,276,0.020185806377915286
0.14041575708959864,10,6,366,251,0.030757790160119945
0.06759089260487958,6,6,77,42,0.06979800950077969
0.04855241095968835,6,10,221,118,0.06686328542085089
0.03076710209871119,4,8,394,276,0.018810961046816087
0.046403315153489486,4,8,296,22,0.09712336592657626
0.042428957033053105,2,6,193,39,0.09876741241299145
0.04584275624802979,6,6,380,44,0.03610195968586977
0.04191831257812863,4,2,120,88,0.012006459246827077
0.04271126331695889,4,2,133,202,0.009669953007555831
0.17878273018815452,10,4,126,186,0.056077578577088345
0.04252154885499756,6,4,61,253,0.09041360125837512
0.0267320917711715,8,4,136,52,0.09736574659897988
0.04217577893144149,2,4,270,183,0.08714436116424583
0.032619062765651956,6,8,254,155,0.09884880914230898
0.05721885615122567,2,6,86,64,0.03573297491422772
0.08885928109547875,8,6,367,82,0.04645931738342402
0.03971505320285964,4,8,60,87,0.08040175895092692
0.05205074078366904,8,4,251,183,0.06155147659912612
0.039545858834329935,10,6,324,135,0.0692480037350623
0.07418247467892662,10,6,105,153,0.04594197287104473
0.05663799172337491,4,6,260,84,0.0611383794408819
0.06325414785020948,6,6,105,273,0.03282993148972293
0.04047907260992641,6,4,190,10,0.08988712008927235
0.03920833364177013,4,8,274,231,0.0652561515151052
0.048745563482314354,6,6,204,168,0.07909566993167284
0.034919676037705884,6,2,45,197,0.0545702776484065
0.05544318036293733,6,4,102,30,0.06137483481102342
0.036851039776146954,8,10,191,229,0.019160009000861955
0.062277674732749914,4,6,171,174,0.005868339592638942
0.06025197391404551,6,4,212,206,0.05425040912439362
0.05152724525582568,6,8,222,196,0.06662136233211248
0.04195587351816524,6,4,342,31,0.0944655478245442
0.07372683988338798,6,10,224,205,0.05947601575810611
0.06424341185805131,4,10,239,87,0.05434887024431983
0.04621355054333426,4,10,65,165,0.009783913896099674
0.055448018177891065,6,6,215,187,0.04761548789527824
0.056065212672558165,6,6,352,234,0.07670171430563848
0.07069815295844399,8,8,260,68,0.007443501056011269
0.02780083119146249,4,10,333,15,0.0951016739595857
0.07783072217346032,8,4,133,34,0.011330321831596194
0.1378114654644132,10,8,373,175,0.005542946899956124
0.048176902204497024,2,8,245,5,0.009571527268958182
0.050409141602670515,4,6,188,22,0.0643573101648519
0.04141468250159191,8,4,163,78,0.1
0.049328582154150785,8,4,131,1,0.09326295078513239
241.23032243361314,4,10,400,1,0.0924438421998378
0.04275802628041552,6,10,287,300,0.0001
0.07003990475941435,4,6,40,1,0.01324227612650303
0.06278280537907344,6,8,179,299,0.027006325814660843
0.05681157318071478,8,10,356,299,0.03772761970903622
0.059887060960982993,10,4,400,134,0.09111892442942171
0.03758025793622428,4,6,81,299,0.07109337346325975
0.045167139617292705,10,6,40,129,0.08080435326389931
0.07061907977092972,8,8,235,300,0.011893521323054128
0.05466973206062261,8,8,400,300,0.0639073299798572
0.03899600708801524,6,10,41,59,0.04881503467639194
0.05672920281228702,4,6,40,298,0.04045310542202496
0.05568257902349805,4,2,307,1,0.0058756839228581315
0.04182076613135706,4,8,312,270,0.015107990792862982
0.044887408614496284,6,10,156,128,0.012335453808798533
0.048951638207259895,2,8,131,300,0.038353521835720314
0.050530246291678405,6,8,400,176,0.08921398391928785
0.06835002234482018,2,10,249,263,0.021690408768875815
0.03710881589752722,10,4,87,216,0.03687616914305541
0.07948197461665844,4,10,321,68,0.011066030948767406
0.04843238642391724,4,6,40,229,0.07629275690146342
0.09641516131659705,10,8,317,203,0.022597132984150167
0.06288424186133884,2,8,363,132,0.010307487673122121
0.05192064637142914,2,10,73,1,0.0894939150975362
0.06214364251820825,6,2,400,252,0.09341184266116873
0.0825671386625926,10,6,134,239,0.09485810554403099
0.049583816963122015,4,10,88,119,0.07779008998320208
0.04696102441606695,8,2,399,101,0.04767742020744222
0.04248989261118579,2,2,44,31,0.07998571870965492
0.04506177540051778,2,2,288,31,0.0001
0.06369593885215745,4,10,289,127,0.0019030320143664221
0.056809491422420436,10,4,280,286,0.09825667239734953
0.04421203360656419,2,2,327,164,0.003947536069994066
0.038256194815514254,2,6,41,99,0.0034954657163315524
0.04113019486929391,2,2,161,268,0.0006324198413754915
0.047544831652359315,10,4,400,239,0.0006413350988087655
0.13046488156694866,10,10,319,27,0.006174584142097155
0.04303345510588104,8,4,236,32,0.056917593380879525
0.04456271105107226,2,4,317,101,0.01571333186707259
0.06152422592657055,4,6,40,163,0.00298600424928844
0.03823359009051,4,10,206,282,0.09645796346025085
0.18507050832683003,8,2,197,83,0.00900780737440113
0.11103199230209665,10,2,322,296,0.042330824446861974
0.03972087510478696,4,10,165,2,0.022778933578650764
0.0680098598710636,10,4,313,240,0.07439968061110803
0.04909963499768116,2,10,88,188,0.054736463027847695
0.06449655532800495,2,10,356,57,0.03461696547985909
0.04848335775682601,10,2,187,137,0.0003033091056359882
0.040629808904203965,2,10,182,105,0.0761448397561168
0.039540500990955164,6,8,273,2,0.07182910329560752
0.056531536737530405,4,2,353,197,0.03402367322334349
0.061127068783432416,10,2,239,236,0.09297711113693924
0.044037669287830664,2,2,348,281,0.09235936411159437
0.047821456818622175,8,8,368,109,0.0988786853349372
0.05451224117781395,4,10,94,248,0.00108931729322705
0.08852104535843598,10,8,292,85,0.09608895687043681
0.04462866146565535,2,8,153,151,0.08246036736918899
0.04126470950092244,8,10,41,249,0.0040416262599892285
0.038509395824775604,10,4,58,14,0.0048928480539562405
0.04813297841302134,10,2,263,114,0.08692873129507352
0.08046879610946378,6,10,221,7,0.0018757999983581635
0.04312922397489635,2,2,59,143,0.031191356670642784
0.045428084439458054,10,2,365,153,0.09301493357970168
0.041621232312822005,10,2,290,161,0.013030929340704085
0.04200309577101007,2,2,225,57,0.015734479530065775
0.04170361397173078,2,10,56,286,0.09963159587029977
0.08660915207308521,10,4,163,223,0.06161486752588598
0.06164374199728967,2,2,286,209,0.004363362794536062
0.19191335219611014,8,10,141,282,0.09488495865279391
0.03695321822008063,4,2,383,299,0.01884324497070641
0.08007088556002011,10,4,119,116,0.09630211486368037
0.057363594407244145,8,10,350,1,0.00037517021015563457
0.062326709055096255,4,6,385,113,0.00805656660933745
0.037876782456262525,4,4,260,299,0.037466579929601354
0.11585730953353673,10,4,103,2,0.01315961060036888
0.05122597254950439,10,2,154,299,0.004868502789050359
0.03396469808371721,4,6,111,219,0.08298623237975782
0.047435369007738065,6,2,214,300,0.019009445477592465
0.07045376373766686,10,6,162,34,0.09282228749800378
0.07449186448015312,10,4,343,102,0.053205944968874194
0.04347614771941739,2,2,224,261,0.01971536455721536
0.04810645893602662,10,6,106,299,0.08181982237569345
0.05130519058260509,10,10,347,152,0.0887191107834277
0.041500992473892336,2,6,131,138,0.0010234951157770031
0.08161194368380748,8,8,334,257,0.0017844914011613494
0.23783991329157125,10,10,361,29,0.003361988030145775
0.03454091927791845,4,10,306,171,0.09875202297236273
0.04262052366360408,2,8,64,209,0.0865427502618401
0.04418798773143251,10,6,56,299,0.012397201549063203
0.05295592722244363,2,4,258,30,0.08782197641442023
0.046960212871614455,10,2,83,153,0.008576207846730964
0.037704525729311114,2,2,147,97,0.07497374695942274
0.0392005285248142,4,8,291,247,0.010967529653341544
0.04197004268935381,2,2,305,299,0.07952150972458724
0.08365027810036389,10,10,106,61,0.07293040894505258
0.04189753905918517,10,10,208,32,0.07233929811333908
0.035211331322338876,2,2,304,52,0.05861897926742877
0.04537611946319972,2,10,333,214,0.09089945686287397
0.043759900531960126,8,10,74,270,0.008671900151273724
0.06519197882935913,10,2,153,186,0.026049364836150956
0.05327308802701378,10,10,72,112,0.031006364810366407
0.047785749286225684,2,10,117,16,0.03592804178587841
0.0984323096268526,10,8,372,290,0.09847932507033254
0.1031103172301068,10,10,221,150,0.005503026811291044
0.044050279145873436,2,4,368,50,0.09271144697447693
