Time:,42:23.7,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch Size,Learning rate,,,
0.062221859,4,2,391,76,0.062265793,,,
0.062777942,6,4,312,74,0.051766782,,,
0.062832607,10,10,393,74,0.096492325,,,
0.063060394,6,2,388,74,0.004347038,,,
0.063436233,4,2,139,200,0.090943738,,,
0.063630026,8,4,392,90,0.039074169,,,
0.063670395,6,6,149,71,0.039165219,,,
0.063878541,8,4,255,18,0.089250721,,,
0.063978734,8,10,281,1,0.03498123,,,
0.064294845,6,6,391,16,0.040194385,,,
0.064426176,6,4,390,74,0.023165123,,,
0.065382643,6,8,391,109,0.039772827,,,
0.0656982,10,6,393,172,0.064710219,,,
0.065790348,6,6,391,122,0.039428831,,,
0.066693704,6,6,391,226,0.039197546,,,
0.067153513,10,4,391,78,0.025591318,,,
0.067517237,6,4,391,170,0.040418197,,,
0.067925335,6,4,388,260,0.03880541,,,
0.068101709,6,8,391,74,0.037261627,,,
0.068713247,6,4,390,75,0.039010108,,,
0.068797851,6,4,390,52,0.036599878,,,
0.068904426,6,4,392,93,0.04010431,,,
0.069438114,6,4,388,2,0.037646467,,,
0.069643035,6,4,391,183,0.012541681,,,
0.070355897,6,4,389,74,0.040557915,,,
0.070523523,6,4,390,152,0.03811388,,,
0.070976988,8,4,391,122,0.039071922,,,
0.070998959,6,4,391,271,0.046151953,,,
0.07101341,6,4,391,109,0.015709835,,,
0.071525814,8,2,259,182,0.091836036,,,
0.071663754,6,6,390,74,0.032478062,,,
0.071717602,6,10,256,82,0.065464968,,,
0.071818047,6,10,384,80,0.041221946,,,
0.072002483,8,2,394,74,0.039504021,,,
0.072162358,6,2,299,74,0.040029123,,,
0.072170873,2,2,393,111,0.010286543,,,
0.07253941,6,4,240,191,0.055809228,,,
0.072898633,8,8,391,72,0.039331927,,,
0.073381138,6,4,392,59,0.036921323,,,
0.073418694,6,4,391,71,0.041733211,,,
0.074582676,6,10,386,136,0.03901059,,,
0.075151619,2,4,391,40,0.04903325,,,
0.075610965,10,8,309,48,0.019758268,,,
0.075651713,2,4,335,72,0.039139781,,,
0.075706877,2,6,224,41,0.080641924,,,
0.075800426,2,4,389,74,0.037545308,,,
0.076511565,4,4,388,73,0.045730142,,,
0.077315919,2,4,391,74,0.038410429,,,
0.077779829,6,10,391,75,0.04154064,,,
0.079007808,6,6,391,74,0.004935321,,,
0.079920644,6,4,285,74,0.086531668,,,
0.079985701,6,4,391,73,0.084737391,,,
0.080303551,8,4,382,74,0.03913906,,,
0.080532158,8,8,52,141,0.0720651,,,
0.081035586,2,4,391,132,0.03795382,,,
0.081259053,8,2,186,100,0.011056465,,,
0.083105029,6,8,376,74,0.02982986,,,
0.084129164,6,4,382,64,0.038337161,,,
0.085087405,6,8,331,72,0.040015438,,,
0.085494596,6,4,376,71,0.037222891,,,
0.086786295,10,8,268,163,0.042622021,,,
0.087260394,8,8,142,300,0.007804288,,,
0.087363736,6,4,390,72,0.0476053,,,
0.08753312,10,10,146,140,0.056822962,,,
0.087770488,6,6,386,74,0.059740704,,,
0.088914054,6,6,389,128,0.03909046,,,
0.089159814,6,4,392,71,0.042378339,,,
0.09090884,10,8,344,146,0.026772042,,,
0.090989007,10,2,98,106,0.019263821,,,
0.091199126,8,10,230,214,0.056239313,,,
0.091597194,6,4,390,221,0.039190648,,,
0.091905398,6,4,390,254,0.036139389,,,
0.092110361,6,10,392,92,0.042081961,,,
0.092494186,8,8,287,294,0.029171282,,,
0.09325604,6,4,385,73,0.026772406,,,
0.097286153,2,4,390,65,0.038804614,,,
0.102403904,6,4,313,102,0.039163961,,,
0.103503797,10,4,391,71,0.039480896,,,
0.107231919,10,4,392,74,0.03524217,,,
0.108289362,6,4,397,82,0.058091329,,,
0.111053297,6,4,395,79,0.039474658,,,
0.111329072,6,4,391,16,0.041328696,,,
0.114870913,6,4,391,160,0.038258616,,,
0.119425522,6,6,391,73,0.037186555,,,
0.122224039,4,4,386,7,0.036153346,,,
0.12650231,6,8,298,165,0.039108653,,,
0.135117704,6,4,374,97,0.037744671,,,
0.14511001,6,2,48,74,0.037870632,,,
0.149156449,6,4,393,67,0.039172039,,,
0.151295429,6,4,396,75,0.051533548,,,
0.153823524,6,4,389,72,0.034045413,,,
0.193348767,6,4,399,76,0.060801572,,,
0.213415527,6,4,376,74,0.00658999,,,
0.251341533,6,8,390,69,0.037518814,,,
0.665571569,6,4,391,120,0.039438606,,,
0.753384588,6,4,372,74,0.041131257,,,
1.115403923,6,10,391,65,0.040155834,,,
1.293665521,6,8,383,74,0.038271041,,,
4.471009341,6,4,391,74,0.039154858,,,
0.095278729,,,,,,,,
