Time:,52:26.9,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
0.042893679,8,6,321,231,0.000453524,,,
0.042946198,6,4,390,151,0.043489763,,,
0.042997931,6,6,318,85,0.009522671,,,
0.043542212,4,6,192,296,0.01701846,,,
0.043650961,6,4,340,76,0.007075053,,,
0.04388531,6,10,319,4,0.083540451,,,
0.043903274,6,6,329,204,0.000553834,,,
0.044500513,6,6,347,76,0.015452677,,,
0.044570983,6,4,393,45,0.042362142,,,
0.044681445,8,2,259,182,0.091836036,,,
0.044740122,8,10,281,1,0.03498123,,,
0.045132343,6,6,332,176,0.015549908,,,
0.045161158,8,6,320,68,0.00257038,,,
0.045163039,6,8,350,8,0.012377808,,,
0.045330075,4,6,341,3,0.027187691,,,
0.045526849,4,2,139,200,0.090943738,,,
0.045645686,6,4,396,85,0.046552805,,,
0.045770102,10,6,180,67,0.011724375,,,
0.045990846,6,6,324,245,0.019027757,,,
0.046095563,6,2,332,20,0.086324765,,,
0.04614198,6,4,390,175,0.034169569,,,
0.046197821,6,10,170,74,0.011709118,,,
0.04630073,6,6,330,19,0.012245898,,,
0.046458158,6,4,388,31,0.072498725,,,
0.046775415,6,4,390,72,0.0476053,,,
0.046879166,4,10,45,90,0.024808593,,,
0.046912117,6,4,343,81,0.037560962,,,
0.047280409,6,4,400,190,0.038635689,,,
0.047337879,4,4,360,73,0.03888114,,,
0.047680867,4,2,179,130,0.007273215,,,
0.047746791,6,4,395,17,0.04193724,,,
0.048082432,2,4,369,54,0.092719003,,,
0.048117724,4,10,225,172,0.070785034,,,
0.048134279,6,6,327,4,0.08121463,,,
0.048509268,6,6,215,74,0.013362633,,,
0.048670679,6,4,59,268,0.028652698,,,
0.048846272,6,4,393,76,0.040546109,,,
0.04887817,6,4,398,59,0.074753016,,,
0.048957424,6,4,391,16,0.041328696,,,
0.049202971,6,6,335,87,0.015277356,,,
0.049283525,8,6,372,54,0.009044775,,,
0.04946929,6,6,316,88,0.01225956,,,
0.049779783,6,6,324,62,0.011893004,,,
0.05016411,10,4,195,95,0.078692055,,,
0.050165837,6,4,392,149,0.08245028,,,
0.050381604,6,4,350,56,0.039911395,,,
0.050386494,6,4,391,76,0.04452171,,,
0.050476874,6,10,256,82,0.065464968,,,
0.051116404,6,4,387,66,0.042397212,,,
0.05116406,6,6,385,75,0.012205004,,,
0.051191036,6,8,328,76,0.038433944,,,
0.051195877,6,2,387,80,0.040766992,,,
0.051697218,6,4,393,67,0.039172039,,,
0.052121949,6,8,375,79,0.010090131,,,
0.052295556,6,6,336,160,0.011889724,,,
0.052910739,4,6,358,73,0.013966624,,,
0.053073111,8,4,255,18,0.089250721,,,
0.053378656,6,4,273,289,0.00314658,,,
0.053569593,10,2,98,106,0.019263821,,,
0.053866574,6,6,345,82,0.01275515,,,
0.054168284,6,6,330,80,0.014464752,,,
0.054404124,10,8,99,291,0.066507064,,,
0.054410163,6,10,248,98,0.095948069,,,
0.055044601,2,10,74,228,0.05434887,,,
0.055715905,6,4,399,72,0.034234186,,,
0.055934069,2,6,356,147,0.092736061,,,
0.056172238,2,10,203,134,0.086081176,,,
0.056429781,10,6,218,51,0.012310015,,,
0.056455118,8,6,329,3,0.024770119,,,
0.056665333,6,2,385,55,0.038246473,,,
0.056789203,4,4,389,138,0.038171183,,,
0.057227908,6,4,246,79,0.005448615,,,
0.057592394,2,6,224,41,0.080641924,,,
0.057808757,6,6,165,54,0.012055023,,,
0.057980776,8,6,320,67,0.016235986,,,
0.058129852,8,6,232,31,0.012135529,,,
0.058420162,4,4,332,78,0.030974696,,,
0.058630841,6,2,335,91,0.00866175,,,
0.058867195,8,6,74,51,0.018564549,,,
0.059013844,4,6,383,78,0.000864486,,,
0.059545536,6,6,328,77,0.017225486,,,
0.059858855,8,6,353,71,0.00838275,,,
0.06020004,4,10,329,12,0.008321711,,,
0.060501993,6,6,327,8,0.013138211,,,
0.060606722,2,2,385,3,0.045467777,,,
0.060730613,6,4,389,283,0.039645236,,,
0.060971708,8,6,84,51,0.007951498,,,
0.061200427,6,4,353,161,0.040123673,,,
0.061299468,8,6,329,54,0.017574842,,,
0.062146193,6,6,329,86,0.007584874,,,
0.062337035,8,6,315,64,0.010391988,,,
0.062337203,8,2,321,31,0.004432824,,,
0.062874896,6,4,394,162,0.039180323,,,
0.063272265,8,2,344,62,0.012394062,,,
0.06386413,6,6,386,84,0.011752584,,,
0.064600066,6,6,306,81,0.011413309,,,
0.065089835,6,6,334,5,0.017869954,,,
0.065239324,6,4,376,72,0.040477682,,,
0.065368537,6,8,361,40,0.012036162,,,
0.065472667,6,4,379,96,0.039970271,,,
0.065911476,6,6,338,80,0.015695887,,,
0.066352924,6,6,333,72,0.013180511,,,
0.067463164,6,4,393,113,0.038471299,,,
0.068049626,6,4,399,242,0.041079036,,,
0.068085915,6,4,240,191,0.055809228,,,
0.068255751,6,6,328,66,0.032691821,,,
0.068617226,10,6,225,51,0.050596165,,,
0.068793693,6,6,344,71,0.013339715,,,
0.069223727,8,6,334,60,0.011689036,,,
0.069288102,6,4,390,86,0.048844524,,,
0.06946434,6,6,316,80,0.014288045,,,
0.069604461,2,6,173,189,0.019280318,,,
0.069873609,8,2,118,153,0.031132724,,,
0.070187355,6,6,346,68,0.011404937,,,
0.070480535,6,6,334,20,0.053241472,,,
0.070971839,8,6,377,184,0.010794346,,,
0.071191016,6,6,291,276,0.017474815,,,
0.071309758,8,6,309,53,0.002887373,,,
0.071786532,6,6,341,77,0.018035235,,,
0.072243728,8,6,318,17,0.013260309,,,
0.072875164,8,6,301,54,0.010535943,,,
0.07302891,6,6,330,76,0.02777453,,,
0.073200072,6,6,305,75,0.009296355,,,
0.073231639,8,2,248,48,0.012790804,,,
0.073484246,6,6,340,173,0.011601959,,,
0.073915296,6,4,388,74,0.037771047,,,
0.074631284,6,4,322,75,0.009405239,,,
0.075499105,8,8,287,294,0.029171282,,,
0.075629801,8,6,372,47,0.043246648,,,
0.075794094,6,6,194,81,0.011755741,,,
0.076592839,4,6,242,203,0.091930633,,,
0.078096305,8,6,332,56,0.000411467,,,
0.078166516,6,4,378,72,0.036198886,,,
0.078635046,6,4,396,145,0.040687433,,,
0.079181929,8,6,316,20,0.014839496,,,
0.079335463,6,4,388,74,0.031840123,,,
0.080285737,6,2,332,16,0.011816794,,,
0.081299759,6,6,332,73,0.001614058,,,
0.081770879,6,10,325,73,0.078454424,,,
0.083102819,6,6,226,89,0.012015625,,,
0.083510039,6,4,356,72,0.051501751,,,
0.083764227,6,8,351,81,0.011104058,,,
0.084049029,10,6,393,172,0.064710219,,,
0.084241743,10,10,146,140,0.056822962,,,
0.084413633,6,4,394,107,0.043783636,,,
0.085382842,8,6,250,60,0.007069716,,,
0.085847515,6,4,323,150,0.013732105,,,
0.087479377,8,8,142,300,0.007804288,,,
0.088342386,6,6,343,83,0.013450604,,,
0.088419719,6,4,389,236,0.036550632,,,
0.089142346,6,6,366,79,0.011875062,,,
0.091254994,10,6,95,59,0.013765491,,,
0.094976516,6,10,310,95,0.001400066,,,
0.095754801,6,6,332,65,0.009089651,,,
0.096479745,8,6,308,115,0.0121836,,,
0.096485549,8,6,342,184,0.01313929,,,
0.096660666,8,2,186,100,0.011056465,,,
0.098867461,6,8,338,129,0.022694743,,,
0.099560555,6,6,292,68,0.016246709,,,
0.09976904,8,6,324,10,0.010897275,,,
0.100298405,8,4,343,9,0.002931376,,,
0.100326149,10,6,42,162,0.042827418,,,
0.101212937,6,10,328,95,0.012092948,,,
0.102957018,10,2,390,138,0.082557649,,,
0.103031569,10,8,268,163,0.042622021,,,
0.104380269,10,2,56,295,0.0968279,,,
0.104473024,8,6,322,42,0.01381899,,,
0.105208278,10,8,309,48,0.019758268,,,
0.106415416,8,4,339,39,0.017477914,,,
0.1073039,6,6,258,56,0.006576875,,,
0.108873321,8,6,397,41,0.032442501,,,
0.109274638,8,10,374,92,0.001947712,,,
0.10940263,6,6,282,79,0.012070326,,,
0.110445943,6,4,361,31,0.037869741,,,
0.110582982,10,4,64,22,0.09179047,,,
0.111695679,10,6,337,47,0.014216577,,,
0.113944539,8,10,330,51,0.038431852,,,
0.114952979,8,10,230,214,0.056239313,,,
0.115467598,6,6,338,83,0.004864566,,,
0.115590807,4,4,202,173,0.057850165,,,
0.119730573,6,6,330,124,0.015006156,,,
0.125313377,6,2,369,69,0.028380294,,,
0.127171525,8,8,52,141,0.0720651,,,
0.12835127,6,6,315,78,0.019039894,,,
0.131647918,8,6,354,55,0.012993032,,,
0.133327258,8,6,326,123,0.012149041,,,
0.134040545,6,6,328,75,0.004080925,,,
0.13633304,8,6,339,66,0.015322964,,,
0.136661753,6,6,328,45,0.009679978,,,
0.148468557,8,4,333,48,0.012473116,,,
0.152978868,8,6,337,44,0.00585989,,,
0.153154156,6,4,392,112,0.041367923,,,
0.155743872,6,10,348,71,0.013526947,,,
0.156087479,8,10,351,56,0.012398497,,,
0.16581553,10,8,344,146,0.026772042,,,
0.171245073,6,6,309,85,0.013351134,,,
0.172064696,8,6,261,51,0.013032871,,,
0.172939646,6,6,233,70,0.011997188,,,
0.184383355,6,6,330,78,0.01225928,,,
0.187229311,6,4,391,170,0.040418197,,,
0.188159358,6,4,389,74,0.040557915,,,
0.207456449,6,4,391,74,0.039154858,,,
0.212111749,6,6,346,80,0.008675652,,,
0.242221022,6,6,326,81,0.013545358,,,
0.265238222,8,6,280,42,0.005985616,,,
0.274706518,8,8,312,51,0.014703417,,,
0.283539971,6,6,330,76,0.011915132,,,
0.313195734,8,6,225,51,0.011851669,,,
0.328417412,8,6,359,61,0.012363801,,,
0.544665044,8,6,328,51,0.012624865,,,
0.078243088,,,,,,,,
