Time:,52:26.9,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch Size,Learning rate,,,
0.02834288,6,8,52,256,0.051463111,,,0.02834288
0.031292019,4,6,96,72,0.065288426,,,0.031292019
0.033799645,8,6,248,45,0.011326271,,,0.033799645
0.034231942,6,4,383,75,0.081862903,,,0.034231942
0.034570735,4,6,314,76,0.011077982,,,0.034570735
0.035713473,6,2,339,66,0.03176882,,,0.035713473
0.035961856,6,6,229,99,0.008155453,,,0.035961856
0.036300071,6,6,144,77,0.012105651,,,0.036300071
0.036347432,8,6,333,73,0.000747416,,,0.036347432
0.036937896,6,8,73,222,0.084014519,,,0.036937896
0.037322959,6,6,313,81,0.015007938,,,0.343497948
0.037722393,4,4,400,67,0.037530145,,,
0.038108293,4,10,202,235,0.09121992,,,
0.03816688,6,4,387,62,0.039523364,,,
0.038357028,6,4,341,77,0.035165446,,,
0.038650791,4,4,320,17,0.045906624,,,
0.03888002,4,2,330,31,0.012706795,,,
0.039106198,6,4,395,155,0.039575701,,,
0.039306763,10,6,144,239,0.002071061,,,
0.039541354,8,6,212,51,0.01648141,,,
0.039724278,6,4,398,130,0.037884808,,,
0.039760545,6,2,395,67,0.039461059,,,
0.040093414,6,4,392,185,0.036571751,,,
0.040502832,4,6,331,58,0.009795765,,,
0.040572791,6,2,317,1,0.024776612,,,
0.040598983,6,6,342,79,0.014150839,,,
0.040909133,6,6,83,71,0.007341659,,,
0.040921492,6,2,324,249,0.008435057,,,
0.04102006,6,4,391,39,0.084906278,,,
0.041259742,4,4,395,69,0.044389026,,,
0.041334512,4,10,59,184,0.046480736,,,
0.041658314,6,4,399,72,0.064795998,,,
0.042099043,6,4,329,74,0.077476962,,,
0.042128355,8,6,323,132,0.002044441,,,
0.042263296,6,4,327,77,0.032360873,,,
0.042552061,8,6,176,54,0.012501038,,,
0.042589505,6,6,344,79,0.014100818,,,
0.0427041,6,2,356,77,0.081181531,,,
0.042712237,6,2,320,86,0.010787677,,,
0.042850343,6,8,337,235,0.013418749,,,
