Time:,00:47.2,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,
MSE,H1,H2,Epochs,Batch Size,Learning rate,,,
0.059297334,2,8,236,48,0.019922899,,,
0.060245661,4,8,280,163,0.019549145,,,
0.060402818,2,8,319,25,0.019708591,,,
0.060424152,4,6,192,296,0.01701846,,,
0.060458298,4,8,205,49,0.004705843,,,
0.060467827,2,8,321,21,0.00340987,,,
0.060682029,4,8,202,44,0.009139791,,,
0.061364198,4,6,298,98,0.019947562,,,
0.061478269,2,8,293,52,0.008824479,,,
0.061651998,4,8,287,22,0.043952383,,,
0.062070819,4,8,299,183,0.018570917,,,
0.062452373,8,8,287,294,0.029171282,,,
0.062615966,2,8,232,12,0.01968179,,,
0.062692828,4,10,287,143,0.01986063,,,
0.063117789,4,8,304,29,0.020640312,,,
0.063458609,10,8,302,50,0.072104102,,,
0.063896931,10,8,301,53,0.019342607,,,
0.064471718,2,8,309,26,0.021059105,,,
0.064531217,2,4,369,54,0.092719003,,,
0.064546305,4,8,210,105,0.02124064,,,
0.06466728,2,2,385,3,0.045467777,,,
0.06480988,4,6,236,45,0.019343057,,,
0.065017669,4,8,300,32,0.080557528,,,
0.065474761,4,8,234,136,0.020385708,,,
0.0655988,4,8,192,44,0.020798072,,,
0.06581935,10,6,42,162,0.042827418,,,
0.065934901,4,8,286,31,0.024886368,,,
0.066792656,4,8,234,125,0.019873582,,,
0.066958366,2,8,304,30,0.017561796,,,
0.067009336,2,8,220,50,0.015550823,,,
0.067839593,10,10,387,9,0.017443202,,,
0.068147422,10,8,289,49,0.020063871,,,
0.06838718,4,8,298,72,0.018683492,,,
0.068396359,10,8,99,291,0.066507064,,,
0.068824505,4,8,312,30,0.002438416,,,
0.06901272,2,8,296,38,0.010345978,,,
0.0693115,2,10,280,24,0.020668134,,,
0.06975728,10,10,319,54,0.02193377,,,
0.0703172,4,8,222,46,0.001820392,,,
0.071081272,4,4,297,46,0.019762773,,,
0.071287017,10,8,337,48,0.00367859,,,
0.071611335,4,8,223,73,0.01808502,,,
0.072319163,2,8,396,2,0.020182927,,,
0.072518226,2,8,299,6,0.032952784,,,
0.072732732,4,6,303,37,0.010865359,,,
0.073537984,2,8,214,59,0.019344387,,,
0.073643242,10,6,382,58,0.01663656,,,
0.073906193,4,8,299,31,0.029341126,,,
0.074234319,6,4,273,289,0.00314658,,,
0.074933521,4,8,289,31,0.007780355,,,
0.075571494,10,8,304,42,0.018941808,,,
0.075954272,6,8,224,45,0.015263,,,
0.076023689,4,8,300,53,0.011474713,,,
0.076124261,4,8,302,55,0.019691591,,,
0.076239047,2,6,224,41,0.080641924,,,
0.076448704,4,8,230,45,0.02312606,,,
0.076732423,4,8,296,45,0.007133285,,,
0.076973712,4,8,207,41,0.019952848,,,
0.077857053,2,10,74,228,0.05434887,,,
0.07813035,8,8,332,17,0.015652214,,,
0.078612192,10,2,312,87,0.023348952,,,
0.07931281,8,8,286,46,0.019793773,,,
0.07941915,4,8,293,22,0.001956076,,,
0.08099344,4,8,318,58,0.008810518,,,
0.081274763,2,8,298,30,0.020341217,,,
0.081505429,4,8,301,49,0.019788167,,,
0.081776967,8,10,230,214,0.056239313,,,
0.081892277,2,6,356,147,0.092736061,,,
0.081954406,4,8,326,35,0.019980493,,,
0.081983893,4,8,280,45,0.006033306,,,
0.082039868,4,8,247,31,0.019302222,,,
0.083791168,8,8,287,38,0.018982722,,,
0.084680914,10,10,305,18,0.008977716,,,
0.085219674,10,8,305,1,0.018734054,,,
0.086115098,6,10,256,82,0.065464968,,,
0.086274387,10,8,305,41,0.01198349,,,
0.086430214,4,8,226,42,0.037321953,,,
0.086678504,4,8,281,31,0.002396672,,,
0.086821603,6,6,229,99,0.008155453,,,
0.088639876,10,8,214,43,0.020470027,,,
0.090187456,4,8,328,37,0.016252317,,,
0.095553826,4,8,371,24,0.01990243,,,
0.097023386,10,8,308,69,0.017596668,,,
0.097114616,8,2,259,182,0.091836036,,,
0.097707462,6,8,73,222,0.084014519,,,
0.098427704,10,10,146,140,0.056822962,,,
0.10218508,10,8,344,146,0.026772042,,,
0.104138373,10,8,320,46,0.031022529,,,
0.104821348,4,8,221,47,0.015115375,,,
0.105883336,10,8,242,51,0.020021439,,,
0.106141046,10,8,310,91,0.020999596,,,
0.10741208,10,8,268,163,0.042622021,,,
0.112378037,4,8,319,35,0.020491154,,,
0.115908044,4,8,299,41,0.029161638,,,
0.116174555,10,8,306,273,0.023412072,,,
0.118861442,6,8,283,21,0.019721734,,,
0.127735179,4,8,264,35,0.01162609,,,
0.140773889,4,8,360,36,0.01881435,,,
0.140833008,10,8,322,52,0.018411607,,,
0.14483552,4,8,303,12,0.014266468,,,
0.14930696,4,8,312,36,0.02365307,,,
0.151886814,4,8,241,65,0.031335972,,,
0.163081792,10,8,378,20,0.020155787,,,
0.176553871,4,8,292,42,0.022336037,,,
0.190538042,4,8,286,28,0.015022707,,,
0.20080879,6,8,299,36,0.003505561,,,
0.202342858,8,8,309,105,0.019498762,,,
0.222177107,2,8,271,10,0.019808956,,,
0.246999542,4,8,277,54,0.012807096,,,
0.326612838,4,8,223,46,0.019941573,,,
0.369481157,10,8,309,48,0.019758268,,,
0.370326944,4,8,299,36,0.007973464,,,
0.379477961,4,8,300,31,0.019820692,,,
0.069719629,,,,,,,,
