Time:,10:03:19.569436,Size:,250,CPU:,Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.04690127558164324,2,6,224,41,0.08064192423412103
0.07082577260341122,4,2,179,130,0.007273215059508822
0.03896850890062827,4,10,45,90,0.024808593416913882
0.04361620260365544,2,6,356,147,0.09273606069074071
0.06688294931464445,10,6,42,162,0.0428274181917624
0.08763646864986252,10,2,56,295,0.09682790027813942
0.07394506178278894,10,6,144,239,0.0020710613474879506
0.04806176463181292,10,4,195,95,0.07869205483768324
0.06856635425483451,8,10,230,214,0.056239312813269125
0.044291606450036755,6,4,391,74,0.039154858473409694
0.044156656134754425,8,2,259,182,0.0918360358210653
0.03940636753797502,2,4,369,54,0.09271900346907196
0.10454546702119909,10,8,99,291,0.06650706442900041
0.05078475920098777,10,6,393,172,0.0647102188636915
0.09759473650733275,4,10,225,172,0.07078503380927997
0.11125902987305047,8,8,287,294,0.02917128202799367
0.03900274248202921,8,2,118,153,0.031132724044077346
0.049635861419896204,10,2,98,106,0.019263820659653652
0.09013277077493172,10,8,309,48,0.019758268482958752
0.05133185408913207,6,10,248,98,0.09594806861738564
0.04780928154111735,4,6,192,296,0.01701845950808498
0.05557285320765412,10,10,146,140,0.0568229622306388
0.036219553042416995,4,4,202,173,0.05785016516445345
0.057156038444648255,6,8,52,256,0.05146311125843841
0.12421246445738762,10,8,268,163,0.04262202063245138
0.04133284162500031,4,2,139,200,0.09094373788872283
0.03643142566180666,4,6,242,203,0.09193063320108244
0.13438202903844526,8,8,52,141,0.07206510027954517
0.04750925512283397,4,10,59,184,0.04648073603176681
0.04012019378260248,8,8,142,300,0.007804288449990143
0.10440727508902617,4,10,202,235,0.0912199196237351
0.08785742069526409,10,8,344,146,0.026772041541217317
0.15197685416782017,4,4,320,17,0.04590662423325395
0.11316210765750673,8,2,186,100,0.011056464700712114
0.039822237582907094,8,10,281,1,0.034981229817218525
0.061579608653016024,2,10,203,134,0.08608117610679762
0.04408641274153551,6,4,240,191,0.055809227678689406
0.060119723185631316,6,10,256,82,0.06546496783204049
0.04465220614982256,2,2,385,3,0.045467777392825745
0.06304207966340941,6,6,229,99,0.008155453073350926
0.05424975303075025,10,2,390,138,0.08255764881189866
0.07804353205436337,10,4,64,22,0.09179047036844225
0.1474452144087044,6,4,273,289,0.003146579904197482
0.20682990764834022,4,6,96,72,0.06528842566539408
0.040896960365038065,6,8,73,222,0.08401451869380935
0.12435716979363426,8,4,255,18,0.08925072126800854
0.07840198294466205,6,4,59,268,0.028652698263462298
0.04150674698139474,2,10,74,228,0.05434887024431982
0.06146956237953595,10,6,225,51,0.050596165380355065
0.043721766443298865,2,6,173,189,0.01928031757040092
0.0427938403626089,2,6,61,52,0.06903003982527117
0.10707137172622014,4,10,60,60,0.0198750978277375
0.042944797328749895,4,4,208,156,0.06706596267807521
0.049684518610643415,4,4,122,102,0.06388737770174813
0.14618247073783447,4,6,93,163,0.069197235805318
0.04271707425788983,2,6,80,32,0.07146789396576711
0.041675451695136825,2,6,100,66,0.06312863629778419
0.03249628646095459,4,4,152,93,0.06336560060995679
0.05552414088521772,4,4,113,96,0.05413976808995198
0.04118530665103576,4,4,113,81,0.06130461409928645
0.03339832854891853,4,4,105,73,0.0901615429747196
0.03504215148227315,4,4,79,85,0.0693532739240637
0.03639540163024554,4,2,103,64,0.06754187545908338
0.03907993926172603,4,4,98,40,0.06754977908070411
0.03608198135629233,4,6,141,204,0.08732224385421676
0.037600192012266956,4,6,112,207,0.08839201290824257
0.034768973440851246,4,6,107,193,0.09072265113395883
0.04073468508435482,4,6,105,81,0.08142084248221003
0.047227411727828,4,6,54,79,0.09166678415158402
0.037553406226730784,4,6,63,68,0.09921155160904353
