Time:,9:13:10.632456,Size:,250,CPU:,Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.04661668078408175,6,8,389,211,0.08064192423412105
0.12788103483671165,10,6,202,197,0.03347436684648108
0.05440300415948351,8,8,157,75,0.0029341447674022508
0.051145674756543066,4,8,240,133,0.048605878610700065
0.05121422547166402,8,4,194,252,0.07270977873486632
0.05564675919798495,2,10,389,65,0.060583999231349536
0.06053182417557107,10,2,43,276,0.020185806377915286
0.03632378819034485,10,6,366,251,0.030757790160119945
0.14414469358373522,6,6,77,42,0.06979800950077969
0.05293402116682374,6,10,221,118,0.06686328542085089
0.032666371403742206,4,8,394,276,0.018810961046816087
0.05336468372344759,4,8,296,22,0.09712336592657626
0.0476517817198069,2,6,193,39,0.09876741241299145
0.11941417623298309,6,6,380,44,0.03610195968586977
0.05313334981301995,4,2,120,88,0.012006459246827077
0.03695513322970162,4,2,133,202,0.009669953007555831
0.056608176188124075,10,4,126,186,0.056077578577088345
0.10487136229563897,6,4,61,253,0.09041360125837512
0.043018155778128134,8,4,136,52,0.09736574659897988
0.055650968892389116,2,4,270,183,0.08714436116424583
0.057172595547017944,6,8,254,155,0.09884880914230898
0.05329531781654844,2,6,86,64,0.03573297491422772
0.05136555873459933,8,6,367,82,0.04645931738342402
0.043758009932525835,4,8,60,87,0.08040175895092692
0.06146890666592404,8,4,251,183,0.06155147659912612
0.07121382762062786,10,6,324,135,0.0692480037350623
0.06553042676917649,10,6,105,153,0.04594197287104473
0.05674707743342196,4,6,260,84,0.0611383794408819
0.05321139772273954,6,6,105,273,0.03282993148972293
0.04855591768765675,6,4,190,10,0.08988712008927235
0.06733555328855058,4,8,274,231,0.0652561515151052
0.056781964217877866,6,6,204,168,0.07909566993167284
0.04058790164441215,6,2,45,197,0.0545702776484065
0.04158298175064957,6,4,102,30,0.06137483481102342
0.04868635239955404,8,10,191,229,0.019160009000861955
0.06781319012375689,4,6,171,174,0.005868339592638942
0.09891759554748354,6,4,212,206,0.05425040912439362
0.07262714881806477,6,8,222,196,0.06662136233211248
0.05882129233026345,6,4,342,31,0.0944655478245442
0.05767571629351578,6,10,224,205,0.05947601575810611
0.04284185611659522,4,10,239,87,0.05434887024431983
0.04985718178522354,4,10,65,165,0.009783913896099674
0.18959249350205992,6,6,215,187,0.04761548789527824
0.07671864224608002,6,6,352,234,0.07670171430563848
0.1574837190245015,8,8,260,68,0.007443501056011269
0.04752407077581812,4,10,333,15,0.0951016739595857
0.10312522153709683,8,4,133,34,0.011330321831596194
0.07218098860159652,10,8,373,175,0.005542946899956124
0.04186020159059498,2,8,245,5,0.009571527268958182
0.04894384129218089,4,6,188,22,0.0643573101648519
0.03360686042319651,4,8,294,145,0.04211877789652912
0.04790191275743849,4,8,283,144,0.03439371723876831
0.061894964997501266,4,8,264,144,0.035981147195182264
0.07398810282643586,4,8,391,144,0.03796620767847646
0.10360874175693313,4,8,302,145,0.04724354090046191
0.09043364470044937,4,10,225,88,0.06864945980416697
0.08413881863367784,4,2,130,186,0.009247996038944606
0.04466897530138668,4,8,170,249,0.007574634596790269
0.03561968719083124,4,8,132,269,0.036133071628271944
0.10541411077334387,6,4,345,276,0.018140421711625977
0.049512558846709756,4,8,266,287,0.03755789497273356
0.050785343866727145,4,8,160,293,0.019413302665158953
0.0776665671206423,4,8,60,297,0.013281958784419049
0.03515677265363215,4,8,233,276,0.032034962570030724
0.08045397287297992,4,8,329,288,0.03409830068423297
0.04943054167020286,4,8,113,266,0.028858147319876213
0.07538404249377903,4,8,148,271,0.004731969395254561
0.04332145869289107,4,8,82,258,0.05531361518736816
0.0536278887441743,4,8,98,265,0.04668945510114887
0.05029714582906093,4,8,64,267,0.060312495868192297
0.03993545844662904,4,8,70,270,0.07691786255402512
0.04992189049633016,4,8,154,277,0.08719276405851663
0.06741058156932367,4,8,103,279,0.07515572059949994
0.05574381268740388,4,8,66,273,0.09240104718724068
0.048767357296013704,4,8,64,273,0.09698235569879289
0.05418377697128434,4,8,118,276,0.04952220886888254
0.08362644994457402,4,8,198,276,0.09778598068839511
0.03164294025745868,2,8,254,8,0.04879962749348936
0.049555035376046414,2,8,177,10,0.047360592467501496
0.05294282708055892,2,8,399,10,0.03830809729210092
0.05555557250178961,2,8,228,9,0.03402315278355342
0.04228507114128812,2,8,186,8,0.04569617275288775
0.04864002883193464,2,8,287,9,0.045726125455449095
0.05371770941139334,2,8,274,9,0.036402253527272936
0.047121826708882736,2,8,149,7,0.07577763298465752
0.0495324710344718,4,2,48,202,0.010182331196751932
0.041993214790997414,2,8,104,7,0.06013023623306898
0.05005212665164339,2,8,161,7,0.039938619758683756
0.09172384209622181,10,6,382,251,0.030757789315226877
0.048408045822933884,2,8,109,7,0.0717993363048882
0.045171609404448226,2,8,163,6,0.05082458015624467
0.038434645720823606,2,8,110,6,0.04669425641755865
0.045821714957069576,2,8,92,6,0.05709362956501109
0.04602223137734365,2,8,96,6,0.05568134686141313
0.04592278833582579,2,8,166,6,0.04221319343661208
0.0459986427332571,2,8,139,6,0.042455733110496864
0.04432936200758524,2,8,82,6,0.06778043920606049
0.051636120065576795,2,8,82,5,0.05540856397685074
0.05477590618892609,8,8,291,145,0.040261299722076024
0.047567412431600876,2,8,60,6,0.02094753608604642
0.03816807040973987,2,8,61,6,0.05588627188301695
0.045872137276629074,2,8,367,276,0.02953485543867103
0.09940890142483984,6,2,177,201,0.05631228298778783
0.05114242815354461,2,8,154,59,0.053340714351689404
0.06471821510484549,2,8,40,53,0.05303950406199877
0.04473483142720028,2,8,164,144,0.05175773549768002
0.052143426939879514,2,8,128,18,0.05196491774340094
0.04505350373915093,2,8,82,58,0.05175138403803077
0.04445705573053515,2,8,131,8,0.05193423240807984
0.050420831074682516,2,8,68,58,0.05215075312954461
0.04951412948863246,2,8,72,56,0.05203274168928451
0.039752044533360946,2,8,112,122,0.051976066910568317
0.0508128623661936,2,8,258,61,0.05241290400430694
0.041112824298705795,2,8,40,62,0.052212133465611564
0.04325863540763718,2,8,49,95,0.05263931769122963
0.04841224440697596,2,8,174,67,0.05293329744201206
0.05334444663349311,2,8,121,45,0.052910403927728694
0.050199974797406705,2,8,83,80,0.05255855799808866
0.046701483949339484,2,8,40,89,0.052446977818949095
0.03449567610785837,2,8,40,81,0.05253072897042402
0.050109626747790514,4,8,397,63,0.010843853495449193
0.08998444917021167,10,6,359,189,0.032343449689316156
0.04541755929405088,2,8,110,108,0.05282594138990372
0.040152227439628776,2,8,57,200,0.05300134249426289
0.043566918142960716,2,8,40,129,0.05349268345296288
0.050842813838447604,4,2,137,227,0.010366190205741836
0.04686379601674307,2,8,252,69,0.05315130052659759
0.044053545122743606,2,8,237,256,0.020682264934434983
0.09081156657792672,4,8,291,232,0.03669414851533702
0.03730030715049804,4,8,187,229,0.033411808923455286
0.05189089474774523,4,8,187,171,0.03340236298110681
0.04263913795869273,4,8,189,297,0.03280811124284576
0.037318747757363754,4,8,190,277,0.03282842048619454
0.04245308937154764,4,10,198,216,0.032507102387475666
0.07049895638492354,4,8,198,231,0.03274191818370568
0.037403337616289396,4,10,189,270,0.033523832777856276
0.061645191008997624,4,10,189,273,0.03360530460089862
0.060672388166703776,8,10,86,213,0.011446571051770616
0.05408627550629687,4,8,182,269,0.03515778180072512
2.209065160976552,4,10,277,18,0.040243083718183796
0.04624356155982019,2,10,400,45,0.1
0.05194503521929299,6,10,351,36,0.1
0.04288210291295501,6,2,40,200,0.04575047162244807
0.039566111648028,10,2,40,110,0.08460803374074047
0.035563182080181124,10,4,313,64,0.1
0.0440206197493275,2,2,400,79,0.03423343910890032
0.052798833164938316,2,6,400,1,0.04306143184574456
0.0633314019269578,10,2,327,133,0.06412669191191489
0.04496721058331031,4,8,85,85,0.00017095677485743879
0.05929214458814323,2,2,261,255,0.09910256149297068
0.04997244534237451,2,2,311,104,0.07418005545234108
0.047868549366966565,2,2,89,1,0.1
0.042434797007246464,2,10,387,83,0.0001
0.046176499116982184,2,10,137,140,0.1
0.05517318937787338,2,6,40,28,0.027826085500359393
0.04798578292285848,2,6,287,300,0.1
0.0408091689823278,2,10,400,111,0.0001
0.10585978642589297,8,4,400,102,0.03783434791677916
0.04415672928505624,10,4,182,225,0.0001
0.04689999384697096,2,8,400,55,0.07498499469004026
0.050234363764171105,10,2,244,1,0.0001
0.05530165191218023,2,10,77,146,0.0845197266445693
0.04054290859413753,2,10,96,133,0.056444747111702075
0.0413783758629763,2,6,40,300,0.01662113718442188
1.0171229224962237,2,2,367,233,0.1
0.05232413116886429,2,2,107,283,0.1
0.043223921839355466,2,2,224,267,0.09112176365878034
0.04456355550730186,4,10,150,11,0.1
0.05693271857615801,2,10,118,276,0.1
0.04839036721262556,2,8,66,184,0.1
0.05243390776991083,2,10,40,18,0.1
0.059386019728015486,10,4,156,24,0.1
0.04119403489136758,2,8,40,213,0.0015961240518231105
0.06820768803711254,2,6,40,1,0.1
0.05457389627874266,4,10,109,286,0.030435297474631397
0.07723117070748009,10,2,40,58,0.1
0.04802725445710053,10,4,40,183,0.0001
0.03385666580406248,4,10,171,300,0.029908263872217553
0.06054643316895899,10,2,400,177,0.05350997935404255
0.04506502511184736,2,6,40,84,0.0001
0.05147351234445579,10,6,197,146,0.1
0.07248921727175038,10,6,115,274,0.1
0.08533395828677964,10,4,106,57,0.1
0.05464185884906667,2,8,348,300,0.1
0.06259022630575721,2,4,400,69,0.07415416808849531
0.045578604479302245,2,4,40,56,0.0001
0.05421924651724433,2,4,400,100,0.1
0.048920232152133244,2,10,250,246,0.044592187146861965
0.04340720064647935,2,4,91,249,0.1
0.06024642812254982,2,2,135,288,0.09740058192530228
0.04641756656246876,8,2,44,9,0.041704336471686865
0.0487485455750905,2,4,400,231,0.1
0.05576494596350799,2,2,88,42,0.008542508783070054
0.06027032083240054,4,6,327,300,0.03588303141569802
0.04717328334825975,2,4,315,128,0.1
0.04407032606112896,2,10,245,300,0.0001
0.04773069332896842,2,4,40,142,0.0001
0.049419007688912164,6,10,400,17,0.1
0.04190882031398784,2,6,142,39,0.1
0.04931511360605071,10,8,40,241,0.1
0.0586582679421627,2,8,400,40,0.009249222352394402
0.04223726090295245,2,10,340,226,0.0001
0.043868257736747275,10,8,40,1,0.0001
0.04568771576415684,2,6,40,19,0.0001
0.051202066206483564,10,4,304,5,0.1
0.03586317730863556,10,2,233,33,0.0001
0.05771064888154085,10,10,245,83,0.1
0.05833350161832433,10,10,180,230,0.1
0.04717873923599649,4,4,54,169,0.0001
0.13977455744772213,10,2,162,205,0.09871645185031773
0.04395220815599191,10,2,201,77,0.0001
0.12371461161397912,10,4,308,268,0.1
0.04736223784321417,2,2,40,300,0.09908526040053856
0.059051461341060735,10,4,327,1,0.1
0.046889358144528735,2,4,287,1,0.08989843313375591
0.051732504860253124,6,6,400,300,0.1
0.048078556827598914,10,2,40,186,0.1
0.04020181349465937,4,4,267,242,0.03610073345149768
0.07773749319892666,10,2,284,1,0.0001
0.05048899475544455,2,6,400,284,0.0999806052461529
0.045251723373365506,8,2,400,300,0.0001
0.07377776906542906,6,8,40,213,0.03227133183347626
0.04370156822801865,6,10,334,255,0.0001
0.0718540126098712,6,8,40,121,0.1
0.04212633105316603,2,10,246,117,0.058650112390152366
0.0384019603169041,2,10,236,300,0.04673793601403834
0.04424179228215199,8,6,205,121,0.0001
0.05548077769463936,8,6,229,300,0.03017633984398512
0.04074562072315377,8,2,83,263,0.1
0.06365594840054918,8,8,251,60,0.1
0.06562223785287899,10,10,282,65,0.1
0.050121959650354334,2,2,249,300,0.09628830639598125
0.03757800371302775,2,8,40,300,0.00874496326616869
0.04464834626186489,2,2,173,129,0.0001
0.07498077559297102,6,6,40,300,0.0416459686513194
0.059982968525385885,6,4,322,156,0.1
