Time:,9:37:27.441246,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,H1,H2,Epochs,Batch Size,Learning rate
0.0654884918006822,6,8,389,211,0.08064192423412105
0.11737019280522762,10,6,202,197,0.03347436684648108
0.041460013455419,8,8,157,75,0.0029341447674022508
0.08469264370781214,4,8,240,133,0.048605878610700065
0.04004734582231998,8,4,194,252,0.07270977873486632
0.07989810279135653,2,10,389,65,0.060583999231349536
0.0508368227974222,10,2,43,276,0.020185806377915286
0.3352522361969667,10,6,366,251,0.030757790160119945
0.04809248611091595,6,6,77,42,0.06979800950077969
0.05378933922507633,6,10,221,118,0.06686328542085089
0.03638166525437645,4,8,394,276,0.018810961046816087
0.044893611801284726,4,8,296,22,0.09712336592657626
0.06249033415202235,2,6,193,39,0.09876741241299145
0.055593447906312585,6,6,380,44,0.03610195968586977
0.04309372210695385,4,2,120,88,0.012006459246827077
0.03565438308921099,4,2,133,202,0.009669953007555831
0.09464607998554975,10,4,126,186,0.056077578577088345
0.04098755351608469,6,4,61,253,0.09041360125837512
0.09640395118917183,8,4,136,52,0.09736574659897988
0.054625496450768175,2,4,270,183,0.08714436116424583
0.29372115891635237,6,8,254,155,0.09884880914230898
0.06671238709825925,2,6,86,64,0.03573297491422772
0.061267956230622596,8,6,367,82,0.04645931738342402
0.05247281807411524,4,8,60,87,0.08040175895092692
0.05874485318748854,8,4,251,183,0.06155147659912612
0.0910652107152774,10,6,324,135,0.0692480037350623
0.08011357046996243,10,6,105,153,0.04594197287104473
3.631370429747969,4,6,260,84,0.0611383794408819
0.04581254852696835,6,6,105,273,0.03282993148972293
0.049662723980728414,6,4,190,10,0.08988712008927235
0.051221881255871626,4,8,274,231,0.0652561515151052
0.0819911060071732,6,6,204,168,0.07909566993167284
0.043382696192681994,6,2,45,197,0.0545702776484065
0.06491657299770658,6,4,102,30,0.06137483481102342
0.0489181059514415,8,10,191,229,0.019160009000861955
0.07755776723625252,4,6,171,174,0.005868339592638942
0.0746803647996026,6,4,212,206,0.05425040912439362
0.05510823280004297,6,8,222,196,0.06662136233211248
0.03955297598904599,6,4,342,31,0.0944655478245442
0.05019331713210961,6,10,224,205,0.05947601575810611
0.08388751838136697,4,10,239,87,0.05434887024431983
0.06726753350565357,4,10,65,165,0.009783913896099674
0.1982898903596689,6,6,215,187,0.04761548789527824
0.04559681049939042,6,6,352,234,0.07670171430563848
0.099317231695543,8,8,260,68,0.007443501056011269
0.03912825288278329,4,10,333,15,0.0951016739595857
0.12645754638597123,8,4,133,34,0.011330321831596194
0.05244945576053897,10,8,373,175,0.005542946899956124
0.04301807509350303,2,8,245,5,0.009571527268958182
0.034868980651536124,4,6,188,22,0.0643573101648519
0.11363907711247098,4,2,170,133,0.008152802314086592
0.07009511113098929,4,8,280,240,0.06017087150958882
0.0774885095939552,10,8,384,93,0.003387927219501256
0.05356856181159374,4,6,118,1,0.06564784667248877
0.05204332974378816,4,10,310,126,0.051318697112150334
0.042000157532672555,2,8,257,269,0.09568794840347283
0.04227393490782745,4,8,203,79,0.05135484160330061
0.04589795174558309,6,6,73,151,0.057891972627814495
0.05109707068422231,6,2,113,158,0.06291208585732364
0.04634139300464936,6,2,176,29,0.04873312414961418
0.05088127184248435,4,10,380,284,0.034226491354966755
0.16438123819253952,4,6,244,235,0.014727862015016545
0.04839180209544579,2,6,239,300,0.026425092932043315
0.05535888989619556,6,6,337,183,0.05847409133462623
0.054293918557744916,2,6,175,179,0.07276770938272854
0.041175134719560746,8,6,327,300,0.09575508530831883
0.06170303427773999,2,6,182,96,0.1
0.054163554676747744,4,4,40,56,0.09002039029890788
0.13186314407664826,4,10,311,300,0.059763706637746876
0.08582502197063903,6,10,218,88,0.055198060873672634
0.048483753396728314,6,2,222,116,0.09187635423677065
0.03795997326112838,6,2,118,142,0.08893169876569465
0.039644413787416025,4,8,370,288,0.06739521803097823
0.17235608590746612,4,8,268,169,0.06757232941026584
0.05451660094395312,2,6,311,161,0.0971354153204989
0.04050621894361931,6,8,350,162,0.034416221110087276
0.036476886612409734,6,6,40,154,0.031530591935467644
0.08168478037221172,6,6,216,193,0.05624474934201026
0.04533530128378397,6,8,284,44,0.032881364810610596
0.05833821457481003,6,6,231,173,0.07007315911337482
0.0600728626147119,6,6,250,73,0.08818095299656321
0.05381637016646724,4,4,55,124,0.09318107998261585
0.043648078432021654,6,4,71,103,0.0340353292350299
0.04170333838863872,4,4,349,95,0.09567767477768255
0.04384118235350897,6,6,185,138,0.07379760242056692
0.03992203357415511,6,8,340,276,0.07343172366508559
0.04421393894445583,4,4,117,300,0.007767341547473762
0.04576778792175669,6,10,289,264,0.0870751005030588
0.055696861833047076,2,8,309,288,0.0989470971244725
0.0491807119298542,4,4,383,300,0.021806310252644096
0.04361291685896862,4,8,175,167,0.02064127972264017
0.07371158961904448,6,10,184,164,0.08469714642246018
0.03699092394416832,6,4,221,175,0.032883461240638644
0.059758383415182595,2,4,225,186,0.0925794223634632
0.10259557247505408,6,6,397,267,0.029184799921302303
0.05756851375673977,6,6,389,1,0.0732068616240487
0.07244340537452673,8,8,160,231,0.0693666948896648
0.06529921354863923,8,4,45,116,0.07254799173568068
0.06294760024624259,8,4,48,206,0.0759344241180163
0.07945490452375811,2,6,198,296,0.08980190424769759
0.04827657086560942,4,6,376,195,0.023711858697294527
0.05977502127874042,4,8,322,300,0.06480899834705799
0.07939490891290879,6,8,164,295,0.07973952044944842
0.05799748147692664,6,6,190,72,0.07555766201814099
0.04378776474492248,4,6,336,246,0.004393477765913063
0.045066189460732445,6,2,285,296,0.03654131797234452
0.08504952191413342,6,8,75,173,0.03842275542713032
0.051139706238009675,8,4,139,279,0.09237934141695384
0.0551503752230489,4,2,80,95,0.05279330301786824
0.0624157883829998,8,10,162,236,0.09468912917276598
0.04863149227500676,8,8,113,179,0.0011346245681601373
0.04909944131013396,8,8,90,147,0.00323097649589127
0.056752185900590335,2,8,371,29,0.013232988932960127
0.04924444528937796,4,6,380,19,0.05065584691653338
0.061506160978101736,2,8,127,147,0.010433433703899729
0.0419687179963183,6,10,48,30,0.0288526067558846
0.043062508934562614,4,8,115,38,0.023062775081236855
0.043687275214775965,4,4,310,233,0.021052835449999977
0.04599928694686492,4,6,48,78,0.02668248129877195
0.0461315283926148,4,8,176,200,0.029994436473254737
0.16822080430210234,4,4,157,287,0.02694771065838457
0.11471926002679862,4,10,138,128,0.033009857083929166
0.10715746152520397,4,4,172,140,0.022197251192320945
0.09045316986366285,4,10,46,34,0.018376616776092432
0.07425239817437387,2,4,348,85,0.0063608871454985646
0.03988197913143199,4,8,57,75,0.0846833407554541
0.04302034638203849,4,4,195,205,0.08308379212064215
0.05182596761894149,4,4,287,186,0.08703148239672022
0.03603995527660564,4,10,346,136,0.08389874997635467
0.04658951540057818,4,4,60,123,0.08316272917835517
0.05777516618610605,8,6,237,162,0.09498327402214257
0.05724102251685288,6,6,223,242,0.07398278571490459
0.070433584023225,6,6,252,1,0.1
0.06593190033720586,8,2,325,295,0.09856095379481436
0.04153354032888776,4,2,174,174,0.08144880356900004
0.056076498903173205,2,8,270,254,0.09095506062008497
0.053206093401984345,4,2,143,141,0.08497562822726742
0.03169659571051773,4,10,130,225,0.0720836114174085
0.04064542125292747,4,8,135,283,0.07222950632855146
0.0808037069397268,4,4,194,9,0.06481004987498573
0.05206590879501717,4,10,141,75,0.06552896775985044
0.0705660019631768,4,8,176,1,0.06775845269010305
0.04857352690478442,4,8,175,205,0.07505551572849732
0.032965510712404396,4,6,201,221,0.07848363568348359
0.03363903388267883,4,8,214,168,0.07922830521762715
0.03959151844142519,4,8,192,218,0.07989342407048473
0.04523826044266813,4,10,162,186,0.07878686794528399
0.04947825633437562,4,10,78,253,0.0903387850917201
0.0699896904148159,2,10,317,108,0.08967414363021543
0.07009502067035508,8,8,337,1,0.0001
0.043115316225199214,4,10,387,247,0.0730346672070848
0.04682849990042711,2,4,250,209,0.030025849534134088
0.06294345077555935,2,8,150,129,0.026902803698760608
0.052648665885387635,2,6,225,287,0.02112415690237759
0.055873813016956514,2,6,384,91,0.0016868815294232256
0.06250806653573722,2,4,327,46,0.03119195855599886
0.04959573426697437,4,10,346,300,0.09421303255745925
0.03840207793228176,4,10,42,243,0.09784037235684667
0.06327496744727142,4,10,310,91,0.025520332158218074
0.04215221975895175,4,8,303,207,0.09595396791256863
0.06788944073930556,6,10,52,153,0.060888383698918185
0.07186078175650651,4,2,142,27,0.0752638811334463
0.047390253787079284,4,4,337,125,0.1
0.0591498403712066,2,6,302,258,0.03419987162317315
0.06459326705434779,2,8,319,187,0.016971463685567106
0.07320156869262961,2,6,351,236,0.023944980821340032
0.04645713861651571,4,4,90,300,0.0003483734069199996
0.058633650367242045,4,8,362,141,0.0007729663144271513
0.05947479281665702,6,4,79,1,0.024667153621388063
0.030635562383609937,8,4,230,110,0.09096895577113503
0.046966861068716115,8,2,318,217,0.08881779799779758
0.04569327074659553,4,10,271,175,0.09143221731778363
0.05274912854362497,8,10,114,47,0.08806916976106026
0.06807484824522828,8,10,257,1,0.09279742249337294
0.07629803087081993,8,6,271,168,0.08441115946458494
0.04787189783585864,8,8,44,276,0.022648755660521564
0.10390572363038643,8,8,99,111,0.021791942391410583
0.04971209130707173,4,4,111,1,0.02936447271230003
0.09495387750342733,10,2,370,268,0.0165103313517879
0.048793277411693085,4,6,236,300,0.0766513437723559
0.057999786090014674,8,2,380,300,0.01593283697076599
0.09064632934033974,8,8,278,300,0.026261572704197888
0.06152765914594914,6,8,168,300,0.06332664726047714
0.05069603241200729,10,2,56,118,0.021681376970814372
0.04403389429532737,4,4,114,300,0.038536007306154973
0.06097494860639291,4,6,332,178,0.040068146413780606
0.05965063424494092,4,10,85,300,0.042881980387788086
0.07556971055131127,10,8,393,265,0.02349086223503442
0.06046099892295433,10,6,53,300,0.008467769984693306
0.06299840251069264,10,2,82,112,0.00949168694168299
0.2153302637680701,10,6,164,17,0.0187417713621219
0.05808289618284605,10,10,243,300,0.002977282831930824
0.05440192631817514,2,10,157,139,0.07697960070060637
0.35362909457014113,10,6,275,207,0.09285538026994483
0.06693854715722364,2,8,255,247,0.0892113238642559
0.056249288383469584,2,6,319,109,0.022247267403212673
0.060764120899073744,2,6,363,14,0.011419222968060642
0.05650898586366192,2,8,192,13,0.07395357537580242
0.04946386110295876,4,10,114,300,0.010651627285774495
0.06397399408551893,2,6,395,50,0.07016608380774321
0.06449028910709734,2,2,235,300,0.07554984629018925
0.0760341713922843,2,4,50,16,0.01879224480661603
0.054831488226595324,2,8,102,257,0.07988375826008423
0.0676187781027918,2,8,163,162,0.08316867028421779
0.05204321019307346,2,8,215,82,0.02168210156407715
0.07518176690568187,2,8,348,195,0.07843653249178431
0.0816397215460713,2,10,357,253,0.06922867727314684
0.05209549241999073,10,4,160,290,0.07943441261606396
0.0655976449196827,8,6,400,298,0.07151162171435838
0.07176192899951533,10,2,235,120,0.07918080835858776
0.08330238353943423,2,2,239,1,0.07895152309439989
0.05487650237792649,10,8,43,287,0.07584359152682661
0.19489845797243796,10,10,254,259,0.08305777411402478
0.06747690912875487,10,10,295,114,0.07503354190536755
0.06553833381410884,10,2,348,51,0.02466508165547813
0.04602881475586581,2,6,55,267,0.002092556932840929
