Time:,0:10:12.044946,Eff. time:,5:26:25.438272,Size:,2601,Cores:,32,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,HN,Epochs,Batch size,Learning rate
0.8825745582580566,4,1.0,80,0.0001
0.8812078237533569,4,1.0,80,0.000115
0.879661500453949,4,1.0,80,0.000132
0.8779355883598328,4,1.0,80,0.000151
0.8758496642112732,4,1.0,80,0.000174
0.873496413230896,4,1.0,80,0.0002
0.8708774447441101,4,1.0,80,0.000229
0.8678149580955505,4,1.0,80,0.000263
0.8643123507499695,4,1.0,80,0.000302
0.8602844476699829,4,1.0,80,0.000347
0.8557371497154236,4,1.0,80,0.000398
0.8504993319511414,4,1.0,80,0.000457
0.8444925546646118,4,1.0,80,0.000525
0.8376421332359314,4,1.0,80,0.000603
0.8298755884170532,4,1.0,80,0.000692
0.8210391998291016,4,1.0,80,0.000794
0.8109006285667419,4,1.0,80,0.000912
0.7994082570075989,4,1.0,80,0.001047
0.7863496541976929,4,1.0,80,0.001202
0.7715257406234741,4,1.0,80,0.00138
0.7546730637550354,4,1.0,80,0.001585
0.7356309294700623,4,1.0,80,0.00182
0.7141830325126648,4,1.0,80,0.002089
0.6899162530899048,4,1.0,80,0.002399
0.6627092957496643,4,1.0,80,0.002754
0.6321927905082703,4,1.0,80,0.003162
0.5980693697929382,4,1.0,80,0.003631
0.5601169466972351,4,1.0,80,0.004169
0.518081784248352,4,1.0,80,0.004786
0.4716988801956177,4,1.0,80,0.005495
0.42096999287605286,4,1.0,80,0.00631
0.36648133397102356,4,1.0,80,0.007244
0.15548241138458252,4,1.0,80,0.008318
0.13263952732086182,4,1.0,80,0.00955
0.11131534725427628,4,1.0,80,0.010965
0.09227994084358215,4,1.0,80,0.012589
0.07625344395637512,4,1.0,80,0.014454
0.06383799761533737,4,1.0,80,0.016596
0.05536016821861267,4,1.0,80,0.019055
0.0506964735686779,4,1.0,80,0.021878
0.049177370965480804,4,1.0,80,0.025119
0.0496169775724411,4,1.0,80,0.02884
0.0505080409348011,4,1.0,80,0.033113
0.050354741513729095,4,1.0,80,0.038019
0.04819045960903168,4,1.0,80,0.043652
0.044371314346790314,4,1.0,80,0.050119
0.041368983685970306,4,1.0,80,0.057544
0.04284461587667465,4,1.0,80,0.066069
